order	stake_bin	stim	mean	lo	hi	stake	observed	observed_sem
Risky first	0	ips	0.5652437113601421	0.5276448938427045	0.6050928289976277	12.667230248654299	0.5701588578014938	0.037434839565611305
Risky first	0	vertex	0.554242966181688	0.5160500602154738	0.5940530682767525	12.667230248654299	0.5583628985884624	0.03999694366946201
Risky first	1	ips	0.5278535131117837	0.4942598813049941	0.5625005424817454	23.082450358562475	0.5165086959823803	0.03184365989712946
Risky first	1	vertex	0.5399583482196707	0.508257250108975	0.57616702199221	23.082450358562475	0.5254879878586203	0.04008110266870922
Risky first	2	ips	0.5057247474747475	0.4657391774891775	0.5517072226019595	42.217878391198916	0.5142750816435027	0.043505527983834044
Risky first	2	vertex	0.48974558119898676	0.44986315722461234	0.5263115967280054	42.217878391198916	0.4978310750137376	0.04487004462729665
Risky second	0	ips	0.5616918014733804	0.5170289305514869	0.6080612814503792	12.667230248654299	0.5539721598368215	0.03971352066548918
Risky second	0	vertex	0.4954341676702579	0.452442298929141	0.5357159538456531	12.667230248654299	0.4940239125953411	0.03709325563501315
Risky second	1	ips	0.6458905298323475	0.6056170530413122	0.6855839083639835	23.082450358562475	0.6600632980464913	0.03391213943664826
Risky second	1	vertex	0.5939519708361813	0.5570162717399558	0.6294307928913192	23.082450358562475	0.5987324371534898	0.027772313209004338
Risky second	2	ips	0.6369129170328418	0.5945030406101834	0.6706429575019801	42.217878391198916	0.6336926732415454	0.03830221367395639
Risky second	2	vertex	0.6000355965671754	0.562007025138604	0.6384317802080961	42.217878391198916	0.5966871724766462	0.04575468210792034
