label	space	form	placement	memory_model	channel	condition	x	lo	mid	hi	p_gt0
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	6.999999999999999	0.12983988284801568	0.1726868567381755	0.22334881808283125	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	7.515760138376834	0.13698117603077628	0.17672164046124134	0.22348771764779027	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	8.069521493944878	0.143676713652493	0.18076998158750646	0.2239253906927363	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	8.664083997137997	0.15011067930877187	0.18476414496346905	0.2246636499285684	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	9.302453877319767	0.15606235017753745	0.18874801539013913	0.2259180528742647	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	9.987858862892702	0.1615055479050157	0.19273317750608587	0.22752145320312947	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	10.723764501351818	0.16636910135597235	0.19662413135594142	0.22982958212196453	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	11.513891681800072	0.1708467616576405	0.20050851349951693	0.23272202838474285	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	12.36223544852308	0.17488028280679987	0.20427215040790786	0.23629680855771337	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	13.273085200748401	0.17842622204801284	0.2079440753054332	0.2402810478259687	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	14.25104638072347	0.1816925040739079	0.21155089628929452	0.24434912174936352	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	15.301063759771553	0.18453861768775948	0.21507782788102034	0.24883485878127776	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	16.428446440064768	0.1872814566829789	0.21849958837363803	0.2533438229996926	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	17.638894698528226	0.18985989596278943	0.22189421912558346	0.2578647663408045	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	18.93852880860355	0.1924629411603627	0.22518906150164664	0.2622482615989868	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	20.33391998560055	0.19501639212457964	0.22840376494306242	0.26646905351108585	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	21.832123612102944	0.197689011853463	0.23154340795336598	0.2702168708270153	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	23.440714911422706	0.20032687609467817	0.23458963577303907	0.27373251133721405	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	25.16782724947517	0.2030543786496904	0.23755911608007196	0.2769944028786732	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	27.0221932587371	0.20570362531906644	0.2404602415121873	0.279996030753687	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	29.01318899221878	0.2085453741541746	0.24330717130379695	0.282921076240825	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	31.150881330701633	0.21143418559830066	0.2460592511898529	0.2854190117618936	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	33.44607888294205	0.2142453402426816	0.24874643833777055	0.28776441173203615	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	35.910386636203285	0.21694272318620186	0.2513959640450316	0.2901918552392726	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	38.55626463343953	0.2194350526776663	0.25392186261007776	0.2924274139806798	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	41.397090973816184	0.2218295489826671	0.2564337253101344	0.294839817391162	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	44.44722945510957	0.2241013418531755	0.25890743051953424	0.29722436661824775	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	47.722102200000165	0.2260076625072144	0.2613077306712193	0.29977800246805025	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	51.23826763347237	0.2277780845547646	0.2637063619769595	0.30254932801566786	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	55.01350420559078	0.22905645384540213	0.26609930396828396	0.30565798520522425	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	59.0669002829722	0.2301091462128041	0.2683609229863104	0.30902352638234815	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	63.4189506634631	0.2305327088783344	0.27073803021196463	0.3127328644495002	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	68.0916602020204	0.23064981144668797	0.2730035890220885	0.3165985306297036	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	73.10865507174931	0.23027947327952641	0.2752872650522247	0.32082851868282797	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	78.49530222265639	0.2296240628336963	0.2774597633628373	0.32503157424819945	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	84.27883764212618	0.2286418932091211	0.27966987265348053	0.3297077455029052	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	90.48850406563211	0.2272484886471018	0.2818496792095745	0.33476280493591926	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	97.15569883397539	0.2258369392545664	0.28398900113200565	0.33997501738535607	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	104.31413264464811	0.22416355804484164	0.28613837722185703	0.3452680037708707	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	ips	111.99999999999996	0.22251956252749233	0.2883239575574423	0.35079562340716397	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	6.999999999999999	0.10769718811559707	0.15078464577187478	0.20362915646822718	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	7.515760138376834	0.11444064937784297	0.15428321300508313	0.20309610283257903	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	8.069521493944878	0.12085069141632217	0.15777093432591582	0.20278378870335212	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	8.664083997137997	0.12667288848582914	0.16133855259242505	0.20267289842536482	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	9.302453877319767	0.13222437987377378	0.1648744034837525	0.2030924094930199	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	9.987858862892702	0.13733467345557432	0.16836214273186284	0.20409473265066727	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	10.723764501351818	0.14184712900205368	0.17181127165410615	0.20564542453513662	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	11.513891681800072	0.14584854312482579	0.17526999178750435	0.20792194309776454	
log-cspl3-percpmu.mapjitter.klw	log	cspl3	percpmu	independent	perc	vertex	12.36223544852308	0.14940672140878003	0.17866897845855179	0.21071688483533269	
