order	ratio	n_safe	cause_mean	cause_lo	cause_hi	p_cause_below1	effect_mean	effect_lo	effect_hi	p_effect_below0	n_draws
Risky first	3.0	23.799999999999997	1.0063947984029207	0.9848607618052051	1.0281425554674792	0.2875	0.0365731815933689	-0.008325368334784861	0.08386174340417894	0.05	80
Risky first	3.0	25.2	1.0099677403207017	0.9857162614609096	1.0356594283475613	0.2	0.04474781409919775	-0.013818844083838568	0.09150366312009323	0.0375	80
Risky first	3.0	26.599999999999998	1.0134287061407143	0.9873643178934548	1.0415304758699615	0.1625	0.053793852871548364	-0.01942700469877718	0.10849124741652805	0.0375	80
Risky first	3.0	28.0	1.0166853445119777	0.9883192203445351	1.051603480994017	0.1125	0.06349542401940042	-0.01109470491446974	0.12600947789885547	0.05	80
Risky first	3.2	7.0	0.9905724743882626	0.9618527414655407	1.0124678750530642	0.8	-0.010208886811234651	-0.03658365636408732	0.013272574155835583	0.7875	80
Risky first	3.2	8.4	0.9908260000131488	0.9629930465277733	1.0145053774158888	0.775	-0.009479269462195685	-0.042939885252105243	0.024425521522481945	0.675	80
Risky first	3.2	9.8	0.9900685272930904	0.9666850705319069	1.0121156833473515	0.8125	-0.005612049526509179	-0.04253505917113497	0.03202142483285694	0.5875	80
Risky first	3.2	11.2	0.9892076965181811	0.968305453472748	1.0085094298283217	0.85	-0.0033387641226138784	-0.03507924826207907	0.03227165985079177	0.5375	80
Risky first	3.2	12.6	0.9887733610651136	0.9664952222335588	1.0041824285336103	0.8625	-0.004795113592844078	-0.03833356158280573	0.03116633642921033	0.6	80
Risky first	3.2	14.0	0.9890270601591663	0.9696735474160997	1.0062505936154476	0.8625	-0.006565911988454694	-0.04163669404094005	0.03202557957478554	0.6375	80
Risky first	3.2	15.399999999999999	0.9900541073278128	0.9709728306749231	1.0057622210130066	0.8375	-0.004427601595531747	-0.04709811929595357	0.03485317563902991	0.5875	80
Risky first	3.2	16.799999999999997	0.9918352866026788	0.974256815148534	1.0074202370222642	0.7875	0.0021241755378774525	-0.04272843002027603	0.03946121269164409	0.4875	80
Risky first	3.2	18.2	0.9942913974720693	0.9750273991389736	1.01294841363475	0.7125	0.010472162923093808	-0.03191414689358606	0.049350583694933094	0.3625	80
Risky first	3.2	19.6	0.9973070620992537	0.9789302474386427	1.0168795303393472	0.6625	0.01845366439454446	-0.022846598222632814	0.05757591875230063	0.2625	80
Risky first	3.2	21.0	1.0007414512449233	0.9814562290479757	1.02144607778857	0.5	0.025699110501953164	-0.011955743157152393	0.06769764452091873	0.175	80
Risky first	3.2	22.4	1.0044314376653165	0.9819282273722101	1.027945754148839	0.4	0.032750316455286074	-0.01018537564296983	0.07846480921878286	0.1	80
Risky first	3.2	23.799999999999997	1.008191115705435	0.9824358611593174	1.034329598114544	0.2625	0.040344208648589036	-0.015131840744979762	0.08695209652735932	0.0625	80
Risky first	3.2	25.2	1.0118304011374393	0.98427999377612	1.040253856324054	0.2	0.049054389906562045	-0.020425800840808736	0.09831886747590547	0.05	80
Risky first	3.2	26.599999999999998	1.0152162156483115	0.9864175088384931	1.0467394134607872	0.1375	0.058960066701210054	-0.009818257367010565	0.11599635446867142	0.05	80
Risky first	3.2	28.0	1.0182177294251573	0.985778554309212	1.057316430591845	0.1375	0.06918780840332572	-0.018064577268064305	0.13754393104135995	0.0375	80
Risky first	3.4000000000000004	7.0	0.98848183755176	0.9596448572213988	1.0114127862879752	0.825	-0.009490685798616635	-0.03263535306412002	0.01104983323308208	0.8	80
Risky first	3.4000000000000004	8.4	0.9890468202138678	0.9611026209144463	1.0131319396441711	0.825	-0.009289292840191908	-0.041485021467372964	0.021239811681741057	0.7	80
Risky first	3.4000000000000004	9.8	0.9886547384775948	0.9643682114123238	1.011246860742267	0.825	-0.005425695448307026	-0.04125589329512903	0.03154450367965901	0.5625	80
Risky first	3.4000000000000004	11.2	0.9881829403705513	0.9661715273904931	1.0084590435828151	0.85	-0.0030709062361798044	-0.03463750759283209	0.031561101167994314	0.525	80
Risky first	3.4000000000000004	12.6	0.9881531914276467	0.9652272731401365	1.0043528704547073	0.8625	-0.004016138643692742	-0.038917529666210225	0.027670637305625335	0.55	80
Risky first	3.4000000000000004	14.0	0.9888169909062631	0.9679577337641689	1.0067331488802753	0.8375	-0.00402833668546624	-0.04024482400142869	0.031089536067132603	0.6	80
Risky first	3.4000000000000004	15.399999999999999	0.990248925010669	0.969364279453993	1.006233235552435	0.7875	0.00030403275828602276	-0.0425954580544416	0.03862488456449408	0.4875	80
Risky first	3.4000000000000004	16.799999999999997	0.9924188638471773	0.9711415678018088	1.0121880575355493	0.7375	0.007644593495926494	-0.036648897224280864	0.04530359557766931	0.3875	80
Risky first	3.4000000000000004	18.2	0.9952359920687688	0.9738279968313472	1.014175835659513	0.7125	0.015277962210817508	-0.027464676104044117	0.05444580968548238	0.3125	80
Risky first	3.4000000000000004	19.6	0.9985711814287554	0.9786954604674024	1.0196780589207257	0.6	0.02230744279757253	-0.015762958706351565	0.06280765172187339	0.2125	80
Risky first	3.4000000000000004	21.0	1.002265651342303	0.9787152867653582	1.0261069779362333	0.45	0.0290321964982121	-0.011169164736977322	0.0722588757644667	0.175	80
Risky first	3.4000000000000004	22.4	1.0061320658351305	0.9793352164131137	1.0325771824955923	0.35	0.03610105469694354	-0.01536825641778035	0.08179920640870594	0.075	80
Risky first	3.4000000000000004	23.799999999999997	1.0099528958874973	0.9809730139765268	1.038605273459929	0.25	0.04428252314127378	-0.01997105331665283	0.09294308112581022	0.0625	80
Risky first	3.4000000000000004	25.2	1.0134993583399239	0.9825002296198578	1.0438783353012475	0.2	0.0540520509749154	-0.011361164365343164	0.10888657035436283	0.05	80
Risky first	3.4000000000000004	26.599999999999998	1.016594097510509	0.983884323856477	1.0544813124291188	0.15	0.06486278754164923	-0.019160121836525615	0.135718455049383	0.0375	80
Risky first	3.4000000000000004	28.0	1.0190594328856073	0.9843074902017231	1.054181161858398	0.175	0.07434269531017797	-0.02861063559282776	0.16244442766170897	0.0375	80
Risky first	3.6	7.0	0.9865888012946856	0.9576748898073704	1.0105005724291716	0.825	-0.008678333603189538	-0.029154023522882756	0.01004513780376486	0.7875	80
Risky first	3.6	8.4	0.9875002793126118	0.9594688524129956	1.0120145456334693	0.825	-0.008878838362189343	-0.039475631085743514	0.020657461245075042	0.7125	80
Risky first	3.6	9.8	0.9874834685678415	0.9619759509765273	1.0106431433892693	0.8375	-0.0051294840148302795	-0.039595507764020335	0.029412329289406815	0.6	80
Risky first	3.6	11.2	0.9874081221930862	0.9643382538033105	1.0085804988324765	0.8875	-0.0026098461998274062	-0.034173907161323	0.030180708640792284	0.5125	80
Risky first	3.6	12.6	0.9877861298491339	0.9657569116645702	1.0048841034268183	0.8375	-0.0024895002605208453	-0.03888129416207081	0.028370211948004972	0.5125	80
Risky first	3.6	14.0	0.9888575301908247	0.9663758865290333	1.0070208315311817	0.825	-0.0004975715011925716	-0.03980922965042297	0.03460103340936279	0.5375	80
Risky first	3.6	15.399999999999999	0.9906849151752833	0.9673587751391616	1.00768773253977	0.7625	0.005107425138381123	-0.03624214317165428	0.041824512670109754	0.4	80
Risky first	3.6	16.799999999999997	0.9932255434027351	0.9700670199223012	1.0131025400638545	0.7125	0.01206212957403065	-0.029595961424066043	0.049552497396766794	0.325	80
Risky first	3.6	18.2	0.9963740747906247	0.974148858515863	1.0188120353064687	0.675	0.018808129680426833	-0.025442870721801156	0.05890712506086826	0.2625	80
Risky first	3.6	19.6	0.9999826307311104	0.9765635612013066	1.0240693272549428	0.55	0.025343170338208536	-0.013459957852098803	0.06697488609835461	0.175	80
Risky first	3.6	21.0	1.0038667724597574	0.9765674927249678	1.0304974619514482	0.425	0.032071949284107976	-0.01515457085825195	0.07802550190548502	0.1125	80
Risky first	3.6	22.4	1.0078047006818671	0.9778223934893071	1.0366282193483878	0.3125	0.03966325325459678	-0.01893921605000491	0.0870080295322001	0.075	80
Risky first	3.6	23.799999999999997	1.0115355714704137	0.9785244771980404	1.0419977766732333	0.225	0.04894772388984864	-0.01213895515591414	0.10394313297342182	0.0625	80
Risky first	3.6	25.2	1.0147804996038132	0.980011142665461	1.0482723994573349	0.1875	0.05998592141947241	-0.019614009549315668	0.12956743349756425	0.0375	80
Risky first	3.6	26.599999999999998	1.017309152311442	0.9812124391081972	1.053017655561564	0.1875	0.07061688039910738	-0.02840308831431034	0.15807503079751453	0.05	80
Risky first	3.6	28.0	1.0188950510189958	0.9788068538740137	1.0619943451059297	0.175	0.07767647067596342	-0.02899665366781106	0.18477002107037388	0.075	80
Risky first	3.8000000000000003	7.0	0.9848962903828831	0.9559473830284292	1.0095749335081399	0.825	-0.007911057270565508	-0.026125043890481536	0.00915822397995838	0.8	80
Risky first	3.8000000000000003	8.4	0.9861642912632892	0.9578409414723322	1.0117000099785785	0.8375	-0.0084136932158062	-0.03721338954735474	0.019160755773989034	0.7375	80
Risky first	3.8000000000000003	9.8	0.9865313428641471	0.9599791904660182	1.0104503089299304	0.8375	-0.004771798562227069	-0.03751609016847403	0.026951995308092037	0.6125	80
Risky first	3.8000000000000003	11.2	0.9868579871153245	0.9627630787370015	1.008271093867122	0.8875	-0.0018136084148262037	-0.033462425220901794	0.028370556574639376	0.4875	80
Risky first	3.8000000000000003	12.6	0.9876444652311556	0.9655122075045204	1.0064299405898876	0.8375	-0.00021201920903515665	-0.038269140014683324	0.03080852117600872	0.475	80
Risky first	3.8000000000000003	14.0	0.9891179060138573	0.9652479435269103	1.0070598192279905	0.7875	0.0034322318656068856	-0.03821069407103351	0.03845986614421767	0.4	80
Risky first	3.8000000000000003	15.399999999999999	0.9913273165918683	0.9668978704255105	1.0110559646178268	0.7375	0.009263927085948092	-0.03080897909153806	0.04413632449354314	0.3375	80
Risky first	3.8000000000000003	16.799999999999997	0.9942148174891784	0.9704417883677865	1.0169322888981347	0.7125	0.01545053738101233	-0.03216505102740447	0.05412280460057172	0.3	80
Risky first	3.8000000000000003	18.2	0.9976560785181945	0.9730002489650919	1.023405027586188	0.6125	0.02165631782384906	-0.024110380957970357	0.06317371738953093	0.225	80
Risky first	3.8000000000000003	19.6	1.0014771580832256	0.9744205541149041	1.0281610734050715	0.5375	0.028133031815465975	-0.014670127860680513	0.07176913837187471	0.1625	80
Risky first	3.8000000000000003	21.0	1.0054576272986853	0.9748074918809043	1.0343996525269508	0.3875	0.03525557679520567	-0.017859099845683107	0.08345109850797026	0.1	80
Risky first	3.8000000000000003	22.4	1.0093288751014158	0.9751799624839663	1.0399049295168912	0.2875	0.0438187264298628	-0.016323734282490832	0.09155584205533292	0.075	80
Risky first	3.8000000000000003	23.799999999999997	1.0127743547026105	0.9764642297523812	1.0460870628427594	0.225	0.054571476392891574	-0.01915461367146954	0.11874802357162327	0.05	80
Risky first	3.8000000000000003	25.2	1.0154556162893693	0.977553936959838	1.0513598259652082	0.2	0.06616640834828087	-0.027727192860122055	0.14993817591403538	0.05	80
Risky first	3.8000000000000003	26.599999999999998	1.0170873892498693	0.9762080724415343	1.0606880765654878	0.1875	0.0747987502490535	-0.027487891419152453	0.17829929927997995	0.0625	80
Risky first	3.8000000000000003	28.0	1.0174018832215566	0.9701827778986548	1.0699894620699197	0.25	0.07894976476417455	-0.04600778496017905	0.20317375998566867	0.125	80
Risky first	4.0	7.0	0.9833861659839244	0.9538444764640163	1.0091168594937319	0.8375	-0.007256575031073469	-0.024484450809803687	0.009209494782391955	0.8	80
Risky first	4.0	8.4	0.9850197500175643	0.955743063780279	1.011973149495175	0.8375	-0.007967597579194496	-0.03491724796832606	0.01839167062394754	0.725	80
Risky first	4.0	9.8	0.9857779576853567	0.958240228806157	1.0114347137660755	0.8625	-0.0043179538915967125	-0.03486295796954832	0.025508485171389175	0.6	80
Risky first	4.0	11.2	0.986510255249156	0.9613985807646621	1.0093262204795244	0.8625	-0.0005890570515390839	-0.03257166032062729	0.027505079868637167	0.475	80
Risky first	4.0	12.6	0.9877034750882464	0.964164293225078	1.0077775882385274	0.8375	0.002580872507262763	-0.036990203085016334	0.03360041329445147	0.45	80
Risky first	4.0	14.0	0.9895702301260183	0.9645412630784084	1.0086133541834175	0.7625	0.0071858758213554155	-0.03550037312487653	0.04102971473167317	0.3375	80
Risky first	4.0	15.399999999999999	0.9921437865502378	0.9669487971112326	1.0140347322191547	0.7125	0.012618094989539358	-0.02698214351495669	0.04894084993776742	0.3	80
Risky first	4.0	16.799999999999997	0.995347376997916	0.9705676883320551	1.022084241221505	0.675	0.018203459287422216	-0.0333510889095157	0.06095825965460136	0.25	80
Risky first	4.0	18.2	0.9990311700635429	0.9731954788997441	1.0255951426975654	0.5875	0.0242469175065875	-0.022964088905204665	0.07029458553992118	0.2	80
Risky first	4.0	19.6	1.0029852484524207	0.9729358446683305	1.031966248363547	0.45	0.03097497729703071	-0.01674419824393107	0.07913763858004155	0.125	80
Risky first	4.0	21.0	1.0069405277034333	0.9722130423818811	1.0376482125004924	0.35	0.03883112745710075	-0.019398172067994074	0.08628057134898519	0.1	80
Risky first	4.0	22.4	1.0105681560933408	0.9732456074759399	1.0436323932304743	0.2625	0.04878944855817109	-0.01762886880350786	0.10535327811735716	0.075	80
Risky first	4.0	23.799999999999997	1.0134849860635935	0.9754523080826397	1.0493075397136828	0.25	0.06078062492670444	-0.026295381914763806	0.13729564326050114	0.05	80
Risky first	4.0	25.2	1.0152899863255498	0.974082651309256	1.0578508550477566	0.225	0.0710836327597231	-0.030908626360611886	0.1688791313554317	0.0625	80
Risky first	4.0	26.599999999999998	1.015650605789507	0.9679325454833583	1.0670869254562443	0.2875	0.07715791337501705	-0.05111784130605158	0.19465344731600948	0.1125	80
Risky first	4.0	28.0	1.0142615448245287	0.9588319114247937	1.080621176361785	0.325	0.07539943527582152	-0.06340607505939264	0.21427266089946767	0.15	80
Risky second	1.0	7.0	1.0666930888348038	1.0306727651350596	1.1190550536787607	0.0	0.04623862541128375	0.013313818606848035	0.08253143895096515	0.0	80
Risky second	1.0	8.4	1.0643854579674918	1.0340054567174572	1.110403623471966	0.0	0.04301410888700811	0.019090185246008733	0.07548884703809285	0.0	80
Risky second	1.0	9.8	1.060054012732727	1.0311914469407732	1.1013247636451848	0.0	0.041080086407858464	0.018531430634409003	0.07274158856232768	0.0	80
Risky second	1.0	11.2	1.0549850555049272	1.0286298332141253	1.0930909600516892	0.0	0.039994875715476094	0.018843761105562813	0.07011513306157832	0.0	80
Risky second	1.0	12.6	1.0501506457626817	1.0233115167438245	1.0859536152310385	0.0	0.039608425185630854	0.017754521959177715	0.06766381401084674	0.0	80
Risky second	1.0	14.0	1.0460565173926344	1.0194474070142847	1.0800088512965922	0.0	0.03983828841566916	0.013243068962164484	0.06882101738609696	0.0	80
Risky second	1.0	15.399999999999999	1.0428730548867287	1.0170369866009417	1.075170339785738	0.0	0.04058222131811147	0.012713590605935276	0.07131684101159044	0.0	80
Risky second	1.0	16.799999999999997	1.0405834979004562	1.0146747145748611	1.071248053851351	0.0	0.04171609057033966	0.013121659323018618	0.07368166885167333	0.0125	80
Risky second	1.0	18.2	1.039077810014636	1.0160312433184036	1.0680226367030499	0.0	0.04310289148640045	0.014499179906835368	0.07736987727965229	0.0125	80
Risky second	1.0	19.6	1.0382007487206555	1.0158210494759428	1.0652868478397772	0.0	0.04459910738467683	0.013686408247533177	0.0791000957153113	0.0125	80
Risky second	1.0	21.0	1.0377736096463703	1.015864372552325	1.0650869468381208	0.0	0.04606276767290064	0.01468616374472359	0.07900249029467077	0.0125	80
Risky second	1.0	22.4	1.0376032098159622	1.0165923482714718	1.065404408326587	0.0	0.04736614961624221	0.0190677968216882	0.07737294394137068	0.0	80
Risky second	1.0	23.799999999999997	1.0374857965820325	1.017405644532411	1.0657048448983812	0.0	0.048409555770961676	0.021254642277508798	0.08148386613932201	0.0	80
Risky second	1.0	25.2	1.0372477198932448	1.0173307225610304	1.0657476965766068	0.0	0.04913465152189534	0.021739612442607727	0.08144916012724404	0.0	80
Risky second	1.0	26.599999999999998	1.036862757884964	1.017300536730459	1.0655884971489324	0.0	0.04953332010403721	0.02156575436201047	0.08296345982445295	0.0	80
Risky second	1.0	28.0	1.0363418467797079	1.01613356306671	1.0654213251225313	0.0	0.04961075220157802	0.019781383493710784	0.083701758834902	0.0	80
Risky second	1.2	7.0	1.0546027506827351	1.0242353988100183	1.1011057457995304	0.0	0.07368687530495344	0.03651289235102799	0.12058790015819429	0.0	80
Risky second	1.2	8.4	1.0548810196909029	1.0248400486799951	1.0978397277449943	0.0	0.07240912270715416	0.03627885453800252	0.11915099755002234	0.0	80
Risky second	1.2	9.8	1.0525957381613154	1.0261068469628867	1.0900490794130593	0.0	0.0716086879203762	0.03787282724692321	0.11507453566846072	0.0	80
Risky second	1.2	11.2	1.0488793203779765	1.0261084952141029	1.080810810309184	0.0	0.07094222351220966	0.03905764839339011	0.10937507988221581	0.0	80
Risky second	1.2	12.6	1.0448012716220791	1.0218421428906184	1.0765535545632856	0.0	0.0701888526295497	0.03704061575492016	0.10499477414167678	0.0	80
Risky second	1.2	14.0	1.0410235467877829	1.0171079197084039	1.071965563381439	0.0	0.06928424905384009	0.02974723402345424	0.10892020657304137	0.0	80
Risky second	1.2	15.399999999999999	1.0378554429037616	1.0136779567174896	1.0673850260185906	0.0	0.06830677323598239	0.02250299844267774	0.11401518609210175	0.0	80
Risky second	1.2	16.799999999999997	1.0353932959180971	1.013149032557021	1.0630172363895412	0.0	0.06741838921115499	0.02815141329558712	0.11156424468125396	0.0	80
Risky second	1.2	18.2	1.0336238804958986	1.014793232263165	1.0590086463387165	0.0	0.0667799527938403	0.02056616367070636	0.11390007506470982	0.0	80
Risky second	1.2	19.6	1.0324830393504167	1.0139875349495422	1.0567739245879464	0.0	0.06649434953944225	0.019680567046574803	0.11244264299512889	0.0	80
Risky second	1.2	21.0	1.0318734032327206	1.012812142979502	1.0563982077878356	0.0	0.06657307070611444	0.02575626659918534	0.11371189362355923	0.0	80
Risky second	1.2	22.4	1.0316077881888195	1.0143317355686825	1.0564089369068745	0.0	0.06682534360823134	0.02629429803443313	0.10938415574756542	0.0	80
Risky second	1.2	23.799999999999997	1.0314438402464625	1.014308301748462	1.0564612673415728	0.0	0.06695748967319945	0.02711192821446419	0.10919314827392036	0.0	80
Risky second	1.2	25.2	1.031165361815817	1.014280320840594	1.056351937865663	0.0	0.0667238104179319	0.0279831808439615	0.11449492629008609	0.0	80
Risky second	1.2	26.599999999999998	1.0307382630800968	1.0137696450315439	1.0565991223337492	0.0	0.066097916734927	0.028310192290660386	0.11362598309351819	0.0	80
Risky second	1.2	28.0	1.030175399265713	1.0143060059797133	1.0579828960567101	0.0	0.06510682146434826	0.026679630921985543	0.11152436299088572	0.0	80
Risky second	1.4	7.0	1.046391906631964	1.0176856477895957	1.0976963853172539	0.0	0.09352496225616111	0.04270289630698496	0.1584320010341246	0.0	80
Risky second	1.4	8.4	1.048630174930595	1.0184412235102613	1.0917760588036205	0.0	0.095941832468964	0.042185356167341474	0.15010741906460798	0.0	80
Risky second	1.4	9.8	1.0475399356928357	1.0231495991911865	1.0819146146171832	0.0	0.0965482895901768	0.052783058932171195	0.14283131540587055	0.0	80
Risky second	1.4	11.2	1.0444098314182153	1.0233786798441356	1.073395060893031	0.0	0.09541140805346089	0.056634691285782475	0.14008876092155467	0.0	80
Risky second	1.4	12.6	1.0404951101336661	1.018710710216941	1.0698454589402986	0.0	0.09256885862737148	0.05160878728716794	0.13941783762335885	0.0	80
Risky second	1.4	14.0	1.036608540985074	1.0130839833512302	1.0649755845012157	0.0	0.0884598331145077	0.03639287991795617	0.13731847709733197	0.0	80
Risky second	1.4	15.399999999999999	1.0331898340682326	1.0089651296026223	1.0596324293651496	0.0	0.083843710771954	0.03080177389909703	0.13261551473628955	0.0	80
Risky second	1.4	16.799999999999997	1.0304623735645873	1.008270886235207	1.0545001115025778	0.0	0.07955611260258806	0.027991431687154955	0.12871344466964846	0.0	80
Risky second	1.4	18.2	1.0285280848672937	1.0097762879282421	1.0502681759303019	0.0	0.07626931146593396	0.020314380445109158	0.1292602934402789	0.0	80
Risky second	1.4	19.6	1.0273156285382303	1.0085504987206293	1.0490961845887823	0.0	0.0741485589571083	0.025308071353367663	0.12436702865698115	0.0	80
Risky second	1.4	21.0	1.0266557873592241	1.011034263753921	1.0485529560689903	0.0	0.07298756828984754	0.026763099765154653	0.12122952986238116	0.0	80
Risky second	1.4	22.4	1.0263391912653674	1.0113091794493299	1.0483641839868303	0.0	0.0724006132557068	0.02653022169413281	0.1166175272676921	0.0	80
Risky second	1.4	23.799999999999997	1.0261264469622857	1.011695379312982	1.048319741988537	0.0	0.07191281139277197	0.027077237556889868	0.11724629922063012	0.0	80
Risky second	1.4	25.2	1.0258036531332757	1.0108045587901495	1.0481603716190693	0.0	0.0711115924060709	0.027739518645960474	0.12304853718538603	0.0	80
Risky second	1.4	26.599999999999998	1.0253387178131599	1.0110333765740438	1.0489993644217013	0.0	0.06993529502703097	0.028363923213096512	0.12786189955597452	0.0	80
Risky second	1.4	28.0	1.024746319882841	1.010429338385773	1.0472050184053694	0.0	0.06840537512752379	0.027470279844087668	0.12306483238536349	0.0	80
Risky second	1.6	7.0	1.0406374961682026	1.012082218425354	1.0953164721687945	0.0	0.09797918924609732	0.03812474502866777	0.17339206408573196	0.0	80
Risky second	1.6	8.4	1.044128375302702	1.016290923220285	1.089315766089714	0.0	0.1059842141424748	0.0468159085511341	0.1714425204651956	0.0	80
Risky second	1.6	9.8	1.0436114019784877	1.0197662877922697	1.0772510990572253	0.0	0.10810557240846622	0.0577624245839436	0.1602670596393774	0.0	80
Risky second	1.6	11.2	1.040608713453302	1.0198114691813585	1.0674831891465033	0.0	0.10604813676072014	0.061064843434803305	0.15848960801755688	0.0	80
Risky second	1.6	12.6	1.0365478012930454	1.016237852183256	1.063457489993059	0.0	0.10070330443369602	0.04456563695605826	0.15487134406609096	0.0	80
Risky second	1.6	14.0	1.0323979528669907	1.0106817673345159	1.0577711192077393	0.0	0.09338792024446407	0.03845786184500047	0.14669920175123716	0.0	80
Risky second	1.6	15.399999999999999	1.028766444307283	1.0071354396632046	1.05188265406084	0.0	0.0857899453383387	0.026417297454942385	0.14059330492247898	0.0	80
Risky second	1.6	16.799999999999997	1.0259507142111182	1.0056427207620693	1.0466950764735143	0.0	0.07926476305636725	0.02101030831757616	0.13411817008683252	0.0	80
Risky second	1.6	18.2	1.0239588333957819	1.0049864755181777	1.0434867737043185	0.0	0.07433574967778248	0.017868537194256958	0.1288333500985642	0.0125	80
Risky second	1.6	19.6	1.0226880207951337	1.0050873475676445	1.0421490556522301	0.0	0.07102410925486544	0.018141025235867025	0.12460715347236917	0.0125	80
Risky second	1.6	21.0	1.0219739481965757	1.0064089749496339	1.041434433139974	0.0	0.06903931620262556	0.02231815715130462	0.11967580493856697	0.0125	80
Risky second	1.6	22.4	1.0216106409883428	1.0069311575000954	1.041254436726431	0.0	0.06790284928106868	0.02192556167380806	0.11375615718591679	0.0	80
Risky second	1.6	23.799999999999997	1.0213611191031482	1.007265385215104	1.0408623221955497	0.0	0.06702318183809715	0.02252554384478889	0.11867719439675775	0.0	80
Risky second	1.6	25.2	1.0210134015198427	1.0082678674030343	1.0405173518455246	0.0	0.06585847222890215	0.023406396769647484	0.12180570728412476	0.0	80
Risky second	1.6	26.599999999999998	1.0205372187941923	1.0082890850762012	1.0399915991308393	0.0	0.064311749353514	0.024316043225550144	0.1226650557919899	0.0	80
Risky second	1.6	28.0	1.0199491127063358	1.006839530380458	1.0392765342659005	0.0	0.06239713955148084	0.020110265339748686	0.12157478528662782	0.0	80
Risky second	1.8	7.0	1.0363655605386461	1.0083225902786452	1.092424058685925	0.0	0.08760180701579501	0.028276475780514964	0.154040159311193	0.0	80
Risky second	1.8	8.4	1.0405545327263428	1.0137223708385488	1.086438501143029	0.0	0.10241898137897057	0.04349465871625779	0.17139106075393148	0.0	80
Risky second	1.8	9.8	1.0402132802905941	1.0170782669524223	1.07323604268539	0.0	0.1065431548441508	0.05447510117410101	0.15604355895721464	0.0	80
Risky second	1.8	11.2	1.037078995979544	1.0177080359063677	1.0617334361260022	0.0	0.104195868434112	0.04999088459423237	0.1576486231468246	0.0	80
Risky second	1.8	12.6	1.0327628516178984	1.014770933281547	1.0568965813433109	0.0	0.09750097095776515	0.05046840734254155	0.1508457039516979	0.0	80
Risky second	1.8	14.0	1.0284375823087184	1.0092326221404946	1.0508109428417012	0.0	0.0887354448151444	0.038283055601415136	0.14455877665291086	0.0	80
Risky second	1.8	15.399999999999999	1.0247381587552238	1.0048592551556625	1.0449662142065468	0.0	0.0799835969525394	0.020948769071519584	0.13073407187031988	0.0	80
Risky second	1.8	16.799999999999997	1.0218581281223997	1.0014228577943711	1.0409333186810181	0.0	0.0724236661877969	0.008958707194014603	0.12623219381279308	0.0	80
Risky second	1.8	18.2	1.019804795258531	1.0001836588842292	1.0377168551319147	0.0125	0.0665309868027623	0.0031175923411241244	0.12198022973094333	0.0125	80
Risky second	1.8	19.6	1.0184810659754018	1.000627883689797	1.0365556512765117	0.0125	0.062294123260054325	0.00253696830015652	0.11354960376265885	0.025	80
Risky second	1.8	21.0	1.0177261961038195	1.0020684523370005	1.0352758086554368	0.0125	0.059413655941887925	0.0062735358873782145	0.10781774649442091	0.025	80
Risky second	1.8	22.4	1.0173366773233383	1.003344580157198	1.0337385618213415	0.0	0.05741772934068694	0.012880611244946813	0.10142643530088571	0.0125	80
Risky second	1.8	23.799999999999997	1.0170775788931032	1.0047393868877696	1.033141745258797	0.0	0.05570726447199994	0.01289955025168942	0.10433883642700477	0.0	80
Risky second	1.8	25.2	1.0167390035529862	1.0053591999702538	1.0334337712529478	0.0	0.05371521737194174	0.013515678890327008	0.10542235877165185	0.0	80
Risky second	1.8	26.599999999999998	1.0162930390748166	1.0045919998229418	1.0327100902459323	0.0	0.05140018003039641	0.012353060413501215	0.10440595432486408	0.0	80
Risky second	1.8	28.0	1.0157589651593082	1.0027383204273914	1.0326919103493555	0.0	0.04887219933522082	0.005111032296870507	0.10169877150327623	0.0125	80
Risky second	2.0	7.0	1.0329742223535536	1.005374873934396	1.089219916387505	0.0	0.06913865837930877	0.017699048197126872	0.11983477159113766	0.0125	80
Risky second	2.0	8.4	1.0374782271941023	1.0112310904252613	1.0831115143731695	0.0	0.09015483214648505	0.03828662175121049	0.14814007375316918	0.0	80
Risky second	2.0	9.8	1.0370669471231313	1.016069186818767	1.0688389850441689	0.0	0.09669376269725263	0.04720888572476224	0.1437292212896822	0.0	80
Risky second	2.0	11.2	1.0336926906187056	1.0146000673490025	1.0558602566076882	0.0	0.09509058929633554	0.04382921796521861	0.1435463071799195	0.0	80
Risky second	2.0	12.6	1.0292041727293053	1.0131872229096621	1.050621160326138	0.0	0.08873316366565168	0.045049965608719954	0.14062135271960471	0.0	80
Risky second	2.0	14.0	1.0248110709866147	1.0071482704596473	1.0445920565526234	0.0	0.08015612448197322	0.027821323386359037	0.131062400572728	0.0	80
Risky second	2.0	15.399999999999999	1.0210427857719835	1.0026452991462091	1.040980472692887	0.0125	0.07121744037961313	0.008800666587840483	0.11936183499775263	0.0125	80
Risky second	2.0	16.799999999999997	1.0180994301365167	1.0000860483647658	1.0379960607261136	0.025	0.06310768403513653	0.000624323690961429	0.11560323133465156	0.025	80
Risky second	2.0	18.2	1.0159950737959285	0.9982196226832498	1.034695479625426	0.0625	0.05634961122335898	-0.0037154238088626113	0.11022848840455585	0.0375	80
Risky second	2.0	19.6	1.0146365262473709	0.9989477014466506	1.0315085171743108	0.05	0.05102761280185371	-0.002003300919587095	0.10298893402439042	0.0375	80
