label	order	role	position	stimulation_condition	payoff	objective_ev	lo	perceived_ev	hi
log-power-n1n2	Risky first	risky	1	ips	104.31413264464811	57.37277295455647	33.53776953213107	36.38154509061309	38.997269319210886
log-power-n1n2	Risky first	risky	1	ips	111.99999999999996	61.59999999999998	35.21916812179753	38.36800063071246	41.29508136482873
log-power-n1n2	Risky first	risky	1	vertex	6.999999999999999	3.8499999999999996	4.8102348820857594	5.202619700920959	5.707072889884037
log-power-n1n2	Risky first	risky	1	vertex	7.515760138376834	4.133668076107259	5.078924732197097	5.4629628000756005	5.9497290138572785
log-power-n1n2	Risky first	risky	1	vertex	8.069521493944878	4.438236821669683	5.366318467487874	5.738139608846003	6.206973127785858
log-power-n1n2	Risky first	risky	1	vertex	8.664083997137997	4.765246198425898	5.661964421180357	6.028623920515286	6.482660756432745
log-power-n1n2	Risky first	risky	1	vertex	9.302453877319767	5.116349632525872	5.974849363963275	6.335658118850082	6.764832922073083
log-power-n1n2	Risky first	risky	1	vertex	9.987858862892702	5.493322374590987	6.310243256090745	6.658338970413386	7.0748964941334735
log-power-n1n2	Risky first	risky	1	vertex	10.723764501351818	5.8980704757435	6.652470017237046	7.0005108739377775	7.409000512901454
log-power-n1n2	Risky first	risky	1	vertex	11.513891681800072	6.33264042499004	7.019624961218388	7.362261718558827	7.762511526286493
log-power-n1n2	Risky first	risky	1	vertex	12.36223544852308	6.799229496687695	7.399934893714803	7.741842593551912	8.13320468442433
log-power-n1n2	Risky first	risky	1	vertex	13.273085200748401	7.300196860411621	7.803693523117067	8.142035362454184	8.520378606389011
log-power-n1n2	Risky first	risky	1	vertex	14.25104638072347	7.838075509397909	8.22657108487055	8.563232526739208	8.934186080151516
log-power-n1n2	Risky first	risky	1	vertex	15.301063759771553	8.415585067874355	8.669756124218907	9.006427122097506	9.372300982229598
log-power-n1n2	Risky first	risky	1	vertex	16.428446440064768	9.035645542035622	9.130012702419439	9.473919953687648	9.840587544393728
log-power-n1n2	Risky first	risky	1	vertex	17.638894698528226	9.701392084190525	9.612629062625484	9.961443893082608	10.333167048322949
log-power-n1n2	Risky first	risky	1	vertex	18.93852880860355	10.416190844731954	10.121583696420208	10.476119302791023	10.860414092377496
log-power-n1n2	Risky first	risky	1	vertex	20.33391998560055	11.183655992080302	10.648422649738132	11.021292465249974	11.408603766216638
log-power-n1n2	Risky first	risky	1	vertex	21.832123612102944	12.00766798665662	11.198573619716852	11.593069071585543	11.993228906589978
log-power-n1n2	Risky first	risky	1	vertex	23.440714911422706	12.89239320128249	11.768837122208192	12.189442226519612	12.611094427265407
log-power-n1n2	Risky first	risky	1	vertex	25.16782724947517	13.842304987211344	12.38077245826448	12.821393753691769	13.26408876607051
log-power-n1n2	Risky first	risky	1	vertex	27.0221932587371	14.862206292305407	13.020814183919665	13.479828759554342	13.950008769425898
log-power-n1n2	Risky first	risky	1	vertex	29.01318899221878	15.95725394572033	13.684356461285706	14.171385159330498	14.674584187232167
log-power-n1n2	Risky first	risky	1	vertex	31.150881330701633	17.132984731885898	14.376282576327629	14.89543851408273	15.43270958491574
log-power-n1n2	Risky first	risky	1	vertex	33.44607888294205	18.395343385618126	15.101230713471077	15.659492827293874	16.237781140346016
log-power-n1n2	Risky first	risky	1	vertex	35.910386636203285	19.750712649911808	15.8581674689065	16.462242566573536	17.089227187121036
log-power-n1n2	Risky first	risky	1	vertex	38.55626463343953	21.205945548391746	16.655111822505848	17.306002122904793	17.972064600504286
log-power-n1n2	Risky first	risky	1	vertex	41.397090973816184	22.7684000355989	17.475820630090773	18.18975297252548	18.916374053952534
log-power-n1n2	Risky first	risky	1	vertex	44.44722945510957	24.445976200310266	18.3400155824216	19.117275731999484	19.918251479750847
log-power-n1n2	Risky first	risky	1	vertex	47.722102200000165	26.247156210000092	19.235084289911182	20.098205082333738	20.958826641074914
log-power-n1n2	Risky first	risky	1	vertex	51.23826763347237	28.181047198409804	20.157219486008405	21.124942780914118	22.05232976985276
log-power-n1n2	Risky first	risky	1	vertex	55.01350420559078	30.25742731307493	21.13371002484463	22.202048183613158	23.210026546777293
log-power-n1n2	Risky first	risky	1	vertex	59.0669002829722	32.48679515563471	22.153253840454028	23.331547542290927	24.434328392207867
log-power-n1n2	Risky first	risky	1	vertex	63.4189506634631	34.88042286490471	23.21472280385126	24.527017217909183	25.728747671152668
log-power-n1n2	Risky first	risky	1	vertex	68.0916602020204	37.450413111111224	24.32189471870342	25.78031311043153	27.104494990662854
log-power-n1n2	Risky first	risky	1	vertex	73.10865507174931	40.209760289462125	25.477154587819587	27.091503784751005	28.576484575224335
log-power-n1n2	Risky first	risky	1	vertex	78.49530222265639	43.17241622246102	26.681109926592455	28.4759511254083	30.12183882935596
log-power-n1n2	Risky first	risky	1	vertex	84.27883764212618	46.3533607031694	27.952552531803295	29.934960265605543	31.75127477489356
log-power-n1n2	Risky first	risky	1	vertex	90.48850406563211	49.768677236097666	29.26302991027353	31.46622993649334	33.47520955304071
log-power-n1n2	Risky first	risky	1	vertex	97.15569883397539	53.43563435868647	30.640944774507172	33.08397421586065	35.363650548436915
log-power-n1n2	Risky first	risky	1	vertex	104.31413264464811	57.37277295455647	32.07496906740397	34.79794104214546	37.31789331193463
log-power-n1n2	Risky first	risky	1	vertex	111.99999999999996	61.59999999999998	33.559418803046015	36.59393172093924	39.34256621184849
log-power-n1n2	Risky first	safe	2	ips	6.999999999999999	6.999999999999999	7.313675605524584	7.634786779881785	7.978813468911604
log-power-n1n2	Risky first	safe	2	ips	7.253297248054695	7.253297248054695	7.552290643235814	7.868233213778765	8.21062877507079
log-power-n1n2	Risky first	safe	2	ips	7.515760138376834	7.515760138376834	7.796710617945448	8.109779161023752	8.448480455289609
log-power-n1n2	Risky first	safe	2	ips	7.78772033267541	7.78772033267541	8.047410619989035	8.358675278427233	8.695698839889525
log-power-n1n2	Risky first	safe	2	ips	8.069521493944878	8.069521493944878	8.302671425557053	8.617343184806185	8.956916415982143
log-power-n1n2	Risky first	safe	2	ips	8.361519720735515	8.361519720735515	8.5647772818169	8.885453823255606	9.227373017100145
log-power-n1n2	Risky first	safe	2	ips	8.664083997137997	8.664083997137997	8.83923675034838	9.161966554269002	9.505092637930513
log-power-n1n2	Risky first	safe	2	ips	8.977596659050825	8.977596659050825	9.118878159158037	9.445832927744624	9.787159922422099
log-power-n1n2	Risky first	safe	2	ips	9.302453877319767	9.302453877319767	9.41356714516642	9.737512771357276	10.085183089225342
log-power-n1n2	Risky first	safe	2	ips	9.639066158359887	9.639066158359887	9.712433054454785	10.039986633874282	10.388068851110853
log-power-n1n2	Risky first	safe	2	ips	9.987858862892702	9.987858862892702	10.019245855881909	10.350694604528194	10.703996294763902
log-power-n1n2	Risky first	safe	2	ips	10.34927274345405	10.34927274345405	10.340105276902559	10.67186025120072	11.030915789836122
log-power-n1n2	Risky first	safe	2	ips	10.723764501351818	10.723764501351818	10.661778570658607	11.004119397622512	11.364205921092767
log-power-n1n2	Risky first	safe	2	ips	11.111807363777396	11.111807363777396	10.995128185013147	11.347311465048259	11.710552034281443
log-power-n1n2	Risky first	safe	2	ips	11.513891681800072	11.513891681800072	11.33617985291223	11.699339736167712	12.070972544751257
log-power-n1n2	Risky first	safe	2	ips	11.930525550000045	11.930525550000045	11.695309157009115	12.062775063948004	12.449017080909684
log-power-n1n2	Risky first	safe	2	ips	12.36223544852308	12.36223544852308	12.056534015178215	12.439093094148602	12.830228440874885
log-power-n1n2	Risky first	safe	2	ips	12.809566908368096	12.809566908368096	12.433243997538446	12.824504555351337	13.224305404276981
log-power-n1n2	Risky first	safe	2	ips	13.273085200748401	13.273085200748401	12.814192215542956	13.221783950672352	13.634297012524936
log-power-n1n2	Risky first	safe	2	ips	13.753376051397698	13.753376051397698	13.205773234658313	13.636087992632458	14.055183546141517
log-power-n1n2	Risky first	safe	2	ips	14.25104638072347	14.25104638072347	13.619989376058639	14.060657385953219	14.495106469308775
log-power-n1n2	Risky first	safe	2	ips	14.766725070743053	14.766725070743053	14.038792199627222	14.497685075755548	14.944266321148742
log-power-n1n2	Risky first	safe	2	ips	15.301063759771553	15.301063759771553	14.465428341213004	14.948376710171967	15.408959485237004
log-power-n1n2	Risky first	safe	2	ips	15.854737665865779	15.854737665865779	14.904017529936382	15.41265364568996	15.889489720528989
log-power-n1n2	Risky first	safe	2	ips	16.428446440064768	16.428446440064768	15.366443744457941	15.89135632264676	16.388952291713633
log-power-n1n2	Risky first	safe	2	ips	17.02291505050511	17.02291505050511	15.836037889996703	16.385137116765648	16.90149994289541
log-power-n1n2	Risky first	safe	2	ips	17.638894698528226	17.638894698528226	16.318280284534943	16.894438691879788	17.436314817177657
log-power-n1n2	Risky first	safe	2	ips	18.27716376793733	18.27716376793733	16.814867565327408	17.420188813678525	17.987153040797754
log-power-n1n2	Risky first	safe	2	ips	18.93852880860355	18.93852880860355	17.323298573098473	17.959593710157023	18.55047302406213
log-power-n1n2	Risky first	safe	2	ips	19.6238255556641	19.6238255556641	17.8499435085194	18.518376360850382	19.133505052301665
log-power-n1n2	Risky first	safe	2	ips	20.33391998560055	20.33391998560055	18.383723189162584	19.09390688723159	19.73610113050236
log-power-n1n2	Risky first	safe	2	ips	21.069709410531548	21.069709410531548	18.93670792347571	19.685898238531827	20.357005835068836
log-power-n1n2	Risky first	safe	2	ips	21.832123612102944	21.832123612102944	19.50396099050313	20.294562062523042	21.003033501140088
log-power-n1n2	Risky first	safe	2	ips	22.622126016408032	22.622126016408032	20.077722772144387	20.91601339061522	21.672130406444833
log-power-n1n2	Risky first	safe	2	ips	23.440714911422706	23.440714911422706	20.67696024712265	21.564760490108824	22.351014613620354
log-power-n1n2	Risky first	safe	2	ips	24.288924708493855	24.288924708493855	21.292251773287955	22.231838259614655	23.059572410133104
log-power-n1n2	Risky first	safe	2	ips	25.16782724947517	25.16782724947517	21.924283806688166	22.914432919967062	23.797622307793375
log-power-n1n2	Risky first	safe	2	ips	26.078533161162035	26.078533161162035	22.57148575336105	23.61675957306187	24.543914707944825
log-power-n1n2	Risky first	safe	2	ips	27.0221932587371	27.0221932587371	23.237763790697805	24.341611651784056	25.3206666337871
log-power-n1n2	Risky first	safe	2	ips	27.999999999999996	27.999999999999996	23.919890384748353	25.083859449953735	26.12139823731357
log-power-n1n2	Risky first	safe	2	vertex	6.999999999999999	6.999999999999999	7.249873534564137	7.482064717531712	7.758548382581749
log-power-n1n2	Risky first	safe	2	vertex	7.253297248054695	7.253297248054695	7.485729931859678	7.72132755068384	7.998249235078259
log-power-n1n2	Risky first	safe	2	vertex	7.515760138376834	7.515760138376834	7.7320019894585785	7.968880148202178	8.242435297345198
log-power-n1n2	Risky first	safe	2	vertex	7.78772033267541	7.78772033267541	7.982320240770478	8.224500047953164	8.497388059612069
log-power-n1n2	Risky first	safe	2	vertex	8.069521493944878	8.069521493944878	8.240908508835078	8.487310842329311	8.760901464636719
log-power-n1n2	Risky first	safe	2	vertex	8.361519720735515	8.361519720735515	8.509682876195447	8.759614214762154	9.032238226695421
log-power-n1n2	Risky first	safe	2	vertex	8.664083997137997	8.664083997137997	8.784232705554974	9.041311905767115	9.315495366534792
log-power-n1n2	Risky first	safe	2	vertex	8.977596659050825	8.977596659050825	9.068338125758183	9.331427229142346	9.606887492493044
log-power-n1n2	Risky first	safe	2	vertex	9.302453877319767	9.302453877319767	9.364205433895183	9.631298389907442	9.908501023414496
log-power-n1n2	Risky first	safe	2	vertex	9.639066158359887	9.639066158359887	9.666995064117682	9.9415792986428	10.218840353266849
log-power-n1n2	Risky first	safe	2	vertex	9.987858862892702	9.987858862892702	9.978351461416528	10.261030027918874	10.538904448862919
log-power-n1n2	Risky first	safe	2	vertex	10.34927274345405	10.34927274345405	10.30188123511156	10.59087036497501	10.868302657498722
log-power-n1n2	Risky first	safe	2	vertex	10.723764501351818	10.723764501351818	10.635971260570685	10.931465138467917	11.209264797414368
log-power-n1n2	Risky first	safe	2	vertex	11.111807363777396	11.111807363777396	10.980654732763258	11.282415993316402	11.562592405065262
log-power-n1n2	Risky first	safe	2	vertex	11.513891681800072	11.513891681800072	11.33422244793806	11.64453651660032	11.9266546182162
log-power-n1n2	Risky first	safe	2	vertex	11.930525550000045	11.930525550000045	11.696302596820143	12.017632645279487	12.31028252053347
log-power-n1n2	Risky first	safe	2	vertex	12.36223544852308	12.36223544852308	12.067491092334059	12.40230741071099	12.700243523884682
log-power-n1n2	Risky first	safe	2	vertex	12.809566908368096	12.809566908368096	12.44838626776735	12.798084597367247	13.10338522393662
log-power-n1n2	Risky first	safe	2	vertex	13.273085200748401	13.273085200748401	12.844144582482388	13.20619217943554	13.519638984086892
log-power-n1n2	Risky first	safe	2	vertex	13.753376051397698	13.753376051397698	13.248482035136833	13.628093786233684	13.950936225132958
log-power-n1n2	Risky first	safe	2	vertex	14.25104638072347	14.25104638072347	13.671139073558736	14.062809033642134	14.399681828624605
log-power-n1n2	Risky first	safe	2	vertex	14.766725070743053	14.766725070743053	14.106843592563779	14.50923289544621	14.85527596168651
log-power-n1n2	Risky first	safe	2	vertex	15.301063759771553	15.301063759771553	14.550573659481621	14.971554649294784	15.33060648246733
log-power-n1n2	Risky first	safe	2	vertex	15.854737665865779	15.854737665865779	15.007433857958988	15.446949811892466	15.82313913581976
log-power-n1n2	Risky first	safe	2	vertex	16.428446440064768	16.428446440064768	15.47215918525846	15.936695807351905	16.33144777131933
log-power-n1n2	Risky first	safe	2	vertex	17.02291505050511	17.02291505050511	15.953986833016037	16.438979981183238	16.852986684920765
log-power-n1n2	Risky first	safe	2	vertex	17.638894698528226	17.638894698528226	16.433993727057132	16.957258324412834	17.39961489331674
log-power-n1n2	Risky first	safe	2	vertex	18.27716376793733	18.27716376793733	16.929988566817567	17.489292969064074	17.957792920830837
log-power-n1n2	Risky first	safe	2	vertex	18.93852880860355	18.93852880860355	17.44889761576136	18.037184283338878	18.539587245209585
log-power-n1n2	Risky first	safe	2	vertex	19.6238255556641	19.6238255556641	17.976813611998328	18.602012620704816	19.12616641980925
log-power-n1n2	Risky first	safe	2	vertex	20.33391998560055	20.33391998560055	18.53175098257067	19.181528324910495	19.732386035302632
log-power-n1n2	Risky first	safe	2	vertex	21.069709410531548	21.069709410531548	19.09141338098941	19.7789555200426	20.365366289933256
log-power-n1n2	Risky first	safe	2	vertex	21.832123612102944	21.832123612102944	19.65911493073873	20.39314354938736	21.01843974576391
log-power-n1n2	Risky first	safe	2	vertex	22.622126016408032	22.622126016408032	20.237230516398437	21.026171900623986	21.68580785851573
log-power-n1n2	Risky first	safe	2	vertex	23.440714911422706	23.440714911422706	20.850492153732	21.673839577264324	22.373514680346428
log-power-n1n2	Risky first	safe	2	vertex	24.288924708493855	24.288924708493855	21.469449769050218	22.342347455656782	23.090631169850273
log-power-n1n2	Risky first	safe	2	vertex	25.16782724947517	25.16782724947517	22.103708924618406	23.02856587459085	23.82218417141816
log-power-n1n2	Risky first	safe	2	vertex	26.078533161162035	26.078533161162035	22.751156479332654	23.73066899836522	24.582752263887933
log-power-n1n2	Risky first	safe	2	vertex	27.0221932587371	27.0221932587371	23.3974163712254	24.447379629989065	25.36423965738803
log-power-n1n2	Risky first	safe	2	vertex	27.999999999999996	27.999999999999996	24.080374270534183	25.1802834680838	26.159985099947605
log-power-n1n2	Risky second	risky	2	ips	6.999999999999999	3.8499999999999996	4.182484804154542	4.525222088901436	4.908884034073564
log-power-n1n2	Risky second	risky	2	ips	7.515760138376834	4.133668076107259	4.46133662599553	4.804870495933266	5.178389458413328
log-power-n1n2	Risky second	risky	2	ips	8.069521493944878	4.438236821669683	4.760776498648663	5.10038067625308	5.463772864386029
log-power-n1n2	Risky second	risky	2	ips	8.664083997137997	4.765246198425898	5.080850979524449	5.4136089914629775	5.772592131212832
log-power-n1n2	Risky second	risky	2	ips	9.302453877319767	5.116349632525872	5.421048268023946	5.747877920620158	6.0982658812066175
log-power-n1n2	Risky second	risky	2	ips	9.987858862892702	5.493322374590987	5.7768242392954035	6.103572478244031	6.447478754535103
log-power-n1n2	Risky second	risky	2	ips	10.723764501351818	5.8980704757435	6.156014850354002	6.480957220117325	6.822325619511884
log-power-n1n2	Risky second	risky	2	ips	11.513891681800072	6.33264042499004	6.559391041860685	6.881650759702508	7.215223000967579
log-power-n1n2	Risky second	risky	2	ips	12.36223544852308	6.799229496687695	6.992624503577569	7.305797064897405	7.631593751686208
log-power-n1n2	Risky second	risky	2	ips	13.273085200748401	7.300196860411621	7.451516464909136	7.753334245292493	8.076884266154991
log-power-n1n2	Risky second	risky	2	ips	14.25104638072347	7.838075509397909	7.9318126007415435	8.23028512764186	8.549476832466935
log-power-n1n2	Risky second	risky	2	ips	15.301063759771553	8.415585067874355	8.434746675330384	8.734625435436223	9.050194818159726
log-power-n1n2	Risky second	risky	2	ips	16.428446440064768	9.035645542035622	8.962288352661547	9.269269293180953	9.585034206524291
log-power-n1n2	Risky second	risky	2	ips	17.638894698528226	9.701392084190525	9.513472133211192	9.835391863390239	10.147236757469125
log-power-n1n2	Risky second	risky	2	ips	18.93852880860355	10.416190844731954	10.101673602123812	10.432901769780514	10.752905290150096
log-power-n1n2	Risky second	risky	2	ips	20.33391998560055	11.183655992080302	10.718259671944768	11.062110017511415	11.384581146480857
log-power-n1n2	Risky second	risky	2	ips	21.832123612102944	12.00766798665662	11.360991486266856	11.727715275080929	12.058080323223273
log-power-n1n2	Risky second	risky	2	ips	23.440714911422706	12.89239320128249	12.03674465791173	12.430174803566075	12.785371342019198
log-power-n1n2	Risky second	risky	2	ips	25.16782724947517	13.842304987211344	12.751664058027366	13.171859485244926	13.557211908822662
log-power-n1n2	Risky second	risky	2	ips	27.0221932587371	14.862206292305407	13.496272445963633	13.951395965142531	14.371868091965695
log-power-n1n2	Risky second	risky	2	ips	29.01318899221878	15.95725394572033	14.279900085362874	14.774644202615097	15.22887268256263
log-power-n1n2	Risky second	risky	2	ips	31.150881330701633	17.132984731885898	15.0897908541705	15.635442171203664	16.130858696212417
log-power-n1n2	Risky second	risky	2	ips	33.44607888294205	18.395343385618126	15.938166517628165	16.543071260116946	17.08809166479759
log-power-n1n2	Risky second	risky	2	ips	35.910386636203285	19.750712649911808	16.815667035822038	17.491232955702003	18.101272252715674
log-power-n1n2	Risky second	risky	2	ips	38.55626463343953	21.205945548391746	17.72803979391769	18.488035207634177	19.167150170219443
log-power-n1n2	Risky second	risky	2	ips	41.397090973816184	22.7684000355989	18.694129802922184	19.532813669252736	20.289496224571725
log-power-n1n2	Risky second	risky	2	ips	44.44722945510957	24.445976200310266	19.696266559674235	20.62900382548242	21.465043761034305
log-power-n1n2	Risky second	risky	2	ips	47.722102200000165	26.247156210000092	20.736140512451236	21.77285137065248	22.69772747206775
log-power-n1n2	Risky second	risky	2	ips	51.23826763347237	28.181047198409804	21.810247370257922	22.970034350273608	23.98437660558108
log-power-n1n2	Risky second	risky	2	ips	55.01350420559078	30.25742731307493	22.93592254587881	24.21714228972393	25.35046387062472
log-power-n1n2	Risky second	risky	2	ips	59.0669002829722	32.48679515563471	24.08774299836448	25.522961565373397	26.78382091661658
log-power-n1n2	Risky second	risky	2	ips	63.4189506634631	34.88042286490471	25.28771144665971	26.880021764336693	28.29319526855091
log-power-n1n2	Risky second	risky	2	ips	68.0916602020204	37.450413111111224	26.5527253734746	28.303089893460758	29.88505320360855
log-power-n1n2	Risky second	risky	2	ips	73.10865507174931	40.209760289462125	27.833034692376213	29.776084803256282	31.53759255847651
log-power-n1n2	Risky second	risky	2	ips	78.49530222265639	43.17241622246102	29.142754174670777	31.30733673581367	33.2710646123248
log-power-n1n2	Risky second	risky	2	ips	84.27883764212618	46.3533607031694	30.501717812339947	32.89384089794641	35.0964399136048
log-power-n1n2	Risky second	risky	2	ips	90.48850406563211	49.768677236097666	31.853059052332885	34.55018194365641	37.007474067850794
log-power-n1n2	Risky second	risky	2	ips	97.15569883397539	53.43563435868647	33.25746684988971	36.26986749776874	39.01875164815371
log-power-n1n2	Risky second	risky	2	ips	104.31413264464811	57.37277295455647	34.654256143525096	38.02643164801891	41.13711184964619
log-power-n1n2	Risky second	risky	2	ips	111.99999999999996	61.59999999999998	36.11965513548273	39.86377592512348	43.359004407830156
log-power-n1n2	Risky second	risky	2	vertex	6.999999999999999	3.8499999999999996	4.077433518578464	4.2898220738726085	4.583384316534101
log-power-n1n2	Risky second	risky	2	vertex	7.515760138376834	4.133668076107259	4.36061065440424	4.575986182251134	4.868704376505329
log-power-n1n2	Risky second	risky	2	vertex	8.069521493944878	4.438236821669683	4.664684089787617	4.8806022213848035	5.167175766366783
log-power-n1n2	Risky second	risky	2	vertex	8.664083997137997	4.765246198425898	4.9863438069596215	5.203564340331944	5.486790797587886
log-power-n1n2	Risky second	risky	2	vertex	9.302453877319767	5.116349632525872	5.3311005593785525	5.547768893817321	5.824864456332703
log-power-n1n2	Risky second	risky	2	vertex	9.987858862892702	5.493322374590987	5.699494653079365	5.91347314582891	6.184663096395116
log-power-n1n2	Risky second	risky	2	vertex	10.723764501351818	5.8980704757435	6.090355023276422	6.302415291905335	6.569373938769422
log-power-n1n2	Risky second	risky	2	vertex	11.513891681800072	6.33264042499004	6.502003100452206	6.716932204397455	6.976584136330832
log-power-n1n2	Risky second	risky	2	vertex	12.36223544852308	6.799229496687695	6.937411350250756	7.157330939164115	7.410855256131232
log-power-n1n2	Risky second	risky	2	vertex	13.273085200748401	7.300196860411621	7.400017637668429	7.624074249821227	7.8722197432847665
log-power-n1n2	Risky second	risky	2	vertex	14.25104638072347	7.838075509397909	7.885673184165617	8.118908934050303	8.367590259022437
log-power-n1n2	Risky second	risky	2	vertex	15.301063759771553	8.415585067874355	8.403159648238658	8.643990937669752	8.888127815867081
log-power-n1n2	Risky second	risky	2	vertex	16.428446440064768	9.035645542035622	8.946020336120288	9.200310629800798	9.441284325689946
log-power-n1n2	Risky second	risky	2	vertex	17.638894698528226	9.701392084190525	9.512381382019857	9.785074440025873	10.032710092309825
log-power-n1n2	Risky second	risky	2	vertex	18.93852880860355	10.416190844731954	10.1100723118228	10.40099642844001	10.65807654988056
log-power-n1n2	Risky second	risky	2	vertex	20.33391998560055	11.183655992080302	10.741921252966707	11.050362130698375	11.326041931839775
log-power-n1n2	Risky second	risky	2	vertex	21.832123612102944	12.00766798665662	11.399646403056114	11.734623248207296	12.030422837407553
log-power-n1n2	Risky second	risky	2	vertex	23.440714911422706	12.89239320128249	12.082639788052717	12.45263174581103	12.772460503447506
log-power-n1n2	Risky second	risky	2	vertex	25.16782724947517	13.842304987211344	12.807925083426971	13.208131405236243	13.55830114546647
log-power-n1n2	Risky second	risky	2	vertex	27.0221932587371	14.862206292305407	13.560412411696449	13.997882652386078	14.387054297819446
log-power-n1n2	Risky second	risky	2	vertex	29.01318899221878	15.95725394572033	14.343228493571704	14.824954085587766	15.250925640109905
log-power-n1n2	Risky second	risky	2	vertex	31.150881330701633	17.132984731885898	15.145519300697297	15.688618393227033	16.17210402418423
