label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-spl7-percpmu.mapjitter.klw	Risky first	1	ips	0.3261698412698412	0.2726825396825397	0.37777777777777777	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149	15.825214899713467
log-spl7-percpmu.mapjitter.klw	Risky first	1	vertex	0.30782380952380956	0.26310317460317467	0.35028571428571414	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618	15.847262247838616
log-spl7-percpmu.mapjitter.klw	Risky first	2	ips	0.4059840136054422	0.35481972789115646	0.45220294784580495	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555	15.733711048158641
log-spl7-percpmu.mapjitter.klw	Risky first	2	vertex	0.39037179705215425	0.3388514739229025	0.44269586167800445	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977	15.701149425287356
log-spl7-percpmu.mapjitter.klw	Risky first	3	ips	0.49753452380952384	0.43852380952380954	0.5496031746031745	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107	15.774928774928775
log-spl7-percpmu.mapjitter.klw	Risky first	3	vertex	0.48534325396825395	0.43900396825396826	0.5408452380952381	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713	15.795977011494253
log-spl7-percpmu.mapjitter.klw	Risky first	4	ips	0.585002380952381	0.5323650793650794	0.6299126984126984	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414	15.841954022988507
log-spl7-percpmu.mapjitter.klw	Risky first	4	vertex	0.5763765873015874	0.5261626984126985	0.6282638888888888	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527	15.786549707602338
log-spl7-percpmu.mapjitter.klw	Risky first	5	ips	0.6630952380952381	0.61006462585034	0.7122448979591836	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074	15.831884057971015
log-spl7-percpmu.mapjitter.klw	Risky first	5	vertex	0.6584900793650794	0.6116527777777777	0.7069900793650793	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814	15.877906976744185
log-spl7-percpmu.mapjitter.klw	Risky first	6	ips	0.7326255952380953	0.6811031746031746	0.7789742063492063	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334	15.926686217008797
log-spl7-percpmu.mapjitter.klw	Risky first	6	vertex	0.7309547619047617	0.6798333333333333	0.7773988095238096	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167	15.873900293255131
log-spl7-percpmu.mapjitter.klw	Risky second	1	ips	0.3607468253968254	0.3123412698412698	0.41619047619047617	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902	15.855907780979827
log-spl7-percpmu.mapjitter.klw	Risky second	1	vertex	0.3196960317460318	0.27555555555555555	0.3609523809523809	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422	15.816618911174785
log-spl7-percpmu.mapjitter.klw	Risky second	2	ips	0.45109206349206343	0.4008945578231292	0.5019965986394558	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936	15.737891737891738
log-spl7-percpmu.mapjitter.klw	Risky second	2	vertex	0.41031825396825394	0.3594081632653061	0.4570532879818594	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727	15.75
log-spl7-percpmu.mapjitter.klw	Risky second	3	ips	0.5534666666666667	0.5075714285714286	0.6043214285714285	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817	15.75
log-spl7-percpmu.mapjitter.klw	Risky second	3	vertex	0.5191444444444444	0.4693531746031746	0.5665198412698411	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428	15.791428571428572
log-spl7-percpmu.mapjitter.klw	Risky second	4	ips	0.6506728174603174	0.5943650793650793	0.6948571428571428	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389	15.85014409221902
log-spl7-percpmu.mapjitter.klw	Risky second	4	vertex	0.6247714285714285	0.577	0.6714285714285714	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143	15.8
log-spl7-percpmu.mapjitter.klw	Risky second	5	ips	0.7303777777777778	0.679078231292517	0.7766371882086167	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884	15.898255813953488
log-spl7-percpmu.mapjitter.klw	Risky second	5	vertex	0.7080013888888889	0.6580059523809524	0.7507539682539681	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116	15.898550724637682
log-spl7-percpmu.mapjitter.klw	Risky second	6	ips	0.7951857142857142	0.7513571428571428	0.84	0.84	0.027255405754769875	3.206335403726708	33.391304347826086	15.889855072463767
log-spl7-percpmu.mapjitter.klw	Risky second	6	vertex	0.7784071428571429	0.7314285714285714	0.8209761904761905	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555	15.884393063583815
