label	order	stake_bin	stim	slope	lo	hi	observed	stake_chf	n_trials	d_slope_observed	d_slope	lo_contrast	hi_contrast	p_lt0	stake_chf_contrast
log-spl5-n1n2.mapjitter.klw	Risky first	0	ips	0.43920009202135285	0.33170737589696886	0.5454071467648058	0.5726447448718716	12.647988505747126	696	-0.061416750116486396	-0.10368422603639647	-0.2443899873512531	0.0461991212041676	0.9325	12.658976207642393
log-spl5-n1n2.mapjitter.klw	Risky first	0	vertex	0.5428843180577493	0.44555931477659927	0.6433563277951386	0.634061494988358	12.670043415340087	691	-0.061416750116486396	-0.10368422603639647	-0.2443899873512531	0.0461991212041676	0.9325	12.658976207642393
log-spl5-n1n2.mapjitter.klw	Risky first	1	ips	0.414844538742298	0.31325252748025967	0.518583991227218	0.48139778942782585	23.08393113342898	697	-0.011754715115601888	-0.02974432389569772	-0.1742658839754149	0.11651852897015323	0.6575	23.03832248734635
log-spl5-n1n2.mapjitter.klw	Risky first	1	vertex	0.4445888626379957	0.3378769403489097	0.546588274102661	0.49315250454342774	22.99198250728863	686	-0.011754715115601888	-0.02974432389569772	-0.1742658839754149	0.11651852897015323	0.6575	23.03832248734635
log-spl5-n1n2.mapjitter.klw	Risky first	2	ips	0.20599928052619149	0.08566443729352201	0.3200789599468437	0.23221653369331777	42.27161383285303	694	0.0213864321101917	0.006193213171129055	-0.13421411239471465	0.1406913049767047	0.47	42.19430425378515
log-spl5-n1n2.mapjitter.klw	Risky first	2	vertex	0.19980606735506246	0.09560488363058155	0.2991761924574892	0.21083010158312607	42.116883116883116	693	0.0213864321101917	0.006193213171129055	-0.13421411239471465	0.1406913049767047	0.47	42.19430425378515
log-spl5-n1n2.mapjitter.klw	Risky second	0	ips	0.5278331982338423	0.42516727510161767	0.6375253915592962	0.5535422762288243	12.667142857142856	700	-0.18798032163285872	-0.08512489940482545	-0.23207805639757037	0.053177997278069204	0.88	12.677857142857142
log-spl5-n1n2.mapjitter.klw	Risky second	0	vertex	0.6129580976386678	0.5067964374925753	0.7087714873027052	0.7415225978616831	12.688571428571429	700	-0.18798032163285872	-0.08512489940482545	-0.23207805639757037	0.053177997278069204	0.88	12.677857142857142
log-spl5-n1n2.mapjitter.klw	Risky second	1	ips	0.31237194580889827	0.19572083553083877	0.4129669198745063	0.29270400382215733	23.160377358490567	689	-0.14778942258236893	-0.07481827522084425	-0.22126836926536833	0.06237330005003478	0.85	23.129696531791907
log-spl5-n1n2.mapjitter.klw	Risky second	1	vertex	0.3871902210297425	0.28240594300314054	0.48828368260159594	0.44049342640452627	23.09928057553957	695	-0.14778942258236893	-0.07481827522084425	-0.22126836926536833	0.06237330005003478	0.85	23.129696531791907
log-spl5-n1n2.mapjitter.klw	Risky second	2	ips	0.14292144923892316	0.025981656315482222	0.2513009392658513	0.12211657687000906	42.263988522238165	697	-0.03299622260997469	-0.009095717735296754	-0.18602939565161647	0.1505189764350923	0.5475	42.25394548063128
log-spl5-n1n2.mapjitter.klw	Risky second	2	vertex	0.15201716697421994	0.03203954228616147	0.2612622588641442	0.15511279947998374	42.24390243902439	697	-0.03299622260997469	-0.009095717735296754	-0.18602939565161647	0.1505189764350923	0.5475	42.25394548063128
