label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-percpsd.pathfinder.klw	Risky first	0	ips	0.5554847658521145	0.5167217065454571	0.5914842110687976	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126	8.35632183908046
log-power-percpsd.pathfinder.klw	Risky first	0	vertex	0.5496715118423765	0.5136586921850079	0.5884997233343098	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087	8.332850940665702
log-power-percpsd.pathfinder.klw	Risky first	1	ips	0.5353697946164112	0.501919202768827	0.5701041836192212	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898	14.48493543758967
log-power-percpsd.pathfinder.klw	Risky first	1	vertex	0.5209990609481432	0.4865631806151488	0.5584067529723212	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863	14.478134110787172
log-power-percpsd.pathfinder.klw	Risky first	2	ips	0.5095297998784841	0.4723180868838764	0.5473030113161692	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303	24.65129682997118
log-power-percpsd.pathfinder.klw	Risky first	2	vertex	0.4900668467067848	0.45220034265699904	0.5253273915626856	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116	24.594516594516595
log-power-percpsd.pathfinder.klw	Risky second	0	ips	0.533711964163656	0.4968938146231379	0.569751312805824	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856	8.368571428571428
log-power-percpsd.pathfinder.klw	Risky second	0	vertex	0.5244042302726514	0.4917403546745652	0.5580207526391736	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429	8.337142857142856
log-power-percpsd.pathfinder.klw	Risky second	1	ips	0.5992481318364666	0.5624997349817119	0.6337874272516023	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567	14.494920174165458
log-power-percpsd.pathfinder.klw	Risky second	1	vertex	0.5798900850611377	0.5458784651021493	0.6150059428875219	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957	14.546762589928058
log-power-percpsd.pathfinder.klw	Risky second	2	ips	0.6237540379628725	0.5894074526142196	0.6595905537653658	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165	24.642754662840748
log-power-percpsd.pathfinder.klw	Risky second	2	vertex	0.6031983405483405	0.5680852320194425	0.6392870623528517	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439	24.61406025824964
