label	statistic	observed	model_median	lo	hi	ppp	covered
log-genweber-n1n2.klw	dp_second_high	0.03700550076489928	0.003405266412785213	-0.04629285334548494	0.0613251120224805	0.12	True
log-genweber-n1n2.klw	dp_second_mean	0.05276153629979372	0.012220160791589385	-0.01392424518983566	0.04066218762890589	0.005	False
log-genweber-n1n2.klw	order_contrast	0.04634131164427492	0.019548511589643804	-0.019786457698443463	0.06434029108719513	0.1075	True
log-genweber-n1n2.klw	stake_slope_second	-0.022942746476581066	-0.015633727175080547	-0.08556279226204035	0.07032271967798287	0.5675	True
log-genweber-n1n2.klw	three_way	-0.027590793893314813	-0.032069223223579746	-0.1201738527947065	0.09298726907030765	0.4625	True
log-genweber-n1n2.klw	slope_second_ctbs	-0.10307985756335969	0.0005828232752543849	-0.1189920364958086	0.12291628588934705	0.9425	True
log-genweber-n1n2.klw	slope_contrast	-0.09379377187391535	-0.025552273087132482	-0.18440032315151267	0.11703496726645539	0.7975	True
