label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power+weber-percmempmu.mapjitter.klw	Risky first	0	ips	0.5635409196533477	0.5284920674808999	0.6000246864295957	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126	8.35632183908046
log-power+weber-percmempmu.mapjitter.klw	Risky first	0	vertex	0.5465741854636592	0.5084411597174755	0.5831752243162017	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087	8.332850940665702
log-power+weber-percmempmu.mapjitter.klw	Risky first	1	ips	0.5435521159500483	0.5101354495546224	0.5739627586281721	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898	14.48493543758967
log-power+weber-percmempmu.mapjitter.klw	Risky first	1	vertex	0.5259406766853472	0.49158323456974495	0.5580871346943881	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863	14.478134110787172
log-power+weber-percmempmu.mapjitter.klw	Risky first	2	ips	0.5085303334092808	0.46622928533454855	0.5491683944710261	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303	24.65129682997118
log-power+weber-percmempmu.mapjitter.klw	Risky first	2	vertex	0.49030555857111585	0.451103729689643	0.5242748493336729	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116	24.594516594516595
log-power+weber-percmempmu.mapjitter.klw	Risky second	0	ips	0.5391830582950884	0.49908179539758485	0.5764386507394027	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856	8.368571428571428
log-power+weber-percmempmu.mapjitter.klw	Risky second	0	vertex	0.5151137228894748	0.47955397150885865	0.5515791833479803	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429	8.337142857142856
log-power+weber-percmempmu.mapjitter.klw	Risky second	1	ips	0.5998725475676714	0.5652733053348932	0.6314708891531094	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567	14.494920174165458
log-power+weber-percmempmu.mapjitter.klw	Risky second	1	vertex	0.5737838023088023	0.5405031897926634	0.6080508468140047	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957	14.546762589928058
log-power+weber-percmempmu.mapjitter.klw	Risky second	2	ips	0.626193315811173	0.5916219715956559	0.6644049137996507	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165	24.642754662840748
log-power+weber-percmempmu.mapjitter.klw	Risky second	2	vertex	0.6036106459330144	0.5636359649122806	0.6437353991038202	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439	24.61406025824964
