label	order	n_safe	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-spmu.mapjitter.klw	Risky first	7.0	ips	0.6326666666666667	0.585702380952381	0.6747857142857143	0.6266666666666667	0.03944171555900126	2.2513736263736264	11.379807692307692	7.0
log-power-spmu.mapjitter.klw	Risky first	7.0	vertex	0.6127678571428571	0.5671518759018759	0.6567857142857143	0.6302308802308803	0.03945443774789204	2.250517598343685	11.376811594202898	7.0
log-power-spmu.mapjitter.klw	Risky first	10.0	ips	0.5824940476190477	0.5412878787878788	0.6229599567099567	0.6142857142857143	0.03599380549880618	2.2700239808153477	16.350119904076738	10.0
log-power-spmu.mapjitter.klw	Risky first	10.0	vertex	0.5621512987012988	0.5193246753246753	0.6066525974025974	0.5952813852813853	0.04040192328962872	2.265121951219512	16.32560975609756	10.0
log-power-spmu.mapjitter.klw	Risky first	14.0	ips	0.5318571428571428	0.48827922077922076	0.5783603896103896	0.5181818181818182	0.0358216549357417	2.2780061664953752	22.946043165467625	14.0
log-power-spmu.mapjitter.klw	Risky first	14.0	vertex	0.514712012987013	0.4713365800865801	0.5576352813852813	0.5228138528138528	0.043576203421306324	2.28228021978022	22.97596153846154	14.0
log-power-spmu.mapjitter.klw	Risky first	20.0	ips	0.48381709956709956	0.43691017316017317	0.5320400432900433	0.4597402597402597	0.04374134505259737	2.2886091127098322	32.88609112709832	20.0
log-power-spmu.mapjitter.klw	Risky first	20.0	vertex	0.4665607142857142	0.4218798701298701	0.5120454545454546	0.4872294372294373	0.04884614738116798	2.290264423076923	32.90264423076923	20.0
log-power-spmu.mapjitter.klw	Risky first	28.0	ips	0.44690476190476197	0.39761904761904765	0.4929166666666666	0.45	0.04833840406125902	2.298469387755102	46.17857142857143	28.0
log-power-spmu.mapjitter.klw	Risky first	28.0	vertex	0.4291246753246753	0.3869383116883117	0.4688560606060606	0.405974025974026	0.046608762258643535	2.289423740510697	46.05193236714976	28.0
log-power-spmu.mapjitter.klw	Risky second	7.0	ips	0.5896607142857143	0.5489123376623377	0.6311742424242424	0.6367965367965368	0.042630350378810064	2.250428228845495	11.376498800959233	7.0
log-power-spmu.mapjitter.klw	Risky second	7.0	vertex	0.5583695887445888	0.5164339826839827	0.6049945887445888	0.540909090909091	0.03846528379094796	2.249829118250171	11.374401913875598	7.0
log-power-spmu.mapjitter.klw	Risky second	10.0	ips	0.6005982683982684	0.5543441558441559	0.6396569264069263	0.59	0.0360197858891449	2.274818401937046	16.37409200968523	10.0
log-power-spmu.mapjitter.klw	Risky second	10.0	vertex	0.5719983766233766	0.5229383116883117	0.6173268398268398	0.579004329004329	0.03692102849092557	2.2725301204819277	16.362650602409637	10.0
log-power-spmu.mapjitter.klw	Risky second	14.0	ips	0.6005665584415584	0.5633712121212121	0.6443831168831169	0.6595238095238095	0.0366952124322258	2.284347231715653	22.99043062200957	14.0
log-power-spmu.mapjitter.klw	Risky second	14.0	vertex	0.5692808441558441	0.5276948051948052	0.6158008658008658	0.5867965367965369	0.03049237834599614	2.2788953290146607	22.952267303102627	14.0
log-power-spmu.mapjitter.klw	Risky second	20.0	ips	0.5877429653679654	0.5439177489177489	0.6361525974025973	0.622943722943723	0.036424972825555194	2.2944976076555026	32.94497607655502	20.0
log-power-spmu.mapjitter.klw	Risky second	20.0	vertex	0.561047619047619	0.5142261904761904	0.6071428571428571	0.5761904761904763	0.04588219048274321	2.291190476190476	32.911904761904765	20.0
log-power-spmu.mapjitter.klw	Risky second	28.0	ips	0.570470238095238	0.5261904761904762	0.6142857142857143	0.5714285714285714	0.04482339777536488	2.298469387755102	46.17857142857143	28.0
log-power-spmu.mapjitter.klw	Risky second	28.0	vertex	0.5454761904761903	0.5023809523809524	0.5928571428571429	0.5333333333333333	0.048579254601023227	2.298469387755102	46.17857142857143	28.0
