label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-power-perc.klw	Risky first	0	ips	0.5532190132671889	0.5157468410011532	0.5880503860236279	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
log-power-perc.klw	Risky first	0	vertex	0.5535243365448252	0.517253881456889	0.5877313630396337	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
log-power-perc.klw	Risky first	1	ips	0.5323763562043637	0.5002563226247437	0.5684483313261508	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
log-power-perc.klw	Risky first	1	vertex	0.5279837155117231	0.49272033917235153	0.5619890910112051	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
log-power-perc.klw	Risky first	2	ips	0.5050792891319208	0.4664066985645933	0.5394182805498594	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
log-power-perc.klw	Risky first	2	vertex	0.49363075636953346	0.4556918264913621	0.5273733542858929	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
log-power-perc.klw	Risky second	0	ips	0.5285640603131205	0.49120585826036955	0.5638184991700029	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
log-power-perc.klw	Risky second	0	vertex	0.5304965525285074	0.49422302238279675	0.5642014777202747	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
log-power-perc.klw	Risky second	1	ips	0.5936300383949432	0.5614251191704752	0.6244125813004626	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
log-power-perc.klw	Risky second	1	vertex	0.586283779524569	0.5566964380648591	0.6204193628009417	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
log-power-perc.klw	Risky second	2	ips	0.6210563161149627	0.5849959964847183	0.65642874502273	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
log-power-perc.klw	Risky second	2	vertex	0.6043686147186148	0.5647578415736311	0.6423274663932559	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
