label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-cspl5-perc.mapjitter.klw	Risky first	7.0	0.00945393217893218	-0.04867496392496393	0.07838419913419914	0.5925	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-cspl5-perc.mapjitter.klw	Risky first	10.0	-0.0019260822510822509	-0.06763095238095237	0.056646103896103875	0.485	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-cspl5-perc.mapjitter.klw	Risky first	14.0	0.0014800865800865793	-0.05962121212121212	0.06537229437229433	0.5175	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-cspl5-perc.mapjitter.klw	Risky first	20.0	0.004770887445887446	-0.06316991341991343	0.07298809523809524	0.545	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-cspl5-perc.mapjitter.klw	Risky first	28.0	0.008183441558441558	-0.0524404761904762	0.06594155844155844	0.62	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-cspl5-perc.mapjitter.klw	Risky second	7.0	0.008759199134199133	-0.055432900432900424	0.06590367965367955	0.63	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-cspl5-perc.mapjitter.klw	Risky second	10.0	-0.0015044372294372294	-0.06467857142857143	0.058071428571428566	0.48	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-cspl5-perc.mapjitter.klw	Risky second	14.0	0.005267857142857145	-0.05044372294372296	0.06450757575757572	0.5725	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-cspl5-perc.mapjitter.klw	Risky second	20.0	0.009880952380952381	-0.0517478354978355	0.07445887445887446	0.615	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-cspl5-perc.mapjitter.klw	Risky second	28.0	0.015214285714285713	-0.047619047619047616	0.07624999999999996	0.6725	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
