label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-percpmu.mapjitter.klw	Risky first	1	ips	0.3237452380952381	0.2777619047619047	0.3723888888888889	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149	15.825214899713467
log-power-percpmu.mapjitter.klw	Risky first	1	vertex	0.2980309523809524	0.24823015873015872	0.34254761904761905	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618	15.847262247838616
log-power-percpmu.mapjitter.klw	Risky first	2	ips	0.40436247165532885	0.35441950113378684	0.45189569160997733	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555	15.733711048158641
log-power-percpmu.mapjitter.klw	Risky first	2	vertex	0.3828482426303855	0.3335439342403628	0.4352145691609977	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977	15.701149425287356
log-power-percpmu.mapjitter.klw	Risky first	3	ips	0.5002166666666666	0.4504563492063492	0.5519087301587301	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107	15.774928774928775
log-power-percpmu.mapjitter.klw	Risky first	3	vertex	0.4822623015873016	0.4368055555555555	0.5389126984126984	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713	15.795977011494253
log-power-percpmu.mapjitter.klw	Risky first	4	ips	0.5917999999999999	0.5374523809523809	0.6400317460317461	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414	15.841954022988507
log-power-percpmu.mapjitter.klw	Risky first	4	vertex	0.5765551587301587	0.5270456349206349	0.6271626984126983	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527	15.786549707602338
log-power-percpmu.mapjitter.klw	Risky first	5	ips	0.6677384353741496	0.6131009070294785	0.7230668934240363	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074	15.831884057971015
log-power-percpmu.mapjitter.klw	Risky first	5	vertex	0.6588265873015873	0.6079007936507937	0.7080396825396825	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814	15.877906976744185
log-power-percpmu.mapjitter.klw	Risky first	6	ips	0.7363869047619047	0.6878174603174603	0.7842162698412699	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334	15.926686217008797
log-power-percpmu.mapjitter.klw	Risky first	6	vertex	0.7281073412698413	0.6825277777777778	0.7752599206349206	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167	15.873900293255131
log-power-percpmu.mapjitter.klw	Risky second	1	ips	0.35148809523809527	0.29967460317460315	0.40509523809523806	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902	15.855907780979827
log-power-percpmu.mapjitter.klw	Risky second	1	vertex	0.3137587301587302	0.26349206349206344	0.3585317460317459	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422	15.816618911174785
log-power-percpmu.mapjitter.klw	Risky second	2	ips	0.4458140589569161	0.3938072562358277	0.5017414965986394	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936	15.737891737891738
log-power-percpmu.mapjitter.klw	Risky second	2	vertex	0.41067993197278907	0.3592539682539682	0.4603662131519274	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727	15.75
log-power-percpmu.mapjitter.klw	Risky second	3	ips	0.5510464285714286	0.49998809523809523	0.6014404761904761	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817	15.75
log-power-percpmu.mapjitter.klw	Risky second	3	vertex	0.5240071428571429	0.4712341269841269	0.5711785714285714	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428	15.791428571428572
log-power-percpmu.mapjitter.klw	Risky second	4	ips	0.6525742063492064	0.5986845238095239	0.701515873015873	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389	15.85014409221902
log-power-percpmu.mapjitter.klw	Risky second	4	vertex	0.6316285714285714	0.5856428571428571	0.68	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143	15.8
log-power-percpmu.mapjitter.klw	Risky second	5	ips	0.7352741496598639	0.6892562358276644	0.7810646258503401	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884	15.898255813953488
log-power-percpmu.mapjitter.klw	Risky second	5	vertex	0.7187656746031746	0.6717420634920636	0.7666984126984127	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116	15.898550724637682
log-power-percpmu.mapjitter.klw	Risky second	6	ips	0.7998071428571429	0.7570714285714285	0.8429285714285714	0.84	0.027255405754769875	3.206335403726708	33.391304347826086	15.889855072463767
log-power-percpmu.mapjitter.klw	Risky second	6	vertex	0.7878499999999999	0.7438095238095238	0.830547619047619	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555	15.884393063583815
