label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-spl5-n1n2.klw	Risky first	0	ips	0.5443377998727401	0.5088629081616698	0.5823727894666638	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
log-spl5-n1n2.klw	Risky first	0	vertex	0.5516040032440408	0.5155107655502392	0.5879462671831093	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
log-spl5-n1n2.klw	Risky first	1	ips	0.5288805875619785	0.49446327669823914	0.5652815398886828	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
log-spl5-n1n2.klw	Risky first	1	vertex	0.5352277121853526	0.4976636751989472	0.5714932425920928	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
log-spl5-n1n2.klw	Risky first	2	ips	0.5149821466545151	0.47611177565124935	0.5526057758031442	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
log-spl5-n1n2.klw	Risky first	2	vertex	0.5080250537216482	0.47024084609920525	0.5459703313542323	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
log-spl5-n1n2.klw	Risky second	0	ips	0.5353881964109408	0.49780966756718636	0.5717937837016784	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
log-spl5-n1n2.klw	Risky second	0	vertex	0.5227919145808244	0.48684572632880907	0.5604964250452973	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
log-spl5-n1n2.klw	Risky second	1	ips	0.6037238669151871	0.5659829884106753	0.6387267956624435	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
log-spl5-n1n2.klw	Risky second	1	vertex	0.590184128882813	0.5528503075871497	0.6259612857902331	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
log-spl5-n1n2.klw	Risky second	2	ips	0.6126131738979483	0.5768024905336936	0.6504769743623127	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
log-spl5-n1n2.klw	Risky second	2	vertex	0.5947528784081416	0.5578882053618897	0.6301136743373585	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
