label	order	stake_bin	stim	slope	lo	hi	observed	stake_chf	n_trials	d_slope_observed	d_slope	lo_contrast	hi_contrast	p_lt0	stake_chf_contrast
log-cspl5-n1n2.mapjitter.klw	Risky first	0	ips	0.4315968325362495	0.3230628270385867	0.5500456602833097	0.5726447448718716	12.647988505747126	696	-0.061416750116486396	-0.10592176006553328	-0.2568830593389065	0.0357639705001901	0.9325	12.658976207642393
log-cspl5-n1n2.mapjitter.klw	Risky first	0	vertex	0.5375185926017827	0.4391983732118842	0.629967849905635	0.634061494988358	12.670043415340087	691	-0.061416750116486396	-0.10592176006553328	-0.2568830593389065	0.0357639705001901	0.9325	12.658976207642393
log-cspl5-n1n2.mapjitter.klw	Risky first	1	ips	0.40548197731308705	0.31093135823157425	0.5122100518839178	0.48139778942782585	23.08393113342898	697	-0.011754715115601888	-0.049833923625497364	-0.1925159940110944	0.09445797514598213	0.7375	23.03832248734635
log-cspl5-n1n2.mapjitter.klw	Risky first	1	vertex	0.45531590093858443	0.34190257930724616	0.5517697772587907	0.49315250454342774	22.99198250728863	686	-0.011754715115601888	-0.049833923625497364	-0.1925159940110944	0.09445797514598213	0.7375	23.03832248734635
log-cspl5-n1n2.mapjitter.klw	Risky first	2	ips	0.21353503103171853	0.0994089127612218	0.3289323779813668	0.23221653369331777	42.27161383285303	694	0.0213864321101917	0.015022048927939768	-0.13148827255297885	0.15145349031634692	0.395	42.19430425378515
log-cspl5-n1n2.mapjitter.klw	Risky first	2	vertex	0.19851298210377877	0.09892118108558308	0.30850363318007973	0.21083010158312607	42.116883116883116	693	0.0213864321101917	0.015022048927939768	-0.13148827255297885	0.15145349031634692	0.395	42.19430425378515
log-cspl5-n1n2.mapjitter.klw	Risky second	0	ips	0.5337107864142139	0.4295036156514515	0.6354737914261953	0.5535422762288243	12.667142857142856	700	-0.18798032163285872	-0.07710356392867572	-0.2206439446425982	0.062431438624084186	0.85	12.677857142857142
log-cspl5-n1n2.mapjitter.klw	Risky second	0	vertex	0.6108143503428897	0.4891204783344819	0.7119565093159883	0.7415225978616831	12.688571428571429	700	-0.18798032163285872	-0.07710356392867572	-0.2206439446425982	0.062431438624084186	0.85	12.677857142857142
log-cspl5-n1n2.mapjitter.klw	Risky second	1	ips	0.3035730063768592	0.1868202663544896	0.42095781287408074	0.29270400382215733	23.160377358490567	689	-0.14778942258236893	-0.07267783579343305	-0.2152904097017286	0.08617702263474179	0.84	23.129696531791907
log-cspl5-n1n2.mapjitter.klw	Risky second	1	vertex	0.37625084217029225	0.2821631539602152	0.4767053257056471	0.44049342640452627	23.09928057553957	695	-0.14778942258236893	-0.07267783579343305	-0.2152904097017286	0.08617702263474179	0.84	23.129696531791907
log-cspl5-n1n2.mapjitter.klw	Risky second	2	ips	0.13550538912162838	0.033622762702765076	0.2369198425121287	0.12211657687000906	42.263988522238165	697	-0.03299622260997469	-0.013588070157173116	-0.15800853589078914	0.1332614400627123	0.585	42.25394548063128
log-cspl5-n1n2.mapjitter.klw	Risky second	2	vertex	0.1490934592788015	0.046412193255258416	0.2603231184275874	0.15511279947998374	42.24390243902439	697	-0.03299622260997469	-0.013588070157173116	-0.15800853589078914	0.1332614400627123	0.585	42.25394548063128
