label	order	stake_bin	stim	slope	lo	hi	observed	n_subjects	d_slope	lo_contrast	hi_contrast	p_lt0	d_slope_observed	stake_chf
log-power-spmu.mapjitter.klw	Risky first	0	ips	0.7227636538513863	0.5390390194748473	0.9012984861830634	0.8885830806718236	35	0.01917561682027478	-0.22246087068371712	0.25791090676089523	0.42	0.033574757163430724	12.647988505747126
log-power-spmu.mapjitter.klw	Risky first	0	vertex	0.7035880370311115	0.5292256917671869	0.8548264649406098	0.8550083235083928	35	0.01917561682027478	-0.22246087068371712	0.25791090676089523	0.42	0.033574757163430724	12.670043415340087
log-power-spmu.mapjitter.klw	Risky first	1	ips	0.7425544615410743	0.5515244562109606	0.9195835993028721	0.941889085776863	35	0.010176057751969662	-0.2192483137154896	0.2522885951243691	0.47	0.043427277693693034	23.08393113342898
log-power-spmu.mapjitter.klw	Risky first	1	vertex	0.7323784037891046	0.5655653582128191	0.9096749605239036	0.89846180808317	35	0.010176057751969662	-0.2192483137154896	0.2522885951243691	0.47	0.043427277693693034	22.99198250728863
log-power-spmu.mapjitter.klw	Risky first	2	ips	0.585796641022613	0.3804919016083478	0.7845212491005326	0.8717315848873645	35	0.007077484008493558	-0.2549513796153305	0.27985736134938055	0.495	-0.0898690131339469	42.27161383285303
log-power-spmu.mapjitter.klw	Risky first	2	vertex	0.5787191570141194	0.3641214839840116	0.7720909990199643	0.9616005980213114	35	0.007077484008493558	-0.2549513796153305	0.27985736134938055	0.495	-0.0898690131339469	42.116883116883116
log-power-spmu.mapjitter.klw	Risky second	0	ips	0.7762595251030409	0.5862717561109718	0.9599249680973383	0.9915735592313322	35	-0.0009135862337325825	-0.29804757546114385	0.2509462570613852	0.475	0.06585172084157309	12.667142857142856
log-power-spmu.mapjitter.klw	Risky second	0	vertex	0.7771731113367735	0.5833988812704819	0.9491674457985362	0.9257218383897591	35	-0.0009135862337325825	-0.29804757546114385	0.2509462570613852	0.475	0.06585172084157309	12.688571428571429
log-power-spmu.mapjitter.klw	Risky second	1	ips	0.7060868826082628	0.5014990429816126	0.8728575560528403	0.6985017255518281	35	0.0006570287408577358	-0.243048055544407	0.2199138260858313	0.4975	-0.19087743802583457	23.160377358490567
log-power-spmu.mapjitter.klw	Risky second	1	vertex	0.7054298538674053	0.5326139230093692	0.8821712969287216	0.8893791635776627	35	0.0006570287408577358	-0.243048055544407	0.2199138260858313	0.4975	-0.19087743802583457	23.09928057553957
log-power-spmu.mapjitter.klw	Risky second	2	ips	0.5618861804615003	0.3681934249414733	0.7736917582008634	0.6636328253270827	35	-0.016041815927023906	-0.2727183986972293	0.26025385015244407	0.545	-0.08177991376276184	42.263988522238165
log-power-spmu.mapjitter.klw	Risky second	2	vertex	0.5779279963885241	0.37354660756981656	0.7697528041815427	0.7454127390898445	35	-0.016041815927023906	-0.2727183986972293	0.26025385015244407	0.545	-0.08177991376276184	42.24390243902439
