label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-weber-n2.klw	Risky first	1	ips	0.304568253968254	0.2548650793650794	0.34990476190476183	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149
log-weber-n2.klw	Risky first	1	vertex	0.31355158730158733	0.2656507936507937	0.3558968253968254	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618
log-weber-n2.klw	Risky first	2	ips	0.3856030612244898	0.34144897959183673	0.4317981859410431	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555
log-weber-n2.klw	Risky first	2	vertex	0.39659764739229025	0.3450187074829932	0.44631179138321986	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977
log-weber-n2.klw	Risky first	3	ips	0.48393730158730164	0.4339642857142857	0.530015873015873	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107
log-weber-n2.klw	Risky first	3	vertex	0.4928916666666667	0.4482142857142857	0.5431785714285713	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713
log-weber-n2.klw	Risky first	4	ips	0.581184126984127	0.5292063492063492	0.631436507936508	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414
log-weber-n2.klw	Risky first	4	vertex	0.5883950396825397	0.537047619047619	0.634797619047619	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527
log-weber-n2.klw	Risky first	5	ips	0.6693826530612245	0.621079365079365	0.7154682539682539	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074
log-weber-n2.klw	Risky first	5	vertex	0.6748569444444444	0.6281547619047619	0.7194404761904761	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814
log-weber-n2.klw	Risky first	6	ips	0.7491589285714286	0.701218253968254	0.7965218253968254	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334
log-weber-n2.klw	Risky first	6	vertex	0.7548234126984127	0.7090436507936508	0.7967480158730159	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167
log-weber-n2.klw	Risky second	1	ips	0.32078968253968254	0.26665873015873015	0.3676190476190476	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902
log-weber-n2.klw	Risky second	1	vertex	0.3250277777777778	0.27804761904761904	0.3688968253968254	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422
log-weber-n2.klw	Risky second	2	ips	0.4143037414965986	0.36190249433106575	0.4628775510204081	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936
log-weber-n2.klw	Risky second	2	vertex	0.4182637188208617	0.3686587301587302	0.4643480725623582	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727
log-weber-n2.klw	Risky second	3	ips	0.5250452380952381	0.47894047619047614	0.5757261904761903	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817
log-weber-n2.klw	Risky second	3	vertex	0.5279488095238095	0.4799920634920635	0.5741349206349207	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428
log-weber-n2.klw	Risky second	4	ips	0.6355186507936508	0.5847678571428572	0.6811289682539683	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389
log-weber-n2.klw	Risky second	4	vertex	0.6366642857142857	0.5885714285714286	0.6857142857142857	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143
log-weber-n2.klw	Risky second	5	ips	0.7327388888888887	0.6845385487528344	0.7759965986394558	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884
log-weber-n2.klw	Risky second	5	vertex	0.728775992063492	0.6849027777777777	0.7743214285714286	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116
log-weber-n2.klw	Risky second	6	ips	0.8118642857142858	0.7714285714285715	0.8514285714285714	0.84	0.027255405754769875	3.206335403726708	33.391304347826086
log-weber-n2.klw	Risky second	6	vertex	0.8073833333333333	0.7675952380952381	0.8514285714285714	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555
