label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-cspl5-percmem.mapjitter.klw	Risky first	1	ips	0.3175071428571428	0.25869841269841265	0.3689761904761904	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149	15.825214899713467
log-cspl5-percmem.mapjitter.klw	Risky first	1	vertex	0.31364761904761906	0.26412698412698415	0.3619285714285714	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618	15.847262247838616
log-cspl5-percmem.mapjitter.klw	Risky first	2	ips	0.39786145124716554	0.3496099773242631	0.447828798185941	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555	15.733711048158641
log-cspl5-percmem.mapjitter.klw	Risky first	2	vertex	0.3973719954648526	0.3462953514739229	0.45001332199546484	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977	15.701149425287356
log-cspl5-percmem.mapjitter.klw	Risky first	3	ips	0.4918261904761904	0.4393452380952381	0.5406468253968253	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107	15.774928774928775
log-cspl5-percmem.mapjitter.klw	Risky first	3	vertex	0.4922849206349207	0.44649603174603175	0.5441706349206349	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713	15.795977011494253
log-cspl5-percmem.mapjitter.klw	Risky first	4	ips	0.5825769841269842	0.5317380952380952	0.6323888888888889	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414	15.841954022988507
log-cspl5-percmem.mapjitter.klw	Risky first	4	vertex	0.5816672619047619	0.528154761904762	0.6294444444444445	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527	15.786549707602338
log-cspl5-percmem.mapjitter.klw	Risky first	5	ips	0.6643535147392291	0.6163707482993197	0.716295918367347	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074	15.831884057971015
log-cspl5-percmem.mapjitter.klw	Risky first	5	vertex	0.6595033730158729	0.612609126984127	0.7107420634920635	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814	15.877906976744185
log-cspl5-percmem.mapjitter.klw	Risky first	6	ips	0.7356267857142856	0.684515873015873	0.7853650793650793	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334	15.926686217008797
log-cspl5-percmem.mapjitter.klw	Risky first	6	vertex	0.7249849206349207	0.6850615079365079	0.7660793650793649	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167	15.873900293255131
log-cspl5-percmem.mapjitter.klw	Risky second	1	ips	0.35074126984126974	0.30153174603174604	0.40451587301587294	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902	15.855907780979827
log-cspl5-percmem.mapjitter.klw	Risky second	1	vertex	0.33878174603174604	0.29269841269841274	0.3809603174603175	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422	15.816618911174785
log-cspl5-percmem.mapjitter.klw	Risky second	2	ips	0.44243537414965983	0.39141609977324265	0.4928650793650793	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936	15.737891737891738
log-cspl5-percmem.mapjitter.klw	Risky second	2	vertex	0.43030578231292516	0.38190362811791384	0.4748004535147392	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727	15.75
log-cspl5-percmem.mapjitter.klw	Risky second	3	ips	0.5432238095238096	0.4952023809523809	0.5986309523809523	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817	15.75
log-cspl5-percmem.mapjitter.klw	Risky second	3	vertex	0.537179365079365	0.489734126984127	0.5863611111111111	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428	15.791428571428572
log-cspl5-percmem.mapjitter.klw	Risky second	4	ips	0.6418757936507936	0.5887023809523809	0.6887301587301587	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389	15.85014409221902
log-cspl5-percmem.mapjitter.klw	Risky second	4	vertex	0.6352071428571429	0.5857142857142857	0.6800714285714285	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143	15.8
log-cspl5-percmem.mapjitter.klw	Risky second	5	ips	0.7232885487528344	0.6738129251700681	0.7692585034013606	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884	15.898255813953488
log-cspl5-percmem.mapjitter.klw	Risky second	5	vertex	0.7128994047619048	0.6626964285714286	0.7574047619047619	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116	15.898550724637682
log-cspl5-percmem.mapjitter.klw	Risky second	6	ips	0.7912357142857144	0.7457142857142858	0.8371428571428572	0.84	0.027255405754769875	3.206335403726708	33.391304347826086	15.889855072463767
log-cspl5-percmem.mapjitter.klw	Risky second	6	vertex	0.7759761904761905	0.7333095238095239	0.8162142857142857	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555	15.884393063583815
