label	order	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-power-n1n2pmu.klw	Risky first	1	ips	0.3189301587301587	0.26951587301587304	0.3666904761904762	0.25523809523809526	0.03563333496167406	1.5597625869832175	20.310888252149
log-power-n1n2pmu.klw	Risky first	1	vertex	0.2965404761904762	0.24695238095238095	0.3438174603174603	0.26952380952380955	0.03989649139139269	1.5608892548373814	20.347262247838618
log-power-n1n2pmu.klw	Risky first	2	ips	0.4040476190476191	0.3536609977324263	0.45628684807256237	0.3597278911564626	0.036890898456950406	1.7755159854309996	21.92067988668555
log-power-n1n2pmu.klw	Risky first	2	vertex	0.38373302154195016	0.3339515306122449	0.4335558390022676	0.3617233560090703	0.037871423105675164	1.7758825944170773	21.882183908045977
log-power-n1n2pmu.klw	Risky first	3	ips	0.504256746031746	0.44825	0.5575119047619048	0.5065079365079365	0.03583984568264996	2.0474562474562474	24.108262108262107
log-power-n1n2pmu.klw	Risky first	3	vertex	0.48322777777777776	0.4366547619047619	0.5370714285714285	0.44682539682539685	0.041334521605188454	2.049322660098522	24.152298850574713
log-power-n1n2pmu.klw	Risky first	4	ips	0.5966277777777778	0.5434761904761904	0.6427142857142856	0.5920634920634921	0.03893107336834764	2.365024630541872	26.70689655172414
log-power-n1n2pmu.klw	Risky first	4	vertex	0.5816843253968255	0.5316666666666667	0.6266686507936509	0.5916666666666667	0.046162380236536814	2.359231411862991	26.539473684210527
log-power-n1n2pmu.klw	Risky first	5	ips	0.6762327664399091	0.6196337868480726	0.7229569160997733	0.7070748299319728	0.037901241341324075	2.740600414078675	29.659420289855074
log-power-n1n2pmu.klw	Risky first	5	vertex	0.6675863095238096	0.6194801587301587	0.7182698412698413	0.7081746031746032	0.03676840969590351	2.7387873754152823	29.72093023255814
log-power-n1n2pmu.klw	Risky first	6	ips	0.7456317460317462	0.6953730158730158	0.794406746031746	0.7913492063492064	0.031450639009639896	3.2096774193548385	33.47214076246334
log-power-n1n2pmu.klw	Risky first	6	vertex	0.7436833333333334	0.6964285714285714	0.7860555555555556	0.7965079365079365	0.03339170559287082	3.1924172601591954	33.23607038123167
log-power-n1n2pmu.klw	Risky second	1	ips	0.344065873015873	0.2926587301587301	0.3936984126984127	0.3307936507936508	0.03779668257219359	1.5596953478797857	20.35014409221902
log-power-n1n2pmu.klw	Risky second	1	vertex	0.3049253968253969	0.2602777777777777	0.3524444444444444	0.27841269841269844	0.039049137240570096	1.5595579205894394	20.299426934097422
log-power-n1n2pmu.klw	Risky second	2	ips	0.44101723356009065	0.3919240362811791	0.49029705215419506	0.48426303854875286	0.04272237697099603	1.7773707773707774	21.937321937321936
log-power-n1n2pmu.klw	Risky second	2	vertex	0.402584126984127	0.35526643990929707	0.4550532879818594	0.35555555555555557	0.03613785549893971	1.7760146103896104	21.946022727272727
log-power-n1n2pmu.klw	Risky second	3	ips	0.5487690476190477	0.5019047619047619	0.6062261904761904	0.5704761904761905	0.04062470693299859	2.0469155844155846	24.068181818181817
log-power-n1n2pmu.klw	Risky second	3	vertex	0.5185182539682539	0.4691785714285714	0.5654126984126984	0.5155555555555555	0.03387422958262476	2.048204081632653	24.138571428571428
log-power-n1n2pmu.klw	Risky second	4	ips	0.65268373015873	0.6026964285714286	0.6990138888888888	0.7068253968253969	0.03144354018281707	2.3689584191025115	26.74207492795389
log-power-n1n2pmu.klw	Risky second	4	vertex	0.6298571428571428	0.5828571428571429	0.6828571428571428	0.6685714285714285	0.03774559433836991	2.3632244897959183	26.62857142857143
log-power-n1n2pmu.klw	Risky second	5	ips	0.7379273242630384	0.6895532879818593	0.7877312925170068	0.7686167800453515	0.03314172753475259	2.7425664451827245	29.795058139534884
log-power-n1n2pmu.klw	Risky second	5	vertex	0.7182583333333333	0.6726130952380953	0.7606170634920634	0.7491269841269842	0.030595375849986766	2.7386749482401656	29.75072463768116
log-power-n1n2pmu.klw	Risky second	6	ips	0.8047357142857143	0.7599285714285714	0.8514285714285714	0.84	0.027255405754769875	3.206335403726708	33.391304347826086
log-power-n1n2pmu.klw	Risky second	6	vertex	0.7873309523809524	0.7390238095238095	0.8266666666666667	0.82	0.02774433093732238	3.2016102394715107	33.346820809248555
