label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-affine-percmem	Risky first	1	-0.00623015873015873	-0.06170634920634921	0.05144444444444444	0.4075	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
log-affine-percmem	Risky first	2	-0.004775736961451246	-0.06718168934240362	0.0629705215419501	0.46	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
log-affine-percmem	Risky first	3	-0.000423015873015872	-0.06446825396825395	0.058734126984126986	0.5075	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
log-affine-percmem	Risky first	4	0.0027674603174603195	-0.06333531746031745	0.06600793650793646	0.5475	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
log-affine-percmem	Risky first	5	0.007427380952380952	-0.05340561224489797	0.07655725623582763	0.5825	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
log-affine-percmem	Risky first	6	0.013375	-0.048799603174603176	0.07659920634920633	0.66	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
log-affine-percmem	Risky second	1	0.010704761904761906	-0.05398412698412698	0.0708492063492063	0.65	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
log-affine-percmem	Risky second	2	0.011811451247165533	-0.05810997732426303	0.08254648526077094	0.6475	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
log-affine-percmem	Risky second	3	0.011398015873015872	-0.060337301587301585	0.07873809523809523	0.6175	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
log-affine-percmem	Risky second	4	0.015273611111111111	-0.05591071428571429	0.08288690476190474	0.6875	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
log-affine-percmem	Risky second	5	0.01967531179138322	-0.0375218253968254	0.0810198412698412	0.7425	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
log-affine-percmem	Risky second	6	0.02324761904761905	-0.031428571428571424	0.0819285714285714	0.7875	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
