label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power-percmempmu.mapjitter.klw	Risky first	0	ips	0.5631386897342668	0.5263686300676571	0.6046019999706422	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126	8.35632183908046
log-power-percmempmu.mapjitter.klw	Risky first	0	vertex	0.546653299373976	0.5109818322863435	0.5815400188783647	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087	8.332850940665702
log-power-percmempmu.mapjitter.klw	Risky first	1	ips	0.5374582137161085	0.5033125617072987	0.5754070132040057	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898	14.48493543758967
log-power-percmempmu.mapjitter.klw	Risky first	1	vertex	0.5218536924339113	0.48891890552074097	0.5566925146454117	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863	14.478134110787172
log-power-percmempmu.mapjitter.klw	Risky first	2	ips	0.5061292853345485	0.4662099756968178	0.5439155274550012	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303	24.65129682997118
log-power-percmempmu.mapjitter.klw	Risky first	2	vertex	0.4907189282251976	0.45302287023262255	0.5263034614164646	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116	24.594516594516595
log-power-percmempmu.mapjitter.klw	Risky second	0	ips	0.5408162522106131	0.4990679349889876	0.5772453699183022	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856	8.368571428571428
log-power-percmempmu.mapjitter.klw	Risky second	0	vertex	0.5155395930301946	0.48367077596588876	0.5517428094044635	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429	8.337142857142856
log-power-percmempmu.mapjitter.klw	Risky second	1	ips	0.6043959574738986	0.5735208016220843	0.63949603397978	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567	14.494920174165458
log-power-percmempmu.mapjitter.klw	Risky second	1	vertex	0.5759861775651249	0.5425985987696514	0.6114787916761601	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957	14.546762589928058
log-power-percmempmu.mapjitter.klw	Risky second	2	ips	0.62756476255574	0.5886692298929141	0.6692002381494863	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165	24.642754662840748
log-power-percmempmu.mapjitter.klw	Risky second	2	vertex	0.5997889990126832	0.5613403964456596	0.6366728373965216	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439	24.61406025824964
