label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-mem.mapjitter.klw	Risky first	7.0	0.003331493506493507	-0.057490620490620495	0.06032359307359305	0.555	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power-mem.mapjitter.klw	Risky first	10.0	-0.0029195887445887443	-0.06151948051948053	0.05166558441558436	0.4725	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power-mem.mapjitter.klw	Risky first	14.0	-0.008836147186147187	-0.07237987012987013	0.05436688311688307	0.3725	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power-mem.mapjitter.klw	Risky first	20.0	-0.010551515151515152	-0.07475974025974026	0.054415584415584396	0.3775	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power-mem.mapjitter.klw	Risky first	28.0	-0.010858549783549783	-0.07147510822510823	0.04566450216450213	0.3775	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power-mem.mapjitter.klw	Risky second	7.0	0.0056158008658008665	-0.05521103896103897	0.058939393939393875	0.57	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power-mem.mapjitter.klw	Risky second	10.0	0.008468722943722943	-0.05217316017316016	0.06407034632034633	0.61	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power-mem.mapjitter.klw	Risky second	14.0	0.013801406926406927	-0.048062770562770564	0.06645562770562771	0.675	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power-mem.mapjitter.klw	Risky second	20.0	0.012548160173160175	-0.048923160173160174	0.07727813852813852	0.6575	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power-mem.mapjitter.klw	Risky second	28.0	0.01030357142857143	-0.04285714285714285	0.06672619047619043	0.6025	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
