label	order	stake_grp	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-spl7-percpmu.mapjitter.klw	Risky first	0	1	ips	0.3553458333333333	0.2866369047619048	0.4197619047619048	0.3007142857142857	0.04903524360477354	1.5257142857142856	13.846666666666666	11.035555555555556
log-spl7-percpmu.mapjitter.klw	Risky first	0	1	vertex	0.33366726190476187	0.26715646258503406	0.3963027210884354	0.3181972789115646	0.05002225565178187	1.527162075592569	13.845291479820627	11.026905829596412
log-spl7-percpmu.mapjitter.klw	Risky first	0	2	ips	0.4489714285714285	0.3904761904761905	0.5124047619047619	0.40476190476190477	0.044870242575685435	1.7592219986586184	14.23943661971831	10.300469483568076
log-spl7-percpmu.mapjitter.klw	Risky first	0	2	vertex	0.42939761904761903	0.36476190476190473	0.4972619047619046	0.3980952380952381	0.04994755152318544	1.7587677725118485	14.281990521327014	10.33175355450237
log-spl7-percpmu.mapjitter.klw	Risky first	0	3	ips	0.5470898809523809	0.47928571428571426	0.6085714285714285	0.5895238095238096	0.03555013630836433	2.0353419092755587	15.687203791469194	10.317535545023697
log-spl7-percpmu.mapjitter.klw	Risky first	0	3	vertex	0.5349553571428571	0.473797619047619	0.6073869047619047	0.4926190476190476	0.04747938201668883	2.0378673957621327	15.705741626794259	10.320574162679426
log-spl7-percpmu.mapjitter.klw	Risky first	0	4	ips	0.6625154761904761	0.584547619047619	0.7361904761904762	0.6985714285714285	0.05027641349348792	2.3335365853658536	15.585365853658537	9.371951219512194
log-spl7-percpmu.mapjitter.klw	Risky first	0	4	vertex	0.6519904761904762	0.5795119047619048	0.7176547619047619	0.6847619047619047	0.05185796981126925	2.335008818342152	15.546296296296296	9.339506172839506
log-spl7-percpmu.mapjitter.klw	Risky first	0	5	ips	0.7446607142857143	0.6714285714285714	0.8142857142857143	0.7428571428571429	0.050715173385532365	2.727536231884058	15.876811594202898	8.521739130434783
log-spl7-percpmu.mapjitter.klw	Risky first	0	5	vertex	0.7406071428571428	0.6642857142857143	0.8071428571428572	0.8261904761904763	0.0382524766185622	2.7294117647058824	15.845588235294118	8.5
log-spl7-percpmu.mapjitter.klw	Risky first	0	6	ips	0.8154840686274508	0.7425857843137256	0.8823529411764706	0.8872549019607844	0.03721500819271473	3.1692396313364055	17.431451612903224	8.379032258064516
log-spl7-percpmu.mapjitter.klw	Risky first	0	6	vertex	0.8184007352941177	0.752328431372549	0.8872549019607844	0.8676470588235294	0.03839948293140393	3.148847926267281	17.33467741935484	8.379032258064516
log-spl7-percpmu.mapjitter.klw	Risky first	1	1	ips	0.2741071428571428	0.2	0.3430357142857141	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516	24.516129032258064
log-spl7-percpmu.mapjitter.klw	Risky first	1	1	vertex	0.2618214285714286	0.19267857142857145	0.3357142857142857	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516	24.516129032258064
log-spl7-percpmu.mapjitter.klw	Risky first	1	2	ips	0.34255357142857146	0.2714285714285714	0.40714285714285714	0.29285714285714287	0.050715173385532365	1.8003061224489796	33.607142857142854	24.0
log-spl7-percpmu.mapjitter.klw	Risky first	1	2	vertex	0.3307857142857143	0.25470238095238096	0.40714285714285714	0.30476190476190473	0.05180482760063736	1.8022419186652763	33.58759124087591	23.970802919708028
log-spl7-percpmu.mapjitter.klw	Risky first	1	3	ips	0.4241250000000001	0.34267857142857144	0.5071428571428571	0.38571428571428573	0.0526032968808714	2.065714285714286	36.8	24.0
log-spl7-percpmu.mapjitter.klw	Risky first	1	3	vertex	0.4120357142857143	0.34041666666666665	0.4928571428571429	0.3761904761904762	0.06143432539876667	2.066546762589928	36.85251798561151	24.028776978417266
log-spl7-percpmu.mapjitter.klw	Risky first	1	4	ips	0.5273035714285714	0.45476190476190476	0.5904761904761905	0.530952380952381	0.052492242355764794	2.3930900621118014	36.619565217391305	21.608695652173914
log-spl7-percpmu.mapjitter.klw	Risky first	1	4	vertex	0.5198845238095238	0.4490238095238095	0.5848214285714285	0.5238095238095237	0.05650613988058596	2.381031746031746	36.43333333333333	21.58888888888889
log-spl7-percpmu.mapjitter.klw	Risky first	1	5	ips	0.6076333333333334	0.5361666666666667	0.6743571428571429	0.68	0.05133511583357984	2.7493098688750863	38.84782608695652	20.705314009661837
