label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-percpmu.mapjitter.klw	Risky first	7.0	0.015095382395382394	-0.04833116883116882	0.07948340548340549	0.66	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power-percpmu.mapjitter.klw	Risky first	10.0	0.015477597402597403	-0.0436461038961039	0.08299350649350645	0.685	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power-percpmu.mapjitter.klw	Risky first	14.0	0.015223809523809523	-0.04706601731601732	0.07625216450216449	0.6725	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power-percpmu.mapjitter.klw	Risky first	20.0	0.016081060606060606	-0.04862554112554113	0.08145779220779217	0.6925	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power-percpmu.mapjitter.klw	Risky first	28.0	0.018251190476190476	-0.052382034632034634	0.07615259740259739	0.72	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power-percpmu.mapjitter.klw	Risky second	7.0	0.02342748917748918	-0.03208333333333333	0.07926406926406923	0.7975	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power-percpmu.mapjitter.klw	Risky second	10.0	0.021826298701298697	-0.03978246753246753	0.080314935064935	0.7725	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power-percpmu.mapjitter.klw	Risky second	14.0	0.026743506493506493	-0.034366883116883115	0.09026515151515149	0.7875	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power-percpmu.mapjitter.klw	Risky second	20.0	0.026551406926406926	-0.032056277056277054	0.08928030303030295	0.7725	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power-percpmu.mapjitter.klw	Risky second	28.0	0.025964285714285714	-0.04285714285714285	0.08815476190476186	0.7975	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
