label	statistic	observed	model_median	lo	hi	ppp	covered
log-power-n1.klw	dp_second_high	0.03700550076489928	0.011923097787759462	-0.03373735203810384	0.05670033850860907	0.165	True
log-power-n1.klw	dp_second_mean	0.05276153629979372	0.013001452574650279	-0.0137499962770861	0.04319726205208289	0.0025	False
log-power-n1.klw	order_contrast	0.04634131164427492	0.017697601103173803	-0.022798431972469956	0.059120249269298264	0.0975	True
log-power-n1.klw	stake_slope_second	-0.022942746476581066	0.0006520088099035704	-0.06002675791209623	0.07243054606212494	0.775	True
log-power-n1.klw	three_way	-0.027590793893314813	0.00675893323836696	-0.10636107744533214	0.09655563469406897	0.7425	True
log-power-n1.klw	slope_second_ctbs	-0.10307985756335969	-0.004319553172955404	-0.12398969577348774	0.09805297068590882	0.945	True
log-power-n1.klw	slope_contrast	-0.09379377187391535	-0.03669318258227572	-0.18544021695773036	0.10282661506507514	0.79	True
