label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-perc.mapjitter.klw	Risky first	7.0	-0.0008518037518037507	-0.06122438672438674	0.0635901875901876	0.4975	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power-perc.mapjitter.klw	Risky first	10.0	-2.2835497835497694e-05	-0.055050865800865795	0.05799025974025973	0.485	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power-perc.mapjitter.klw	Risky first	14.0	0.002028246753246754	-0.06021753246753246	0.06279329004329004	0.4975	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power-perc.mapjitter.klw	Risky first	20.0	0.0061051948051948045	-0.055329004329004325	0.0726688311688311	0.57	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power-perc.mapjitter.klw	Risky first	28.0	0.011440367965367966	-0.0506082251082251	0.06501839826839824	0.6725	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power-perc.mapjitter.klw	Risky second	7.0	-0.0036120129870129865	-0.06731601731601732	0.051347402597402544	0.455	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power-perc.mapjitter.klw	Risky second	10.0	-0.0005674242424242426	-0.06013528138528139	0.056952380952380935	0.4875	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power-perc.mapjitter.klw	Risky second	14.0	0.007996212121212123	-0.05044913419913421	0.06678571428571417	0.6175	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power-perc.mapjitter.klw	Risky second	20.0	0.011891774891774893	-0.0498430735930736	0.07493506493506488	0.64	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power-perc.mapjitter.klw	Risky second	28.0	0.015428571428571429	-0.04297619047619046	0.07380952380952381	0.7025	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
