label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-percx.pathfinder.klw	Risky first	7.0	0.00011471861471861467	-0.05955555555555555	0.0616807359307359	0.4875	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power-percx.pathfinder.klw	Risky first	10.0	-0.0016189393939393937	-0.06194805194805195	0.06247077922077922	0.4625	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power-percx.pathfinder.klw	Risky first	14.0	-0.0026264069264069273	-0.05987229437229436	0.06424891774891771	0.46	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power-percx.pathfinder.klw	Risky first	20.0	-0.0025694805194805205	-0.06541125541125542	0.06100757575757567	0.47	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power-percx.pathfinder.klw	Risky first	28.0	0.001972294372294372	-0.06507467532467534	0.05898593073593071	0.53	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power-percx.pathfinder.klw	Risky second	7.0	-0.001986471861471861	-0.061087662337662336	0.05499458874458872	0.4875	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power-percx.pathfinder.klw	Risky second	10.0	0.00033549783549783533	-0.058970779220779215	0.06412337662337661	0.4975	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power-percx.pathfinder.klw	Risky second	14.0	0.009031385281385283	-0.0528409090909091	0.07077922077922078	0.6	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power-percx.pathfinder.klw	Risky second	20.0	0.016101731601731603	-0.045243506493506495	0.07555194805194804	0.69	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power-percx.pathfinder.klw	Risky second	28.0	0.021446428571428575	-0.047619047619047616	0.08809523809523812	0.76	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
