label	order	n_safe	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-weber+cspl5-n1n2.pathfinder	Risky first	7.0	ips	0.6381785714285714	0.5885595238095239	0.6833571428571429	0.6266666666666667	0.03944171555900126	2.2513736263736264	11.379807692307692	7.0
log-weber+cspl5-n1n2.pathfinder	Risky first	7.0	vertex	0.6426960678210678	0.5975306637806639	0.6881890331890331	0.6302308802308803	0.03945443774789204	2.250517598343685	11.376811594202898	7.0
log-weber+cspl5-n1n2.pathfinder	Risky first	10.0	ips	0.5831277056277057	0.5426352813852814	0.6210064935064935	0.6142857142857143	0.03599380549880618	2.2700239808153477	16.350119904076738	10.0
log-weber+cspl5-n1n2.pathfinder	Risky first	10.0	vertex	0.5844992424242424	0.5441103896103896	0.6288593073593074	0.5952813852813853	0.04040192328962872	2.265121951219512	16.32560975609756	10.0
log-weber+cspl5-n1n2.pathfinder	Risky first	14.0	ips	0.5255373376623376	0.4826569264069264	0.569301948051948	0.5181818181818182	0.0358216549357417	2.2780061664953752	22.946043165467625	14.0
log-weber+cspl5-n1n2.pathfinder	Risky first	14.0	vertex	0.5306125541125541	0.4850248917748917	0.5717813852813852	0.5228138528138528	0.043576203421306324	2.28228021978022	22.97596153846154	14.0
log-weber+cspl5-n1n2.pathfinder	Risky first	20.0	ips	0.4651709956709956	0.4142316017316018	0.5138798701298701	0.4597402597402597	0.04374134505259737	2.2886091127098322	32.88609112709832	20.0
log-weber+cspl5-n1n2.pathfinder	Risky first	20.0	vertex	0.48027889610389607	0.4346406926406926	0.5223647186147184	0.4872294372294373	0.04884614738116798	2.290264423076923	32.90264423076923	20.0
log-weber+cspl5-n1n2.pathfinder	Risky first	28.0	ips	0.43973809523809526	0.3904761904761905	0.4834523809523809	0.45	0.04833840406125902	2.298469387755102	46.17857142857143	28.0
log-weber+cspl5-n1n2.pathfinder	Risky first	28.0	vertex	0.4361503246753247	0.3921590909090909	0.4818971861471862	0.405974025974026	0.046608762258643535	2.289423740510697	46.05193236714976	28.0
log-weber+cspl5-n1n2.pathfinder	Risky second	7.0	ips	0.5920292207792208	0.5473971861471862	0.6337932900432901	0.6367965367965368	0.042630350378810064	2.250428228845495	11.376498800959233	7.0
log-weber+cspl5-n1n2.pathfinder	Risky second	7.0	vertex	0.5662121212121213	0.5280411255411256	0.6104220779220779	0.540909090909091	0.03846528379094796	2.249829118250171	11.374401913875598	7.0
log-weber+cspl5-n1n2.pathfinder	Risky second	10.0	ips	0.6076397186147185	0.5689155844155844	0.6452413419913419	0.59	0.0360197858891449	2.274818401937046	16.37409200968523	10.0
log-weber+cspl5-n1n2.pathfinder	Risky second	10.0	vertex	0.5988106060606061	0.553030303030303	0.6443831168831168	0.579004329004329	0.03692102849092557	2.2725301204819277	16.362650602409637	10.0
log-weber+cspl5-n1n2.pathfinder	Risky second	14.0	ips	0.6090465367965368	0.5677489177489178	0.6487229437229437	0.6595238095238095	0.0366952124322258	2.284347231715653	22.99043062200957	14.0
log-weber+cspl5-n1n2.pathfinder	Risky second	14.0	vertex	0.5964058441558442	0.5514502164502164	0.6448430735930736	0.5867965367965369	0.03049237834599614	2.2788953290146607	22.952267303102627	14.0
log-weber+cspl5-n1n2.pathfinder	Risky second	20.0	ips	0.5968463203463203	0.5527218614718614	0.6446374458874459	0.622943722943723	0.036424972825555194	2.2944976076555026	32.94497607655502	20.0
log-weber+cspl5-n1n2.pathfinder	Risky second	20.0	vertex	0.5780059523809523	0.5356547619047619	0.6238095238095238	0.5761904761904763	0.04588219048274321	2.291190476190476	32.911904761904765	20.0
log-weber+cspl5-n1n2.pathfinder	Risky second	28.0	ips	0.5698095238095238	0.5238095238095237	0.6191071428571429	0.5714285714285714	0.04482339777536488	2.298469387755102	46.17857142857143	28.0
log-weber+cspl5-n1n2.pathfinder	Risky second	28.0	vertex	0.5525773809523808	0.5047619047619047	0.6	0.5333333333333333	0.048579254601023227	2.298469387755102	46.17857142857143	28.0
