label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-spl3-percpmu.mapjitter.klw	Risky first	7.0	0.011566522366522367	-0.0508474025974026	0.07277020202020199	0.6025	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-spl3-percpmu.mapjitter.klw	Risky first	10.0	0.010431060606060605	-0.05524783549783551	0.0878560606060606	0.625	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-spl3-percpmu.mapjitter.klw	Risky first	14.0	0.009835064935064934	-0.05492857142857143	0.07009632034632034	0.62	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-spl3-percpmu.mapjitter.klw	Risky first	20.0	0.010998701298701296	-0.051491341991341984	0.08129220779220775	0.615	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-spl3-percpmu.mapjitter.klw	Risky first	28.0	0.013318939393939393	-0.055692640692640696	0.07823484848484848	0.675	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-spl3-percpmu.mapjitter.klw	Risky second	7.0	0.02461904761904762	-0.034848484848484844	0.08399891774891773	0.7825	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-spl3-percpmu.mapjitter.klw	Risky second	10.0	0.02290097402597403	-0.034707792207792194	0.07455519480519475	0.7725	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-spl3-percpmu.mapjitter.klw	Risky second	14.0	0.027905844155844156	-0.036260822510822494	0.09091450216450214	0.81	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-spl3-percpmu.mapjitter.klw	Risky second	20.0	0.026119588744588747	-0.03231060606060606	0.09653679653679653	0.7925	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-spl3-percpmu.mapjitter.klw	Risky second	28.0	0.024309523809523812	-0.038214285714285715	0.08101190476190472	0.7775	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
