label	order	n_safe	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-weber-nullind	Risky first	7.0	ips	0.6421273809523811	0.6009404761904763	0.6814285714285715	0.6266666666666667	0.03944171555900126	2.2513736263736264	11.379807692307692	7.0
log-weber-nullind	Risky first	7.0	vertex	0.643445707070707	0.6042478354978356	0.6828553391053391	0.6302308802308803	0.03945443774789204	2.250517598343685	11.376811594202898	7.0
log-weber-nullind	Risky first	10.0	ips	0.5868771645021645	0.5437229437229437	0.6253950216450216	0.6142857142857143	0.03599380549880618	2.2700239808153477	16.350119904076738	10.0
log-weber-nullind	Risky first	10.0	vertex	0.587787012987013	0.5466331168831169	0.6316677489177488	0.5952813852813853	0.04040192328962872	2.265121951219512	16.32560975609756	10.0
log-weber-nullind	Risky first	14.0	ips	0.5304469696969697	0.4886742424242424	0.5775054112554112	0.5181818181818182	0.0358216549357417	2.2780061664953752	22.946043165467625	14.0
log-weber-nullind	Risky first	14.0	vertex	0.5321311688311688	0.4899058441558442	0.5715097402597402	0.5228138528138528	0.043576203421306324	2.28228021978022	22.97596153846154	14.0
log-weber-nullind	Risky first	20.0	ips	0.47707575757575754	0.43094155844155846	0.5222997835497836	0.4597402597402597	0.04374134505259737	2.2886091127098322	32.88609112709832	20.0
log-weber-nullind	Risky first	20.0	vertex	0.47758831168831173	0.43202597402597404	0.5232153679653679	0.4872294372294373	0.04884614738116798	2.290264423076923	32.90264423076923	20.0
log-weber-nullind	Risky first	28.0	ips	0.43632738095238105	0.39285714285714285	0.4785714285714286	0.45	0.04833840406125902	2.298469387755102	46.17857142857143	28.0
log-weber-nullind	Risky first	28.0	vertex	0.4336314935064935	0.395004329004329	0.47452056277056276	0.405974025974026	0.046608762258643535	2.289423740510697	46.05193236714976	28.0
log-weber-nullind	Risky second	7.0	ips	0.5944642857142857	0.5550919913419914	0.6309523809523809	0.6367965367965368	0.042630350378810064	2.250428228845495	11.376498800959233	7.0
log-weber-nullind	Risky second	7.0	vertex	0.5922905844155845	0.55	0.6359361471861471	0.540909090909091	0.03846528379094796	2.249829118250171	11.374401913875598	7.0
log-weber-nullind	Risky second	10.0	ips	0.5916755411255411	0.5510335497835498	0.6314036796536796	0.59	0.0360197858891449	2.274818401937046	16.37409200968523	10.0
log-weber-nullind	Risky second	10.0	vertex	0.5927218614718615	0.5504274891774893	0.6357413419913419	0.579004329004329	0.03692102849092557	2.2725301204819277	16.362650602409637	10.0
log-weber-nullind	Risky second	14.0	ips	0.5866482683982684	0.5475703463203464	0.629237012987013	0.6595238095238095	0.0366952124322258	2.284347231715653	22.99043062200957	14.0
log-weber-nullind	Risky second	14.0	vertex	0.58566341991342	0.5486634199134199	0.6212445887445888	0.5867965367965369	0.03049237834599614	2.2788953290146607	22.952267303102627	14.0
log-weber-nullind	Risky second	20.0	ips	0.5794199134199134	0.5410660173160174	0.6225541125541125	0.622943722943723	0.036424972825555194	2.2944976076555026	32.94497607655502	20.0
log-weber-nullind	Risky second	20.0	vertex	0.5789821428571428	0.5357142857142857	0.6191071428571429	0.5761904761904763	0.04588219048274321	2.291190476190476	32.911904761904765	20.0
log-weber-nullind	Risky second	28.0	ips	0.5674226190476189	0.5285119047619048	0.6048214285714286	0.5714285714285714	0.04482339777536488	2.298469387755102	46.17857142857143	28.0
log-weber-nullind	Risky second	28.0	vertex	0.5694166666666666	0.5261309523809524	0.611904761904762	0.5333333333333333	0.048579254601023227	2.298469387755102	46.17857142857143	28.0
