label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-n2.klw	Risky first	1	-0.0037492063492063498	-0.06890476190476191	0.060642857142857144	0.4475	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
log-power-n2.klw	Risky first	2	-0.0065840702947845805	-0.07547987528344671	0.06099489795918361	0.43	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
log-power-n2.klw	Risky first	3	-0.00891547619047619	-0.08021428571428572	0.058908730158730147	0.4325	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
log-power-n2.klw	Risky first	4	-0.009588690476190476	-0.08365873015873017	0.05106746031746028	0.395	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
log-power-n2.klw	Risky first	5	-0.010367403628117913	-0.07990702947845806	0.0609767573696145	0.395	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
log-power-n2.klw	Risky first	6	-0.011328769841269843	-0.07135119047619048	0.05298015873015868	0.37	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
log-power-n2.klw	Risky second	1	0.00738968253968254	-0.05499206349206349	0.07019047619047616	0.6	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
log-power-n2.klw	Risky second	2	0.0046182539682539684	-0.06820181405895691	0.08132766439909282	0.555	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
log-power-n2.klw	Risky second	3	0.000552777777777777	-0.0579563492063492	0.07180158730158724	0.4825	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
log-power-n2.klw	Risky second	4	0.0015843253968253958	-0.07517261904761904	0.07521230158730155	0.53	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
log-power-n2.klw	Risky second	5	0.007481009070294784	-0.060390589569161	0.06585034013605441	0.61	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
log-power-n2.klw	Risky second	6	0.014199999999999999	-0.048619047619047624	0.07430952380952378	0.6925	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
