label	statistic	observed	model_median	lo	hi	ppp	covered
log-power-n1n2.mapjitter.klw.tn0.1	dp_second_high	0.03700550076489928	0.01682756675237873	-0.03037959888899727	0.07670828586618053	0.235	True
log-power-n1n2.mapjitter.klw.tn0.1	dp_second_mean	0.05276153629979372	0.01278658938322803	-0.014463862312601812	0.0439878428777146	0.005	False
log-power-n1n2.mapjitter.klw.tn0.1	dp_first_mean	0.0064202246555187985	-0.0018608145012391128	-0.03358357766285672	0.03153510064312804	0.2775	True
log-power-n1n2.mapjitter.klw.tn0.1	order_contrast	0.04634131164427492	0.01518630950519494	-0.025926120581140407	0.062343541722909325	0.0925	True
log-power-n1n2.mapjitter.klw.tn0.1	stake_slope_second	-0.022942746476581066	0.0062241100586964415	-0.06204572578632739	0.0821773752563226	0.775	True
log-power-n1n2.mapjitter.klw.tn0.1	three_way	-0.027590793893314813	-0.011251601118916377	-0.11803087838006003	0.08592168781388142	0.61	True
log-power-n1n2.mapjitter.klw.tn0.1	slope_second_ctbs	-0.10307985756335969	0.01042125108958647	-0.10077559104583665	0.1155510837208848	0.9825	False
log-power-n1n2.mapjitter.klw.tn0.1	slope_contrast	-0.09379377187391535	-0.011197904301198713	-0.1577606430597272	0.14090776966851382	0.87	True
