label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-weber-percmem.klw	Risky first	1	-0.0093	-0.07365873015873017	0.05810317460317459	0.3725	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
log-weber-percmem.klw	Risky first	2	-0.008257794784580498	-0.07414597505668934	0.05318905895691606	0.3975	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
log-weber-percmem.klw	Risky first	3	-0.0038380952380952377	-0.08067063492063492	0.05399206349206347	0.475	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
log-weber-percmem.klw	Risky first	4	-0.0017545634920634904	-0.0713234126984127	0.06349404761904753	0.49	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
log-weber-percmem.klw	Risky first	5	0.00017664399092970533	-0.0689968820861678	0.0787641723356009	0.4825	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
log-weber-percmem.klw	Risky first	6	0.0007785714285714275	-0.058825396825396836	0.0672281746031746	0.5025	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
log-weber-percmem.klw	Risky second	1	-0.0005944444444444448	-0.07019841269841269	0.07303174603174602	0.485	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
log-weber-percmem.klw	Risky second	2	0.001473015873015872	-0.06596485260770976	0.07320181405895688	0.5225	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
log-weber-percmem.klw	Risky second	3	0.004061904761904761	-0.05786507936507937	0.07333333333333332	0.5225	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
log-weber-percmem.klw	Risky second	4	0.008192857142857142	-0.06525396825396824	0.0773730158730158	0.585	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
log-weber-percmem.klw	Risky second	5	0.01029359410430839	-0.05668509070294783	0.07934410430839	0.6275	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
log-weber-percmem.klw	Risky second	6	0.00815952380952381	-0.05142857142857142	0.07240476190476187	0.5975	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
