label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-cspl5-n1n2.mapjitter.klw	Risky first	7.0	-0.006334126984126983	-0.06888564213564213	0.059892857142857116	0.4125	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-cspl5-n1n2.mapjitter.klw	Risky first	10.0	-0.004590800865800865	-0.0638625541125541	0.06328246753246751	0.4275	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-cspl5-n1n2.mapjitter.klw	Risky first	14.0	-0.005198268398268397	-0.06543722943722945	0.06267316017316014	0.425	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-cspl5-n1n2.mapjitter.klw	Risky first	20.0	-0.009769480519480518	-0.07898051948051948	0.058062770562770524	0.3975	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-cspl5-n1n2.mapjitter.klw	Risky first	28.0	0.009487445887445886	-0.05811147186147186	0.07643831168831162	0.6175	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-cspl5-n1n2.mapjitter.klw	Risky second	7.0	0.018183982683982684	-0.04181818181818182	0.07490800865800866	0.715	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-cspl5-n1n2.mapjitter.klw	Risky second	10.0	0.00029166666666666604	-0.06052813852813853	0.061310606060606045	0.5325	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-cspl5-n1n2.mapjitter.klw	Risky second	14.0	0.012667207792207792	-0.04264610389610389	0.07233225108225105	0.6475	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-cspl5-n1n2.mapjitter.klw	Risky second	20.0	0.018000000000000002	-0.049664502164502154	0.08031926406926405	0.725	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-cspl5-n1n2.mapjitter.klw	Risky second	28.0	0.014880952380952382	-0.05238095238095237	0.07857142857142857	0.68	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
