label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-n1n2.mapjitter.klw	Risky first	7.0	-0.017133874458874456	-0.07638672438672438	0.042439033189033165	0.2725	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power-n1n2.mapjitter.klw	Risky first	10.0	-0.010264285714285712	-0.07066450216450215	0.04682142857142843	0.37	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power-n1n2.mapjitter.klw	Risky first	14.0	-0.003924999999999999	-0.06029329004329005	0.059805194805194695	0.435	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power-n1n2.mapjitter.klw	Risky first	20.0	0.0010563852813852811	-0.05812554112554112	0.06997186147186145	0.5125	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power-n1n2.mapjitter.klw	Risky first	28.0	0.007045995670995671	-0.058053030303030315	0.0668409090909091	0.605	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power-n1n2.mapjitter.klw	Risky second	7.0	0.022277056277056277	-0.034220779220779214	0.07665584415584413	0.8025	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power-n1n2.mapjitter.klw	Risky second	10.0	0.013027813852813852	-0.042772727272727275	0.06706493506493498	0.665	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power-n1n2.mapjitter.klw	Risky second	14.0	0.010832792207792208	-0.056325757575757564	0.06670995670995666	0.6225	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power-n1n2.mapjitter.klw	Risky second	20.0	0.01002922077922078	-0.048095238095238094	0.0729491341991342	0.6	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power-n1n2.mapjitter.klw	Risky second	28.0	0.014494047619047618	-0.042857142857142864	0.08333333333333333	0.6725	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
