label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
chf-weber-nullind	Risky first	1	0.0011880952380952387	-0.06254761904761906	0.0635238095238095	0.52	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
chf-weber-nullind	Risky first	2	-0.0005230442176870736	-0.06037018140589568	0.06249518140589563	0.485	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
chf-weber-nullind	Risky first	3	-0.0007809523809523802	-0.07067063492063491	0.06383730158730157	0.505	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
chf-weber-nullind	Risky first	4	0.0008734126984127	-0.06628373015873014	0.06346230158730155	0.54	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
chf-weber-nullind	Risky first	5	0.0004723639455782323	-0.05699914965986395	0.060663265306122434	0.495	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
chf-weber-nullind	Risky first	6	0.0008585317460317444	-0.055166666666666656	0.05574603174603171	0.52	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
chf-weber-nullind	Risky second	1	0.0020349206349206343	-0.06572222222222222	0.06669047619047616	0.5475	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
chf-weber-nullind	Risky second	2	-0.00024285714285714313	-0.0655328798185941	0.06832879818594102	0.4875	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
chf-weber-nullind	Risky second	3	0.00041984126984127	-0.0671626984126984	0.0709563492063492	0.4825	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
chf-weber-nullind	Risky second	4	6.0119047619047463e-05	-0.0698769841269841	0.06942063492063487	0.485	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
chf-weber-nullind	Risky second	5	0.001701785714285714	-0.06175651927437641	0.06502721088435376	0.5125	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
chf-weber-nullind	Risky second	6	0.000683333333333333	-0.055333333333333345	0.05721428571428565	0.5025	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
