label	order	stake2	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-spl3-n1n2psd	Risky first	0	1	ips	0.31403511904761905	0.2559345238095238	0.3716785714285714	0.3007142857142857	0.04903524360477354	1.5257142857142856	13.846666666666666
log-spl3-n1n2psd	Risky first	0	1	vertex	0.31651267006802725	0.25414030612244903	0.3774166666666666	0.3181972789115646	0.05002225565178187	1.527162075592569	13.845291479820627
log-spl3-n1n2psd	Risky first	0	2	ips	0.4192023809523809	0.3647142857142857	0.47530952380952374	0.40476190476190477	0.044870242575685435	1.7592219986586184	14.23943661971831
log-spl3-n1n2psd	Risky first	0	2	vertex	0.4193571428571428	0.3542619047619048	0.48859523809523797	0.3980952380952381	0.04994755152318544	1.7587677725118485	14.281990521327014
log-spl3-n1n2psd	Risky first	0	3	ips	0.5396142857142857	0.47450000000000003	0.601470238095238	0.5895238095238096	0.03555013630836433	2.0353419092755587	15.687203791469194
log-spl3-n1n2psd	Risky first	0	3	vertex	0.5378321428571428	0.4753690476190476	0.6044345238095236	0.4926190476190476	0.04747938201668883	2.0378673957621327	15.705741626794259
log-spl3-n1n2psd	Risky first	0	4	ips	0.6849035714285715	0.6175952380952381	0.7547857142857143	0.6985714285714285	0.05027641349348792	2.3335365853658536	15.585365853658537
log-spl3-n1n2psd	Risky first	0	4	vertex	0.681525	0.6147380952380952	0.7457142857142858	0.6847619047619047	0.05185796981126925	2.335008818342152	15.546296296296296
log-spl3-n1n2psd	Risky first	0	5	ips	0.7784107142857143	0.7141071428571428	0.8428571428571429	0.7428571428571429	0.050715173385532365	2.727536231884058	15.876811594202898
log-spl3-n1n2psd	Risky first	0	5	vertex	0.7821666666666667	0.7166666666666667	0.8428571428571429	0.8261904761904763	0.0382524766185622	2.7294117647058824	15.845588235294118
log-spl3-n1n2psd	Risky first	0	6	ips	0.8569301470588235	0.7867647058823529	0.9166666666666667	0.8872549019607844	0.03721500819271473	3.1692396313364055	17.431451612903224
log-spl3-n1n2psd	Risky first	0	6	vertex	0.8654166666666666	0.8063725490196079	0.9192401960784312	0.8676470588235294	0.03839948293140393	3.148847926267281	17.33467741935484
log-spl3-n1n2psd	Risky first	1	1	ips	0.22942857142857143	0.16428571428571428	0.2930357142857141	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516
log-spl3-n1n2psd	Risky first	1	1	vertex	0.22221428571428573	0.16428571428571428	0.2857142857142857	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516
log-spl3-n1n2psd	Risky first	1	2	ips	0.3102857142857143	0.24285714285714285	0.37857142857142856	0.29285714285714287	0.050715173385532365	1.8003061224489796	33.607142857142854
log-spl3-n1n2psd	Risky first	1	2	vertex	0.2964285714285714	0.22857142857142856	0.3738095238095238	0.30476190476190473	0.05180482760063736	1.8022419186652763	33.58759124087591
log-spl3-n1n2psd	Risky first	1	3	ips	0.41264285714285714	0.32857142857142857	0.4928571428571429	0.38571428571428573	0.0526032968808714	2.065714285714286	36.8
log-spl3-n1n2psd	Risky first	1	3	vertex	0.3894821428571428	0.32142857142857145	0.4642857142857143	0.3761904761904762	0.06143432539876667	2.066546762589928	36.85251798561151
log-spl3-n1n2psd	Risky first	1	4	ips	0.5408511904761905	0.4738095238095238	0.6001190476190474	0.530952380952381	0.052492242355764794	2.3930900621118014	36.619565217391305
log-spl3-n1n2psd	Risky first	1	4	vertex	0.5152880952380952	0.4428333333333333	0.5833333333333334	0.5238095238095237	0.05650613988058596	2.381031746031746	36.43333333333333
log-spl3-n1n2psd	Risky first	1	5	ips	0.6456809523809524	0.5837619047619047	0.7067142857142856	0.68	0.05133511583357984	2.7493098688750863	38.84782608695652
log-spl3-n1n2psd	Risky first	1	5	vertex	0.6260261904761905	0.5619047619047619	0.6895476190476191	0.6323809523809524	0.04907140920414363	2.7449175824175827	38.79326923076923
