label	order	stake_bin	stim	slope	lo	hi	observed	stake_chf	n_trials	d_slope_observed	d_slope	lo_contrast	hi_contrast	p_lt0	stake_chf_contrast
log-power-mem.mapjitter.klw	Risky first	0	ips	0.5258210958322529	0.431323126044293	0.6220160693791531	0.5726447448718716	12.647988505747126	696	-0.061416750116486396	-0.026539778570341163	-0.14743093229527215	0.09952887191670651	0.6525	12.658976207642393
log-power-mem.mapjitter.klw	Risky first	0	vertex	0.5523608744025941	0.4493124994497561	0.6552359044176198	0.634061494988358	12.670043415340087	691	-0.061416750116486396	-0.026539778570341163	-0.14743093229527215	0.09952887191670651	0.6525	12.658976207642393
log-power-mem.mapjitter.klw	Risky first	1	ips	0.4242167348117304	0.3297156385839313	0.5097275455418796	0.48139778942782585	23.08393113342898	697	-0.011754715115601888	-0.02390632275240268	-0.15445855122558813	0.1132407967514079	0.65	23.03832248734635
log-power-mem.mapjitter.klw	Risky first	1	vertex	0.44812305756413306	0.3580571562391312	0.5372692152943799	0.49315250454342774	22.99198250728863	686	-0.011754715115601888	-0.02390632275240268	-0.15445855122558813	0.1132407967514079	0.65	23.03832248734635
log-power-mem.mapjitter.klw	Risky first	2	ips	0.16592253480887842	0.044360776328057086	0.27882567819878273	0.23221653369331777	42.27161383285303	694	0.0213864321101917	-0.02711583622703583	-0.16635831979063884	0.1323658753491124	0.64	42.19430425378515
log-power-mem.mapjitter.klw	Risky first	2	vertex	0.19303837103591426	0.08680905773629356	0.2817128944918922	0.21083010158312607	42.116883116883116	693	0.0213864321101917	-0.02711583622703583	-0.16635831979063884	0.1323658753491124	0.64	42.19430425378515
log-power-mem.mapjitter.klw	Risky second	0	ips	0.5239482951063478	0.41858777604433867	0.6376661971267935	0.5535422762288243	12.667142857142856	700	-0.18798032163285872	-0.06964748928477113	-0.21692510082952352	0.06977037487030137	0.8375	12.677857142857142
log-power-mem.mapjitter.klw	Risky second	0	vertex	0.5935957843911188	0.502459968368299	0.6916174226336202	0.7415225978616831	12.688571428571429	700	-0.18798032163285872	-0.06964748928477113	-0.21692510082952352	0.06977037487030137	0.8375	12.677857142857142
log-power-mem.mapjitter.klw	Risky second	1	ips	0.3996431555791755	0.3028690681958827	0.49000335559275415	0.29270400382215733	23.160377358490567	689	-0.14778942258236893	-0.04091217722057401	-0.17730520163108673	0.08774147902580351	0.7075	23.129696531791907
log-power-mem.mapjitter.klw	Risky second	1	vertex	0.4405553327997495	0.352357361451084	0.5384192750511636	0.44049342640452627	23.09928057553957	695	-0.14778942258236893	-0.04091217722057401	-0.17730520163108673	0.08774147902580351	0.7075	23.129696531791907
log-power-mem.mapjitter.klw	Risky second	2	ips	0.1506189374598061	0.0472641600440787	0.2534545435977512	0.12211657687000906	42.263988522238165	697	-0.03299622260997469	-0.0192456128584072	-0.16113142687603285	0.10997460141480318	0.615	42.25394548063128
log-power-mem.mapjitter.klw	Risky second	2	vertex	0.1698645503182133	0.0706670049869015	0.2714310979233734	0.15511279947998374	42.24390243902439	697	-0.03299622260997469	-0.0192456128584072	-0.16113142687603285	0.10997460141480318	0.615	42.25394548063128
