label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-percmemx.pathfinder.klw	Risky first	1	-0.009723015873015873	-0.0734126984126984	0.04957142857142853	0.42	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
log-power-percmemx.pathfinder.klw	Risky first	2	-0.008620606575963717	-0.07052069160997733	0.061734693877550956	0.3875	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
log-power-percmemx.pathfinder.klw	Risky first	3	-0.004475396825396824	-0.07298412698412697	0.05734523809523805	0.48	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
log-power-percmemx.pathfinder.klw	Risky first	4	0.00035892857142857325	-0.08196428571428573	0.07290277777777775	0.5175	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
log-power-percmemx.pathfinder.klw	Risky first	5	0.004634212018140589	-0.07095436507936508	0.07511848072562358	0.55	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
log-power-percmemx.pathfinder.klw	Risky first	6	0.011300992063492063	-0.059777777777777784	0.07369841269841265	0.6275	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
log-power-percmemx.pathfinder.klw	Risky second	1	0.019449206349206348	-0.047650793650793645	0.09018253968253967	0.7025	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
log-power-percmemx.pathfinder.klw	Risky second	2	0.015299659863945578	-0.05780839002267573	0.08893310657596368	0.675	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
log-power-percmemx.pathfinder.klw	Risky second	3	0.007571825396825395	-0.05619444444444445	0.07921031746031747	0.5775	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
log-power-percmemx.pathfinder.klw	Risky second	4	0.004603571428571428	-0.06770634920634921	0.07468452380952381	0.57	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
log-power-percmemx.pathfinder.klw	Risky second	5	0.008203486394557822	-0.06254903628117914	0.07196485260770974	0.605	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
log-power-percmemx.pathfinder.klw	Risky second	6	0.012176190476190478	-0.058119047619047626	0.08095238095238094	0.65	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
