label	order	stake_bin	stim	slope	lo	hi	observed	stake_chf	n_trials	d_slope_observed	d_slope	lo_contrast	hi_contrast	p_lt0	stake_chf_contrast
log-power-percpsd.pathfinder.klw	Risky first	0	ips	0.46855465248792866	0.351933702549791	0.584111510110748	0.5726447448718716	12.647988505747126	696	-0.061416750116486396	-0.0801225309364903	-0.22241638350890816	0.056738572046238916	0.86	12.658976207642393
log-power-percpsd.pathfinder.klw	Risky first	0	vertex	0.5486771834244191	0.4422025491136211	0.6337284158249626	0.634061494988358	12.670043415340087	691	-0.061416750116486396	-0.0801225309364903	-0.22241638350890816	0.056738572046238916	0.86	12.658976207642393
log-power-percpsd.pathfinder.klw	Risky first	1	ips	0.3848456203301802	0.29230743030343515	0.48759793932148865	0.48139778942782585	23.08393113342898	697	-0.011754715115601888	-0.06493568996606394	-0.2051715715004552	0.07761286294333601	0.81	23.03832248734635
log-power-percpsd.pathfinder.klw	Risky first	1	vertex	0.44978131029624424	0.35383891127138783	0.5414281713029516	0.49315250454342774	22.99198250728863	686	-0.011754715115601888	-0.06493568996606394	-0.2051715715004552	0.07761286294333601	0.81	23.03832248734635
log-power-percpsd.pathfinder.klw	Risky first	2	ips	0.14482823328176392	0.017626741706863364	0.23996197132253871	0.23221653369331777	42.27161383285303	694	0.0213864321101917	-0.033697974667320406	-0.1819112412285449	0.10958014598611328	0.675	42.19430425378515
log-power-percpsd.pathfinder.klw	Risky first	2	vertex	0.17852620794908433	0.07919786629510726	0.27042515166731257	0.21083010158312607	42.116883116883116	693	0.0213864321101917	-0.033697974667320406	-0.1819112412285449	0.10958014598611328	0.675	42.19430425378515
log-power-percpsd.pathfinder.klw	Risky second	0	ips	0.4860570971100553	0.3752563703743325	0.5771326780629459	0.5535422762288243	12.667142857142856	700	-0.18798032163285872	-0.0990922647291071	-0.2411424395376482	0.04928061255458593	0.905	12.677857142857142
log-power-percpsd.pathfinder.klw	Risky second	0	vertex	0.5851493618391623	0.467540616542496	0.6811325703272915	0.7415225978616831	12.688571428571429	700	-0.18798032163285872	-0.0990922647291071	-0.2411424395376482	0.04928061255458593	0.905	12.677857142857142
log-power-percpsd.pathfinder.klw	Risky second	1	ips	0.36173575921937934	0.2638308741303197	0.4658989736905734	0.29270400382215733	23.160377358490567	689	-0.14778942258236893	-0.06861287637347133	-0.19291606701093952	0.0771495426197425	0.8475	23.129696531791907
log-power-percpsd.pathfinder.klw	Risky second	1	vertex	0.4303486355928506	0.34113436008728665	0.5200021725399326	0.44049342640452627	23.09928057553957	695	-0.14778942258236893	-0.06861287637347133	-0.19291606701093952	0.0771495426197425	0.8475	23.129696531791907
log-power-percpsd.pathfinder.klw	Risky second	2	ips	0.13412987009874872	0.016832289161935927	0.25097956692123413	0.12211657687000906	42.263988522238165	697	-0.03299622260997469	-0.014064674844471204	-0.15778226311527366	0.14461349441739987	0.57	42.25394548063128
log-power-percpsd.pathfinder.klw	Risky second	2	vertex	0.14819454494321993	0.03289059841364948	0.24526392436553832	0.15511279947998374	42.24390243902439	697	-0.03299622260997469	-0.014064674844471204	-0.15778226311527366	0.14461349441739987	0.57	42.25394548063128
