label	order	stake_bin	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-percmemx.pathfinder.klw	Risky first	0	-0.005141080706604808	-0.054861733050476966	0.046348312690307376	0.425	0.011795959213031306	0.029597452359253172	2.0757029560201876	12.658976207642393
log-power-percmemx.pathfinder.klw	Risky first	1	-0.0019897911636744	-0.05416643898388703	0.04259651771394363	0.46	-0.008979291876240124	0.03521516769099482	2.2844540853217645	23.03832248734635
log-power-percmemx.pathfinder.klw	Risky first	2	0.0034455613186263347	-0.050977335272226906	0.050301150603782166	0.535	0.016444006629765147	0.033777521973981664	2.4692295808013185	42.19430425378515
log-power-percmemx.pathfinder.klw	Risky second	0	0.006028027590621576	-0.04037995963935813	0.0508956997472035	0.6175	0.05994824724148031	0.03282724727628665	2.07734693877551	12.677857142857142
log-power-percmemx.pathfinder.klw	Risky second	1	0.008877211714031701	-0.034418254383092955	0.05160409793901606	0.655	0.061330860893001535	0.03509798859832722	2.2888109000825763	23.129696531791907
log-power-percmemx.pathfinder.klw	Risky second	2	0.019852463409606266	-0.03258312176545259	0.07643724299927307	0.745	0.03700550076489926	0.03892267001359706	2.4729452756712442	42.25394548063128
