label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-affine-mem.klw	Risky first	0	ips	0.5575940041726419	0.5223093698404402	0.5928663845123375	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
log-affine-mem.klw	Risky first	0	vertex	0.5566145371545747	0.5218507280105025	0.5936390489210038	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
log-affine-mem.klw	Risky first	1	ips	0.5325240398073104	0.5002520071824583	0.5648189331553992	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
log-affine-mem.klw	Risky first	1	vertex	0.5372250177423442	0.5002693659601002	0.571340530311008	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
log-affine-mem.klw	Risky first	2	ips	0.5000816605908711	0.4639586845902635	0.5360924280397964	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
log-affine-mem.klw	Risky first	2	vertex	0.5073199143134128	0.46872957460496156	0.5437792621035655	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
log-affine-mem.klw	Risky second	0	ips	0.533445794681509	0.4925732784341807	0.5721791518840391	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
log-affine-mem.klw	Risky second	0	vertex	0.5285316969371481	0.49250338237368313	0.5627206544499778	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
log-affine-mem.klw	Risky second	1	ips	0.59612158220545	0.564496222093303	0.6292357663958725	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
log-affine-mem.klw	Risky second	1	vertex	0.5786454374572796	0.5448983063719905	0.6098805536568694	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
log-affine-mem.klw	Risky second	2	ips	0.6284411488678405	0.594209446777116	0.6632983324111144	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
log-affine-mem.klw	Risky second	2	vertex	0.6193125389230653	0.5814514316093263	0.651696817802081	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
