label	order	stake_bin	stim	slope	lo	hi	observed	n_subjects	d_slope	lo_contrast	hi_contrast	p_lt0	d_slope_observed	stake_chf
log-cspl5-percpmu.mapjitter.klw	Risky first	0	ips	0.644133224122613	0.4406614123627005	0.8405688037362213	0.8885830806718236	35	-0.030599082735418753	-0.29754744929832316	0.21954737755813808	0.58	0.033574757163430724	12.647988505747126
log-cspl5-percpmu.mapjitter.klw	Risky first	0	vertex	0.6747323068580318	0.5083576285883988	0.844296222305913	0.8550083235083928	35	-0.030599082735418753	-0.29754744929832316	0.21954737755813808	0.58	0.033574757163430724	12.670043415340087
log-cspl5-percpmu.mapjitter.klw	Risky first	1	ips	0.7024896833363674	0.5308493243046392	0.8861773273491315	0.941889085776863	35	-0.032817749225458534	-0.26681025972983186	0.19726785370073074	0.6125	0.043427277693693034	23.08393113342898
log-cspl5-percpmu.mapjitter.klw	Risky first	1	vertex	0.7353074325618258	0.5629545425014059	0.9080046767846337	0.89846180808317	35	-0.032817749225458534	-0.26681025972983186	0.19726785370073074	0.6125	0.043427277693693034	22.99198250728863
log-cspl5-percpmu.mapjitter.klw	Risky first	2	ips	0.5911716796332973	0.3834532930847921	0.7942604563683492	0.8717315848873645	35	-0.032241681327567814	-0.3087854841529845	0.23016949851148535	0.59	-0.0898690131339469	42.27161383285303
log-cspl5-percpmu.mapjitter.klw	Risky first	2	vertex	0.6234133609608652	0.4094619793912763	0.8172684883231273	0.9616005980213114	35	-0.032241681327567814	-0.3087854841529845	0.23016949851148535	0.59	-0.0898690131339469	42.116883116883116
log-cspl5-percpmu.mapjitter.klw	Risky second	0	ips	0.730224904966501	0.5345412308972212	0.9203574379815475	0.9915735592313322	35	-0.056566507019120624	-0.32554820695052405	0.19034544786313515	0.64	0.06585172084157309	12.667142857142856
log-cspl5-percpmu.mapjitter.klw	Risky second	0	vertex	0.7867914119856217	0.6212223565335571	0.9484443146920631	0.9257218383897591	35	-0.056566507019120624	-0.32554820695052405	0.19034544786313515	0.64	0.06585172084157309	12.688571428571429
log-cspl5-percpmu.mapjitter.klw	Risky second	1	ips	0.5899671180418214	0.42657569168696874	0.7614437000231502	0.6985017255518281	35	-0.039515835325996534	-0.25071815467494	0.19825167477066766	0.63	-0.19087743802583457	23.160377358490567
log-cspl5-percpmu.mapjitter.klw	Risky second	1	vertex	0.629482953367818	0.4682860719523642	0.7918073014876695	0.8893791635776627	35	-0.039515835325996534	-0.25071815467494	0.19825167477066766	0.63	-0.19087743802583457	23.09928057553957
log-cspl5-percpmu.mapjitter.klw	Risky second	2	ips	0.5615675672243028	0.33703637670909214	0.7767791255840136	0.6636328253270827	35	-0.01859069256771426	-0.3004002502375763	0.2633320432249714	0.5525	-0.08177991376276184	42.263988522238165
log-cspl5-percpmu.mapjitter.klw	Risky second	2	vertex	0.580158259792017	0.3790943406358025	0.7789896179590692	0.7454127390898445	35	-0.01859069256771426	-0.3004002502375763	0.2633320432249714	0.5525	-0.08177991376276184	42.24390243902439
