label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-genweber-null	Risky first	1	-0.000941269841269841	-0.06127777777777777	0.06826984126984124	0.4825	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
log-genweber-null	Risky first	2	-0.0014270691609977314	-0.06531774376417235	0.05531774376417231	0.49	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
log-genweber-null	Risky first	3	-0.0005960317460317433	-0.0731904761904762	0.062071428571428555	0.5275	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
log-genweber-null	Risky first	4	-0.0005178571428571416	-0.0696031746031746	0.06600992063492059	0.51	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
log-genweber-null	Risky first	5	0.00014671201814058906	-0.058911281179138325	0.06400850340136052	0.48	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
log-genweber-null	Risky first	6	0.0017398809523809502	-0.052628968253968254	0.05547817460317453	0.535	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
log-genweber-null	Risky second	1	0.0011134920634920632	-0.056841269841269845	0.06063492063492063	0.52	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
log-genweber-null	Risky second	2	0.0007781179138321992	-0.0681655328798186	0.06911451247165527	0.5	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
log-genweber-null	Risky second	3	3.571428571429239e-06	-0.06160714285714287	0.06873412698412698	0.48	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
log-genweber-null	Risky second	4	-0.00032619047619047645	-0.06875595238095236	0.06441666666666661	0.5025	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
log-genweber-null	Risky second	5	-0.0004840702947845798	-0.063656179138322	0.05088492063492056	0.53	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
log-genweber-null	Risky second	6	-0.00046904761904761845	-0.0515	0.05147619047619043	0.47	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
