label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf	n_safe_chf
log-power+weber-perc.mapjitter.klw	Risky first	0	ips	0.5538936579576009	0.5184394703654988	0.5890989473939495	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126	8.35632183908046
log-power+weber-perc.mapjitter.klw	Risky first	0	vertex	0.5532561541841617	0.5182224582017815	0.587207474855971	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087	8.332850940665702
log-power+weber-perc.mapjitter.klw	Risky first	1	ips	0.5358530077900379	0.5006697344009374	0.5714341617029587	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898	14.48493543758967
log-power+weber-perc.mapjitter.klw	Risky first	1	vertex	0.531741167774925	0.4958636553504974	0.5669622538010419	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863	14.478134110787172
log-power+weber-perc.mapjitter.klw	Risky first	2	ips	0.5037404704944178	0.46427593605225187	0.5402764866712235	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303	24.65129682997118
log-power+weber-perc.mapjitter.klw	Risky first	2	vertex	0.4935342472714764	0.45415380139296546	0.5308181125719825	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116	24.594516594516595
log-power+weber-perc.mapjitter.klw	Risky second	0	ips	0.5284629672124034	0.4870878413566384	0.5639125465178096	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856	8.368571428571428
log-power+weber-perc.mapjitter.klw	Risky second	0	vertex	0.5283649084833296	0.49550793108311897	0.5632182648178888	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429	8.337142857142856
log-power+weber-perc.mapjitter.klw	Risky second	1	ips	0.5909220380815803	0.5551645787501603	0.625935175186502	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567	14.494920174165458
log-power+weber-perc.mapjitter.klw	Risky second	1	vertex	0.5831429729627098	0.5500730424546214	0.615811403508772	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957	14.546762589928058
log-power+weber-perc.mapjitter.klw	Risky second	2	ips	0.6220432189781815	0.5864421117729388	0.6598621635256973	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165	24.642754662840748
log-power+weber-perc.mapjitter.klw	Risky second	2	vertex	0.6070162185767449	0.5672523543707754	0.6454764562922457	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439	24.61406025824964
