label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power+weber-percpmu.mapjitter.klw	Risky first	7.0	0.01627784992784993	-0.0435407647907648	0.08210028860028859	0.7025	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power+weber-percpmu.mapjitter.klw	Risky first	10.0	0.017881277056277057	-0.04958658008658008	0.08357034632034627	0.7175	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power+weber-percpmu.mapjitter.klw	Risky first	14.0	0.01790378787878788	-0.040055194805194816	0.07581385281385276	0.715	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power+weber-percpmu.mapjitter.klw	Risky first	20.0	0.01834469696969697	-0.04983766233766234	0.0811266233766233	0.6975	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power+weber-percpmu.mapjitter.klw	Risky first	28.0	0.01964848484848485	-0.04650216450216451	0.0759707792207791	0.7575	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power+weber-percpmu.mapjitter.klw	Risky second	7.0	0.018029761904761906	-0.044177489177489176	0.07575757575757576	0.7425	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power+weber-percpmu.mapjitter.klw	Risky second	10.0	0.018540909090909094	-0.03998593073593073	0.08192424242424241	0.7225	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power+weber-percpmu.mapjitter.klw	Risky second	14.0	0.02308170995670996	-0.03384199134199134	0.08680194805194803	0.765	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power+weber-percpmu.mapjitter.klw	Risky second	20.0	0.022810606060606062	-0.03983766233766234	0.07922619047619046	0.76	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power+weber-percpmu.mapjitter.klw	Risky second	28.0	0.02220238095238095	-0.04523809523809524	0.08333333333333333	0.7725	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
