label	order	rung	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-affine-n2	Risky first	1	-0.009334920634920633	-0.07146825396825396	0.05811904761904759	0.385	-0.014285714285714289	0.036445365126295676	1.560324302134647	20.32902298850575
log-affine-n2	Risky first	2	-0.012495975056689344	-0.07371173469387755	0.05069501133786847	0.3575	-0.001995464852607712	0.039793806545429716	1.7756979824740167	21.901569186875893
log-affine-n2	Risky first	3	-0.013403571428571426	-0.08129761904761905	0.04973412698412694	0.37	0.05968253968253967	0.03836606192729519	2.048385448600041	24.130185979971387
log-affine-n2	Risky first	4	-0.015242857142857143	-0.08588888888888888	0.04182936507936508	0.3375	0.0003968253968253986	0.04195467576645311	2.362153209109731	26.62391304347826
log-affine-n2	Risky first	5	-0.01573690476190476	-0.07912018140589569	0.056494047619047603	0.2725	-0.0010997732426303959	0.039340281011939926	2.7396952104499275	29.690130624092888
log-affine-n2	Risky first	6	-0.015389484126984128	-0.07100992063492062	0.04337301587301585	0.27	-0.005158730158730161	0.030555798075844035	3.2010473397570176	33.354105571847505
log-affine-n2	Risky second	1	0.006518253968253968	-0.05778571428571428	0.0727222222222222	0.57	0.052380952380952375	0.03844840960259965	1.5596264367816093	20.32471264367816
log-affine-n2	Risky second	2	0.003967233560090702	-0.06073469387755101	0.07788095238095237	0.545	0.1287074829931973	0.048648051157488874	1.7766917293233082	21.94167852062589
log-affine-n2	Risky second	3	0.0021238095238095235	-0.0571468253968254	0.06511111111111108	0.515	0.05492063492063492	0.038718294244327746	2.047557997557998	24.103276353276353
log-affine-n2	Risky second	4	0.003278968253968253	-0.06536904761904763	0.06908134920634917	0.5325	0.038253968253968255	0.03420792520649049	2.3660791145726585	26.685078909612624
log-affine-n2	Risky second	5	0.01062233560090703	-0.04824036281179138	0.06396541950113371	0.6475	0.019489795918367338	0.03151580001348493	2.740617872693344	29.772859216255444
log-affine-n2	Risky second	6	0.015295238095238094	-0.04385714285714286	0.06861904761904758	0.6975	0.019999999999999997	0.03473791428793085	3.2039694025222243	33.36903039073806
