label	order	stake_bin	stim	slope	lo	hi	observed	stake_chf	n_trials	d_slope_observed	d_slope	lo_contrast	hi_contrast	p_lt0	stake_chf_contrast
log-power+weber-percmempmu.mapjitter.klw	Risky first	0	ips	0.4750372338483879	0.3819540848623784	0.5800576612165712	0.5726447448718716	12.647988505747126	696	-0.061416750116486396	-0.08223401689618616	-0.2136464949527256	0.05638248427593372	0.865	12.658976207642393
log-power+weber-percmempmu.mapjitter.klw	Risky first	0	vertex	0.5572712507445741	0.4671326679778997	0.6461845731210708	0.634061494988358	12.670043415340087	691	-0.061416750116486396	-0.08223401689618616	-0.2136464949527256	0.05638248427593372	0.865	12.658976207642393
log-power+weber-percmempmu.mapjitter.klw	Risky first	1	ips	0.37913089152493495	0.27999791785301437	0.4914605093671587	0.48139778942782585	23.08393113342898	697	-0.011754715115601888	-0.057619656572082095	-0.19456675866081638	0.08077825386627951	0.77	23.03832248734635
log-power+weber-percmempmu.mapjitter.klw	Risky first	1	vertex	0.4367505480970171	0.3401560484467473	0.5295210711315396	0.49315250454342774	22.99198250728863	686	-0.011754715115601888	-0.057619656572082095	-0.19456675866081638	0.08077825386627951	0.77	23.03832248734635
log-power+weber-percmempmu.mapjitter.klw	Risky first	2	ips	0.14674280075067414	0.03951158709771529	0.26066226461837716	0.23221653369331777	42.27161383285303	694	0.0213864321101917	-0.024352473310916296	-0.1752796968022042	0.11848223696536017	0.6175	42.19430425378515
log-power+weber-percmempmu.mapjitter.klw	Risky first	2	vertex	0.17109527406159045	0.07978276566948451	0.2692012578488129	0.21083010158312607	42.116883116883116	693	0.0213864321101917	-0.024352473310916296	-0.1752796968022042	0.11848223696536017	0.6175	42.19430425378515
log-power+weber-percmempmu.mapjitter.klw	Risky second	0	ips	0.5023728952572631	0.4035981267153934	0.6087147280144863	0.5535422762288243	12.667142857142856	700	-0.18798032163285872	-0.1112127093243667	-0.22075358145994795	0.027314753290745977	0.935	12.677857142857142
log-power+weber-percmempmu.mapjitter.klw	Risky second	0	vertex	0.6135856045816298	0.5157500604354585	0.7050206201842993	0.7415225978616831	12.688571428571429	700	-0.18798032163285872	-0.1112127093243667	-0.22075358145994795	0.027314753290745977	0.935	12.677857142857142
log-power+weber-percmempmu.mapjitter.klw	Risky second	1	ips	0.36152797182187063	0.2594946586294211	0.4526757993060373	0.29270400382215733	23.160377358490567	689	-0.14778942258236893	-0.0784380178247188	-0.21249806906639304	0.06277059201451693	0.8575	23.129696531791907
log-power+weber-percmempmu.mapjitter.klw	Risky second	1	vertex	0.43996598964658945	0.33473248955532536	0.5303277599129226	0.44049342640452627	23.09928057553957	695	-0.14778942258236893	-0.0784380178247188	-0.21249806906639304	0.06277059201451693	0.8575	23.129696531791907
log-power+weber-percmempmu.mapjitter.klw	Risky second	2	ips	0.1298211900171155	0.02644660251305806	0.23457925832079632	0.12211657687000906	42.263988522238165	697	-0.03299622260997469	-0.021337154263794282	-0.1644037558248074	0.14308469570637494	0.6275	42.25394548063128
log-power+weber-percmempmu.mapjitter.klw	Risky second	2	vertex	0.1511583442809098	0.0472105547339334	0.25178609588849715	0.15511279947998374	42.24390243902439	697	-0.03299622260997469	-0.021337154263794282	-0.1644037558248074	0.14308469570637494	0.6275	42.25394548063128
