label	order	stake_bin	stim	slope	lo	hi	observed	n_subjects	d_slope	lo_contrast	hi_contrast	p_lt0	d_slope_observed	stake_chf
log-power-percmem.mapjitter.klw	Risky first	0	ips	0.7129280886659533	0.4937454958460635	0.8873877209747641	0.8885830806718236	35	-0.006419676992071302	-0.27375506543210837	0.2157170551940221	0.51	0.033574757163430724	12.647988505747126
log-power-percmem.mapjitter.klw	Risky first	0	vertex	0.7193477656580245	0.5413573618879631	0.8844904430333427	0.8550083235083928	35	-0.006419676992071302	-0.27375506543210837	0.2157170551940221	0.51	0.033574757163430724	12.670043415340087
log-power-percmem.mapjitter.klw	Risky first	1	ips	0.7384998853325377	0.570586769586497	0.9161386250831152	0.941889085776863	35	-0.019129530757712853	-0.24611363985589016	0.23798339511502165	0.565	0.043427277693693034	23.08393113342898
log-power-percmem.mapjitter.klw	Risky first	1	vertex	0.7576294160902506	0.5775197496156835	0.9191302152087647	0.89846180808317	35	-0.019129530757712853	-0.24611363985589016	0.23798339511502165	0.565	0.043427277693693034	22.99198250728863
log-power-percmem.mapjitter.klw	Risky first	2	ips	0.6029465650165697	0.38285263750934206	0.7895641721875785	0.8717315848873645	35	0.020504266015618597	-0.23488928764371353	0.29613197812457936	0.4425	-0.0898690131339469	42.27161383285303
log-power-percmem.mapjitter.klw	Risky first	2	vertex	0.5824422990009511	0.3977765595964211	0.7777446706122303	0.9616005980213114	35	0.020504266015618597	-0.23488928764371353	0.29613197812457936	0.4425	-0.0898690131339469	42.116883116883116
log-power-percmem.mapjitter.klw	Risky second	0	ips	0.7608624638578738	0.5687508305824452	0.9640143467965564	0.9915735592313322	35	-0.02543595094645317	-0.2697172078121445	0.21580790948379988	0.565	0.06585172084157309	12.667142857142856
log-power-percmem.mapjitter.klw	Risky second	0	vertex	0.786298414804327	0.5946531380018962	0.956955589836549	0.9257218383897591	35	-0.02543595094645317	-0.2697172078121445	0.21580790948379988	0.565	0.06585172084157309	12.688571428571429
log-power-percmem.mapjitter.klw	Risky second	1	ips	0.7044794226429016	0.5053555485097214	0.8764787824584316	0.6985017255518281	35	-0.011675778333598017	-0.22214200312269222	0.21806150771701371	0.54	-0.19087743802583457	23.160377358490567
log-power-percmem.mapjitter.klw	Risky second	1	vertex	0.7161552009764995	0.5555373584402983	0.8740023553760549	0.8893791635776627	35	-0.011675778333598017	-0.22214200312269222	0.21806150771701371	0.54	-0.19087743802583457	23.09928057553957
log-power-percmem.mapjitter.klw	Risky second	2	ips	0.5871345073150296	0.39360165172804573	0.795142561490038	0.6636328253270827	35	0.020777821454974053	-0.2464452360037689	0.32697410745680844	0.4375	-0.08177991376276184	42.263988522238165
log-power-percmem.mapjitter.klw	Risky second	2	vertex	0.5663566858600556	0.3750477026307669	0.769466446878573	0.7454127390898445	35	0.020777821454974053	-0.2464452360037689	0.32697410745680844	0.4375	-0.08177991376276184	42.24390243902439
