label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power+weber-perc.mapjitter.klw	Risky first	7.0	0.0008988455988455998	-0.05357720057720057	0.062310245310245295	0.495	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power+weber-perc.mapjitter.klw	Risky first	10.0	0.002200865800865801	-0.05370670995670995	0.06156709956709956	0.54	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power+weber-perc.mapjitter.klw	Risky first	14.0	0.004211255411255411	-0.050266233766233764	0.06660281385281379	0.5375	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power+weber-perc.mapjitter.klw	Risky first	20.0	0.006516774891774891	-0.0577435064935065	0.07476623376623377	0.575	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power+weber-perc.mapjitter.klw	Risky first	28.0	0.010073484848484849	-0.04838419913419913	0.06239502164502164	0.6475	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power+weber-perc.mapjitter.klw	Risky second	7.0	6.872294372294446e-05	-0.05140692640692639	0.052418831168831136	0.4975	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power+weber-perc.mapjitter.klw	Risky second	10.0	0.0011999999999999995	-0.05607900432900432	0.061764069264069195	0.505	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power+weber-perc.mapjitter.klw	Risky second	14.0	0.008861471861471864	-0.05029220779220779	0.06888528138528134	0.605	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power+weber-perc.mapjitter.klw	Risky second	20.0	0.011423701298701301	-0.04437770562770562	0.072775974025974	0.64	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power+weber-perc.mapjitter.klw	Risky second	28.0	0.015392857142857144	-0.045238095238095244	0.07863095238095233	0.6875	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
