label	order	stake_bin	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-n2.mapjitter.klw	Risky first	0	-0.022565518631695102	-0.07412959617658865	0.02468995046184343	0.1975	0.011795959213031306	0.029597452359253172	2.0757029560201876	12.658976207642393
log-power-n2.mapjitter.klw	Risky first	1	-0.007186816768174572	-0.05066862295157296	0.042458127110493286	0.3525	-0.008979291876240124	0.03521516769099482	2.2844540853217645	23.03832248734635
log-power-n2.mapjitter.klw	Risky first	2	0.002483534817435747	-0.048037318117039464	0.04948061888232166	0.53	0.016444006629765147	0.033777521973981664	2.4692295808013185	42.19430425378515
log-power-n2.mapjitter.klw	Risky second	0	0.011962863055908171	-0.03540659820547037	0.05268322592194772	0.6675	0.05994824724148031	0.03282724727628665	2.07734693877551	12.677857142857142
log-power-n2.mapjitter.klw	Risky second	1	0.000599818013329731	-0.045675346055487585	0.04525425178045693	0.51	0.061330860893001535	0.03509798859832722	2.2888109000825763	23.129696531791907
log-power-n2.mapjitter.klw	Risky second	2	0.004800932526120495	-0.04398072562358276	0.06286216352569736	0.5575	0.03700550076489926	0.03892267001359706	2.4729452756712442	42.25394548063128
