label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-genweber-null	Risky first	0	ips	0.5633797959375137	0.5308744599913331	0.5980573999934903	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
log-genweber-null	Risky first	0	vertex	0.5654259756534192	0.5304366028708134	0.6010370379411732	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
log-genweber-null	Risky first	1	ips	0.5238733904566611	0.49196769249964745	0.5574839750892382	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
log-genweber-null	Risky first	1	vertex	0.522766471309417	0.4904552305770793	0.5552670854625742	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
log-genweber-null	Risky first	2	ips	0.5005307112478166	0.46591512873091817	0.5324533872560188	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
log-genweber-null	Risky first	2	vertex	0.5003208883393868	0.46498586930785074	0.5330725510299814	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
log-genweber-null	Risky second	0	ips	0.5333811772396359	0.4974173583308922	0.5634892995475702	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
log-genweber-null	Risky second	0	vertex	0.5338155326085777	0.5001760271891851	0.5686462123924529	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
log-genweber-null	Risky second	1	ips	0.598503823219878	0.5663476162394783	0.631125286956888	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
log-genweber-null	Risky second	1	vertex	0.5935204184704185	0.5609446532999164	0.6278171945014049	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
log-genweber-null	Risky second	2	ips	0.634801349152101	0.6011377849385369	0.6682111311829357	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
log-genweber-null	Risky second	2	vertex	0.6376927622085516	0.6011442811574391	0.6716462368041316	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
