label	order	stake_bin	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
chf-spl5-mem	Risky first	0	ips	0.5572698296064837	0.5204796827822038	0.5942810704824194	0.5701588578014938	0.037434839565611305	2.069581280788177	12.647988505747126
chf-spl5-mem	Risky first	0	vertex	0.5550944422745174	0.5220127401837928	0.5911274289620153	0.5583628985884624	0.03999694366946201	2.081868927020881	12.670043415340087
chf-spl5-mem	Risky first	1	ips	0.5508232982347644	0.5204161513090084	0.5843492470353373	0.5165086959823803	0.03184365989712946	2.2930928468948553	23.08393113342898
chf-spl5-mem	Risky first	1	vertex	0.5462945163392311	0.5101641600818957	0.5820229180986589	0.5254879878586203	0.04008110266870922	2.2756768013327777	22.99198250728863
chf-spl5-mem	Risky first	2	ips	0.4964126262626262	0.46195000759474447	0.5351342750816436	0.5142750816435027	0.043505527983834044	2.469874433923425	42.27161383285303
chf-spl5-mem	Risky first	2	vertex	0.48007009882102764	0.4426311076264637	0.5171494589861463	0.4978310750137376	0.04487004462729665	2.468583797155226	42.116883116883116
chf-spl5-mem	Risky second	0	ips	0.5293650305417222	0.49539579468150896	0.561922007399451	0.5539721598368215	0.03971352066548918	2.070795918367347	12.667142857142856
chf-spl5-mem	Risky second	0	vertex	0.5304243777734379	0.49547725645282037	0.5629075122872116	0.4940239125953411	0.03709325563501315	2.0838979591836737	12.688571428571429
chf-spl5-mem	Risky second	1	ips	0.5998989168235077	0.564224886286253	0.6331523971630119	0.6600632980464913	0.03391213943664826	2.300787891353929	23.160377358490567
chf-spl5-mem	Risky second	1	vertex	0.5880020429862535	0.5553553580922002	0.6224382927014506	0.5987324371534898	0.027772313209004338	2.2769373072970196	23.09928057553957
chf-spl5-mem	Risky second	2	ips	0.6390886184617388	0.6061670030053489	0.67640212273107	0.6336926732415454	0.03830221367395639	2.4712236113957777	42.263988522238165
chf-spl5-mem	Risky second	2	vertex	0.6234602054378371	0.59288890787575	0.6578484658616237	0.5966871724766462	0.04575468210792034	2.4746669399467103	42.24390243902439
