label	order	stake_bin	stim	slope	lo	hi	observed	n_subjects	d_slope	lo_contrast	hi_contrast	p_lt0	d_slope_observed	stake_chf
log-cspl5-perc.mapjitter.klw	Risky first	0	ips	0.6543961802056819	0.45735920117801726	0.8406208947844127	0.8885830806718236	35	-0.022870189010749956	-0.2721344810467754	0.21413107566848305	0.5725	0.033574757163430724	12.647988505747126
log-cspl5-perc.mapjitter.klw	Risky first	0	vertex	0.6772663692164319	0.47603496329441386	0.8576522421486518	0.8550083235083928	35	-0.022870189010749956	-0.2721344810467754	0.21413107566848305	0.5725	0.033574757163430724	12.670043415340087
log-cspl5-perc.mapjitter.klw	Risky first	1	ips	0.7214018878144318	0.5347425292935546	0.8879690302356014	0.941889085776863	35	0.005678594587142375	-0.20231589015076443	0.25485004950379275	0.46	0.043427277693693034	23.08393113342898
log-cspl5-perc.mapjitter.klw	Risky first	1	vertex	0.7157232932272894	0.5437172501154561	0.8944249056649705	0.89846180808317	35	0.005678594587142375	-0.20231589015076443	0.25485004950379275	0.46	0.043427277693693034	22.99198250728863
log-cspl5-perc.mapjitter.klw	Risky first	2	ips	0.6294380780209292	0.4247711551474326	0.829319584050127	0.8717315848873645	35	0.026339448359960622	-0.23693445626907017	0.3105783325456773	0.435	-0.0898690131339469	42.27161383285303
log-cspl5-perc.mapjitter.klw	Risky first	2	vertex	0.6030986296609686	0.4035985752243965	0.7970693543292621	0.9616005980213114	35	0.026339448359960622	-0.23693445626907017	0.3105783325456773	0.435	-0.0898690131339469	42.116883116883116
log-cspl5-perc.mapjitter.klw	Risky second	0	ips	0.7449748497021091	0.5401340381671629	0.930794834551319	0.9915735592313322	35	-0.03167627117754808	-0.3135242883458144	0.20526164794815857	0.58	0.06585172084157309	12.667142857142856
log-cspl5-perc.mapjitter.klw	Risky second	0	vertex	0.7766511208796573	0.6035668407810132	0.9446607084799072	0.9257218383897591	35	-0.03167627117754808	-0.3135242883458144	0.20526164794815857	0.58	0.06585172084157309	12.688571428571429
log-cspl5-perc.mapjitter.klw	Risky second	1	ips	0.608973447431509	0.4277035118178317	0.7826535265309105	0.6985017255518281	35	-0.0014650785974770842	-0.2301204794987725	0.22997012112249593	0.505	-0.19087743802583457	23.160377358490567
log-cspl5-perc.mapjitter.klw	Risky second	1	vertex	0.6104385260289861	0.44234977299328887	0.785895721461569	0.8893791635776627	35	-0.0014650785974770842	-0.2301204794987725	0.22997012112249593	0.505	-0.19087743802583457	23.09928057553957
log-cspl5-perc.mapjitter.klw	Risky second	2	ips	0.5919846479411891	0.3751391240628935	0.8149630035071533	0.6636328253270827	35	0.02937485213175977	-0.24684732360237469	0.2925742696241397	0.4225	-0.08177991376276184	42.263988522238165
log-cspl5-perc.mapjitter.klw	Risky second	2	vertex	0.5626097958094294	0.35062264257597264	0.7835672595207944	0.7454127390898445	35	0.02937485213175977	-0.24684732360237469	0.2925742696241397	0.4225	-0.08177991376276184	42.24390243902439
