label	order	n_safe	model	lo	hi	p_gt0	observed	observed_sem	frac	stake_chf
log-power-percpmusd.mapjitter.klw	Risky first	7.0	0.013412085137085139	-0.046329725829725825	0.08831457431457423	0.6475	-0.003564213564213565	0.03609656059327895	2.250946643717728	11.378313253012049
log-power-percpmusd.mapjitter.klw	Risky first	10.0	0.017713419913419917	-0.04456385281385282	0.08754870129870129	0.6775	0.019004329004329006	0.031872359979577984	2.2675937122128174	16.337968561064088
log-power-percpmusd.mapjitter.klw	Risky first	14.0	0.018106926406926408	-0.04555411255411255	0.08268722943722945	0.71	-0.004632034632034642	0.041446960759510966	2.280140627679643	22.960984393757503
log-power-percpmusd.mapjitter.klw	Risky first	20.0	0.01798138528138528	-0.04693073593073594	0.08110714285714284	0.72	-0.027489177489177494	0.042985399933987666	2.2894357743097236	32.89435774309724
log-power-percpmusd.mapjitter.klw	Risky first	28.0	0.021230952380952378	-0.04321753246753247	0.08189285714285711	0.77	0.04402597402597404	0.04149585065705767	2.2939791024323397	46.11570743405276
log-power-percpmusd.mapjitter.klw	Risky second	7.0	0.02188690476190476	-0.03470779220779221	0.07857142857142856	0.7725	0.09588744588744588	0.04111927498400671	2.2501283147989737	11.375449101796407
log-power-percpmusd.mapjitter.klw	Risky second	10.0	0.024360714285714288	-0.04221320346320346	0.08508116883116881	0.7925	0.010995670995671003	0.03478012487003009	2.273671497584541	16.368357487922705
log-power-percpmusd.mapjitter.klw	Risky second	14.0	0.026943181818181818	-0.029956709956709963	0.08724567099567097	0.785	0.07272727272727272	0.042458333277957935	2.2816180235535075	22.97132616487455
log-power-percpmusd.mapjitter.klw	Risky second	20.0	0.025918290043290045	-0.032472943722943716	0.08659632034632032	0.7975	0.04675324675324675	0.04130364313616211	2.292840095465394	32.92840095465394
log-power-percpmusd.mapjitter.klw	Risky second	28.0	0.02732738095238095	-0.03809523809523809	0.09047619047619047	0.7875	0.03809523809523809	0.03959748120196977	2.298469387755102	46.17857142857143
