label	order	stake2	rung	stim	model	lo	hi	observed	observed_sem	frac	stake_chf
log-spl3-nullind.klw	Risky first	0	1	ips	0.33436904761904757	0.2744642857142857	0.39479166666666665	0.3007142857142857	0.04903524360477354	1.5257142857142856	13.846666666666666
log-spl3-nullind.klw	Risky first	0	1	vertex	0.3354377551020409	0.2742857142857143	0.39725510204081627	0.3181972789115646	0.05002225565178187	1.527162075592569	13.845291479820627
log-spl3-nullind.klw	Risky first	0	2	ips	0.4324547619047619	0.3733095238095238	0.4952619047619047	0.40476190476190477	0.044870242575685435	1.7592219986586184	14.23943661971831
log-spl3-nullind.klw	Risky first	0	2	vertex	0.43438333333333334	0.3666428571428571	0.4962380952380952	0.3980952380952381	0.04994755152318544	1.7587677725118485	14.281990521327014
log-spl3-nullind.klw	Risky first	0	3	ips	0.5353946428571429	0.4709107142857143	0.5969107142857142	0.5895238095238096	0.03555013630836433	2.0353419092755587	15.687203791469194
log-spl3-nullind.klw	Risky first	0	3	vertex	0.5383273809523809	0.4785595238095238	0.5988214285714285	0.4926190476190476	0.04747938201668883	2.0378673957621327	15.705741626794259
log-spl3-nullind.klw	Risky first	0	4	ips	0.6563511904761904	0.5809523809523809	0.7224166666666666	0.6985714285714285	0.05027641349348792	2.3335365853658536	15.585365853658537
log-spl3-nullind.klw	Risky first	0	4	vertex	0.6546464285714285	0.5832619047619048	0.7286190476190475	0.6847619047619047	0.05185796981126925	2.335008818342152	15.546296296296296
log-spl3-nullind.klw	Risky first	0	5	ips	0.7396964285714286	0.6712499999999999	0.8144642857142855	0.7428571428571429	0.050715173385532365	2.727536231884058	15.876811594202898
log-spl3-nullind.klw	Risky first	0	5	vertex	0.7393869047619048	0.6666666666666666	0.8071428571428572	0.8261904761904763	0.0382524766185622	2.7294117647058824	15.845588235294118
log-spl3-nullind.klw	Risky first	0	6	ips	0.8154963235294119	0.7376838235294118	0.8824754901960783	0.8872549019607844	0.03721500819271473	3.1692396313364055	17.431451612903224
log-spl3-nullind.klw	Risky first	0	6	vertex	0.8145649509803922	0.7426470588235294	0.875	0.8676470588235294	0.03839948293140393	3.148847926267281	17.33467741935484
log-spl3-nullind.klw	Risky first	1	1	ips	0.272625	0.2	0.35	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516
log-spl3-nullind.klw	Risky first	1	1	vertex	0.27173214285714287	0.2	0.35714285714285715	0.19285714285714287	0.03980745977252777	1.6215437788018434	32.04032258064516
log-spl3-nullind.klw	Risky first	1	2	ips	0.34049999999999997	0.2714285714285714	0.4142857142857143	0.29285714285714287	0.050715173385532365	1.8003061224489796	33.607142857142854
log-spl3-nullind.klw	Risky first	1	2	vertex	0.3390654761904762	0.2642261904761905	0.41904761904761906	0.30476190476190473	0.05180482760063736	1.8022419186652763	33.58759124087591
log-spl3-nullind.klw	Risky first	1	3	ips	0.4227142857142857	0.34285714285714286	0.5	0.38571428571428573	0.0526032968808714	2.065714285714286	36.8
log-spl3-nullind.klw	Risky first	1	3	vertex	0.4186071428571429	0.34285714285714286	0.4929166666666666	0.3761904761904762	0.06143432539876667	2.066546762589928	36.85251798561151
log-spl3-nullind.klw	Risky first	1	4	ips	0.5272857142857142	0.4594642857142857	0.5904761904761905	0.530952380952381	0.052492242355764794	2.3930900621118014	36.619565217391305
log-spl3-nullind.klw	Risky first	1	4	vertex	0.5272309523809524	0.4547380952380952	0.5943214285714286	0.5238095238095237	0.05650613988058596	2.381031746031746	36.43333333333333
log-spl3-nullind.klw	Risky first	1	5	ips	0.6097785714285715	0.5437380952380952	0.6762142857142858	0.68	0.05133511583357984	2.7493098688750863	38.84782608695652
log-spl3-nullind.klw	Risky first	1	5	vertex	0.6107904761904762	0.5409285714285714	0.6743809523809524	0.6323809523809524	0.04907140920414363	2.7449175824175827	38.79326923076923
log-spl3-nullind.klw	Risky first	1	6	ips	0.6938238095238095	0.6333095238095239	0.7621488095238095	0.7364285714285714	0.04340906670457449	3.2327847267939434	42.63824884792627
log-spl3-nullind.klw	Risky first	1	6	vertex	0.6945541666666667	0.6293545918367347	0.758797619047619	0.7498639455782312	0.05023970655415116	3.217314022383147	42.32258064516129
log-spl3-nullind.klw	Risky second	0	1	ips	0.3154904761904762	0.2509523809523809	0.37452976190476184	0.30523809523809525	0.041541950204390346	1.5253042921204358	13.849775784753364
log-spl3-nullind.klw	Risky second	0	1	vertex	0.31547619047619047	0.25645833333333334	0.37318877551020396	0.27840136054421766	0.04589016222073962	1.5253968253968255	13.828888888888889
log-spl3-nullind.klw	Risky second	0	2	ips	0.41976904761904765	0.3532857142857143	0.488642857142857	0.46380952380952384	0.054599320212255296	1.7618598382749326	14.254716981132075
log-spl3-nullind.klw	Risky second	0	2	vertex	0.41813095238095244	0.35328571428571426	0.4790714285714285	0.31238095238095237	0.044345762127259235	1.7599730458221023	14.245283018867925
log-spl3-nullind.klw	Risky second	0	3	ips	0.5403333333333333	0.47261904761904766	0.6071428571428571	0.5988095238095238	0.046907321234332056	2.0345013477088947	15.660377358490566
log-spl3-nullind.klw	Risky second	0	3	vertex	0.5412678571428572	0.47688095238095235	0.6002619047619048	0.5071428571428571	0.03547257139436795	2.036530612244898	15.697619047619048
log-spl3-nullind.klw	Risky second	0	4	ips	0.6662178571428572	0.5994880952380953	0.7376190476190476	0.7547619047619047	0.04414120575023637	2.341717791411043	15.5920245398773
log-spl3-nullind.klw	Risky second	0	4	vertex	0.6643214285714285	0.5785119047619048	0.7309523809523809	0.6690476190476191	0.05242549672073599	2.330120481927711	15.55421686746988
log-spl3-nullind.klw	Risky second	0	5	ips	0.7630892857142857	0.6904761904761905	0.8358333333333332	0.7904761904761906	0.04762955066243214	2.7293121693121694	15.87037037037037
log-spl3-nullind.klw	Risky second	0	5	vertex	0.7605357142857143	0.6880357142857143	0.8310119047619047	0.7833333333333333	0.04130797993547017	2.7316176470588234	15.889705882352942
log-spl3-nullind.klw	Risky second	0	6	ips	0.8444852941176473	0.7794117647058824	0.8970588235294118	0.8602941176470589	0.038335430371496435	3.155555555555556	17.373015873015873
log-spl3-nullind.klw	Risky second	0	6	vertex	0.8432720588235294	0.7794117647058824	0.9044117647058824	0.8897058823529411	0.030208677951052126	3.155555555555556	17.373015873015873
log-spl3-nullind.klw	Risky second	1	1	ips	0.36087500000000006	0.2857142857142857	0.45714285714285713	0.35714285714285715	0.04945683361636229	1.6215437788018434	32.04032258064516
log-spl3-nullind.klw	Risky second	1	1	vertex	0.36207142857142854	0.2785714285714286	0.4430357142857141	0.2785714285714286	0.056853257753332546	1.6215437788018434	32.04032258064516
log-spl3-nullind.klw	Risky second	1	2	ips	0.4449821428571429	0.35714285714285715	0.5190476190476191	0.5190476190476191	0.05238095238095238	1.8010277492291882	33.65467625899281
log-spl3-nullind.klw	Risky second	1	2	vertex	0.44546428571428576	0.37142857142857144	0.5214285714285715	0.42142857142857143	0.05101020306102036	1.8003061224489796	33.607142857142854
log-spl3-nullind.klw	Risky second	1	3	ips	0.5299821428571428	0.4569642857142857	0.6071428571428571	0.5285714285714286	0.0604355936877744	2.065714285714286	36.8
log-spl3-nullind.klw	Risky second	1	3	vertex	0.530625	0.45714285714285713	0.6071428571428571	0.5285714285714286	0.05202963418219711	2.065714285714286	36.8
log-spl3-nullind.klw	Risky second	1	4	ips	0.6197797619047618	0.5499404761904763	0.6905357142857143	0.6809523809523809	0.0388750713843296	2.3930900621118014	36.619565217391305
log-spl3-nullind.klw	Risky second	1	4	vertex	0.6243095238095238	0.5571428571428572	0.6976190476190477	0.6642857142857143	0.05164042370092127	2.3930900621118014	36.619565217391305
log-spl3-nullind.klw	Risky second	1	5	ips	0.6931309523809523	0.6409523809523809	0.7515476190476189	0.7561904761904762	0.04389469251453656	2.751127819548872	38.78947368421053
log-spl3-nullind.klw	Risky second	1	5	vertex	0.6938499999999999	0.6352142857142857	0.751452380952381	0.7276190476190477	0.04373943973999714	2.743267259056733	38.770334928229666
log-spl3-nullind.klw	Risky second	1	6	ips	0.7568690476190477	0.695452380952381	0.8109880952380952	0.8238095238095238	0.03446459715006139	3.2355512067840837	42.60730593607306
log-spl3-nullind.klw	Risky second	1	6	vertex	0.7592440476190475	0.6952083333333333	0.8142857142857143	0.7892857142857143	0.04259959965018618	3.227987012987013	42.49545454545454
