label	order	stake_bin	stim	slope	lo	hi	observed	stake_chf	n_trials	d_slope_observed	d_slope	lo_contrast	hi_contrast	p_lt0	stake_chf_contrast
log-cspl5-perc.mapjitter.klw	Risky first	0	ips	0.4433124710481515	0.3284877908079285	0.5542324438925067	0.5726447448718716	12.647988505747126	696	-0.061416750116486396	-0.09122825705335039	-0.22152182912326013	0.037479358072114985	0.9225	12.658976207642393
log-cspl5-perc.mapjitter.klw	Risky first	0	vertex	0.534540728101502	0.4206927080055075	0.6228438023838723	0.634061494988358	12.670043415340087	691	-0.061416750116486396	-0.09122825705335039	-0.22152182912326013	0.037479358072114985	0.9225	12.658976207642393
log-cspl5-perc.mapjitter.klw	Risky first	1	ips	0.39033305228460463	0.2903796373552243	0.49038565131137984	0.48139778942782585	23.08393113342898	697	-0.011754715115601888	-0.058805639759119205	-0.1974668263420723	0.09082437687693655	0.785	23.03832248734635
log-cspl5-perc.mapjitter.klw	Risky first	1	vertex	0.4491386920437238	0.3382340481786059	0.5524613971239297	0.49315250454342774	22.99198250728863	686	-0.011754715115601888	-0.058805639759119205	-0.1974668263420723	0.09082437687693655	0.785	23.03832248734635
log-cspl5-perc.mapjitter.klw	Risky first	2	ips	0.18634461498348956	0.05428357093821886	0.2872334459701716	0.23221653369331777	42.27161383285303	694	0.0213864321101917	-0.011436245333097905	-0.16389884280185943	0.1262085496604558	0.5425	42.19430425378515
log-cspl5-perc.mapjitter.klw	Risky first	2	vertex	0.19778086031658745	0.08204816096805875	0.29678070447402105	0.21083010158312607	42.116883116883116	693	0.0213864321101917	-0.011436245333097905	-0.16389884280185943	0.1262085496604558	0.5425	42.19430425378515
log-cspl5-perc.mapjitter.klw	Risky second	0	ips	0.5251985127303976	0.4111263911480077	0.6251971445519244	0.5535422762288243	12.667142857142856	700	-0.18798032163285872	-0.09933232294746108	-0.24841629441163404	0.043229711492026986	0.925	12.677857142857142
log-cspl5-perc.mapjitter.klw	Risky second	0	vertex	0.6245308356778587	0.5134643561298523	0.7134299567315739	0.7415225978616831	12.688571428571429	700	-0.18798032163285872	-0.09933232294746108	-0.24841629441163404	0.043229711492026986	0.925	12.677857142857142
log-cspl5-perc.mapjitter.klw	Risky second	1	ips	0.29772298448097617	0.20116900365088206	0.39740892623554486	0.29270400382215733	23.160377358490567	689	-0.14778942258236893	-0.053137907811997065	-0.19735067443095686	0.07486344550328751	0.7525	23.129696531791907
log-cspl5-perc.mapjitter.klw	Risky second	1	vertex	0.35086089229297324	0.25521195004145164	0.45395992374657634	0.44049342640452627	23.09928057553957	695	-0.14778942258236893	-0.053137907811997065	-0.19735067443095686	0.07486344550328751	0.7525	23.129696531791907
log-cspl5-perc.mapjitter.klw	Risky second	2	ips	0.16261757907976104	0.05917904739439458	0.27264755801584745	0.12211657687000906	42.263988522238165	697	-0.03299622260997469	0.01912664338681742	-0.12039307286206058	0.1582245799377952	0.4125	42.25394548063128
log-cspl5-perc.mapjitter.klw	Risky second	2	vertex	0.14349093569294363	0.04004952861759993	0.24544299849393297	0.15511279947998374	42.24390243902439	697	-0.03299622260997469	0.01912664338681742	-0.12039307286206058	0.1582245799377952	0.4125	42.25394548063128
