label	order	n_safe	ratio	n_risky	quantity	lo	mid	hi
log-power-n1n2	Risky first	7.0	1.2	8.4	rel_risky	-3.9340351552367787	-0.10991070019124394	3.817021728031084
log-power-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	rel_risky	-3.8145095867954395	-0.21207710518624634	3.451167407879651
log-power-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	rel_risky	-3.6626165877298082	-0.313828711258749	3.1243799830571786
log-power-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	rel_risky	-3.524098213445578	-0.4079204163489287	2.8282907130278305
log-power-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	rel_risky	-3.3749659884293965	-0.46931768891462883	2.4887060751489787
log-power-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	rel_risky	-3.228282791099471	-0.5309183566714772	2.2067259339943335
log-power-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	rel_risky	-3.1358407583066987	-0.5860949891400538	1.952645485268238
log-power-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	rel_risky	-3.044739654861429	-0.6334138507450986	1.7039819924338684
log-power-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	rel_risky	-2.9370150402715884	-0.6878374310728137	1.5052197323889547
log-power-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	rel_risky	-2.797738829455465	-0.7230870451724424	1.2940520098539805
log-power-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	rel_risky	-2.7006571224215143	-0.7556514255660352	1.1337423932935153
log-power-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	rel_risky	-2.6267393532341234	-0.7674798677635827	1.0035361096362305
log-power-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	rel_risky	-2.530271271307226	-0.792230741148352	0.8563799603672828
log-power-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	rel_risky	-2.46973922012212	-0.7957552453783057	0.7460842840459612
log-power-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	rel_risky	-2.3954444989921018	-0.7967429300976667	0.7031283400325835
log-power-n1n2	Risky first	7.0	2.342801508468136	16.399610559276955	rel_risky	-2.3246754535349914	-0.7897405669355684	0.6433174129433619
log-power-n1n2	Risky first	7.0	2.4496598167132055	17.14761871699244	rel_risky	-2.2479431806049903	-0.7745284566154418	0.591109447427611
log-power-n1n2	Risky first	7.0	2.5613920752266717	17.929744526586703	rel_risky	-2.186635413615887	-0.7483286346046027	0.6207189325216921
log-power-n1n2	Risky first	7.0	2.678220591394913	18.747544139764393	rel_risky	-2.11643028473229	-0.7119811859350891	0.615593302869116
log-power-n1n2	Risky first	7.0	2.8003778123413423	19.602644686389397	rel_risky	-2.0577824883461457	-0.656073668117467	0.6745315765887482
log-power-n1n2	Risky first	7.0	2.9281067874133657	20.49674751189356	rel_risky	-2.0174846881900135	-0.5998590646597053	0.7175481832838997
log-power-n1n2	Risky first	7.0	3.0616616517639894	21.431631562347924	rel_risky	-1.9832890290966751	-0.5336523594532192	0.8190534709785574
log-power-n1n2	Risky first	7.0	3.2013081319902303	22.40915692393161	rel_risky	-1.9298356074106948	-0.46521562171006214	0.9208732288357949
log-power-n1n2	Risky first	7.0	3.347324074834376	23.431268523840632	rel_risky	-1.864111493528713	-0.37895306851155597	1.0454178463509962
log-power-n1n2	Risky first	7.0	3.5000000000000004	24.500000000000004	rel_risky	-1.7973645890511718	-0.27919902218366627	1.1669847047537558
log-power-n1n2	Risky first	7.0	1.2	8.4	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.342801508468136	16.399610559276955	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.4496598167132055	17.14761871699244	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.5613920752266717	17.929744526586703	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.678220591394913	18.747544139764393	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.8003778123413423	19.602644686389397	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	2.9281067874133657	20.49674751189356	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	3.0616616517639894	21.431631562347924	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	3.2013081319902303	22.40915692393161	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	3.347324074834376	23.431268523840632	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	3.5000000000000004	24.500000000000004	rel_safe	-0.3540273269148192	1.4880702572126843	3.97139553152389
log-power-n1n2	Risky first	7.0	1.2	8.4	ratio_shift	0.9450266815311376	0.9876910899203565	1.0330630853780451
log-power-n1n2	Risky first	7.0	1.2547336039483463	8.783135227638425	ratio_shift	0.946345428569518	0.9866766056176258	1.0294607905394164
log-power-n1n2	Risky first	7.0	1.3119636807310047	9.183745765117033	ratio_shift	0.9473982938027931	0.9857469257960786	1.0259150536566883
log-power-n1n2	Risky first	7.0	1.3718040978107926	9.602628684675548	ratio_shift	0.9486907092103849	0.984977109133934	1.0225830195731884
log-power-n1n2	Risky first	7.0	1.4343739162977047	10.040617414083933	ratio_shift	0.9494113321598465	0.9842973554799321	1.0196499816973204
log-power-n1n2	Risky first	7.0	1.4997976278381022	10.498583394866715	ratio_shift	0.95056044591604	0.9836380174670392	1.0172512448586108
log-power-n1n2	Risky first	7.0	1.5682054023087357	10.97743781616115	ratio_shift	0.9514432986735849	0.9829303407461856	1.0149521364397152
log-power-n1n2	Risky first	7.0	1.6397333468084219	11.478133427658953	ratio_shift	0.9523225547976416	0.9823713050242694	1.01268348754058
log-power-n1n2	Risky first	7.0	1.714523776462679	12.001666435238754	ratio_shift	0.9530357402711045	0.9820101561221104	1.0103785250069348
log-power-n1n2	Risky first	7.0	1.792725497580122	12.549078483060853	ratio_shift	0.9540308575771913	0.9816071518993628	1.0083426037814467
log-power-n1n2	Risky first	7.0	1.874494103723999	13.121458726067994	ratio_shift	0.9548398088544557	0.9812922034626459	1.0069779878762142
log-power-n1n2	Risky first	7.0	1.959992285287949	13.719945997015643	ratio_shift	0.955525428974167	0.9810291018716759	1.0059777509389352
log-power-n1n2	Risky first	7.0	2.0493901531919194	14.345731072343437	ratio_shift	0.956408049170952	0.9809816124485182	1.0049604185836343
log-power-n1n2	Risky first	7.0	2.142865577342292	15.000059041396046	ratio_shift	0.9571947618563216	0.9810413909145408	1.004150071561585
log-power-n1n2	Risky first	7.0	2.2406045405296235	15.684231783707364	ratio_shift	0.9582091103496582	0.9811266801950245	1.0035237265727743
