label	subject	order	cell	by	stimulation_condition	parameter	median	lo	hi
log-power-n1n2	3	Risky first	14.0	n_safe	ips	slope	3.941557203083926	2.9239182985962944	5.264684046146661
log-power-n1n2	4	Risky first	14.0	n_safe	ips	slope	1.926028496050852	1.1736425421788457	2.687364639660184
log-power-n1n2	5	Risky first	14.0	n_safe	ips	slope	2.4551240207573515	1.4937052484389712	3.476058181394344
log-power-n1n2	6	Risky first	14.0	n_safe	ips	slope	2.250262556841023	1.5830797004381998	2.969878916352946
log-power-n1n2	7	Risky first	14.0	n_safe	ips	slope	1.833344929183821	1.1170537479229485	2.54545033498346
log-power-n1n2	9	Risky first	14.0	n_safe	ips	slope	2.3382119266294623	1.2354822123477198	3.5427506068538004
log-power-n1n2	10	Risky first	14.0	n_safe	ips	slope	2.2394168925370055	1.3717118186160884	3.2015374632156393
log-power-n1n2	11	Risky first	14.0	n_safe	ips	slope	3.366359000675808	2.585764956044154	4.27838144522089
log-power-n1n2	18	Risky first	14.0	n_safe	ips	slope	3.394898840372608	2.309087040610416	4.52997262451987
log-power-n1n2	19	Risky first	14.0	n_safe	ips	slope	1.4276591285476967	0.6517304369253585	2.426505184811121
log-power-n1n2	21	Risky first	14.0	n_safe	ips	slope	1.5601659203937908	1.0977130339409562	2.0668653684906455
log-power-n1n2	25	Risky first	14.0	n_safe	ips	slope	3.909602468179507	2.9060655508152995	5.0941310263716675
log-power-n1n2	26	Risky first	14.0	n_safe	ips	slope	3.0969815179494242	2.369898015235774	3.8802913005565287
log-power-n1n2	29	Risky first	14.0	n_safe	ips	slope	2.067196183207333	1.3288111118633341	2.7996930919182317
log-power-n1n2	30	Risky first	14.0	n_safe	ips	slope	2.4432206627373874	1.573591386411758	3.3797292447197114
log-power-n1n2	31	Risky first	14.0	n_safe	ips	slope	3.015625262764982	2.0098260540530486	4.11709512188546
log-power-n1n2	34	Risky first	14.0	n_safe	ips	slope	2.100838130543459	1.3349756828115373	2.945279835883714
log-power-n1n2	35	Risky first	14.0	n_safe	ips	slope	2.955302857395141	2.178593212640338	3.9196063704105146
log-power-n1n2	36	Risky first	14.0	n_safe	ips	slope	2.9491387850917663	2.163535111123905	3.7589511019009234
log-power-n1n2	37	Risky first	14.0	n_safe	ips	slope	2.702330841402496	1.9145377336313085	3.560637325128631
log-power-n1n2	45	Risky first	14.0	n_safe	ips	slope	2.412622306365261	1.5475636636597137	3.3995614422825735
log-power-n1n2	46	Risky first	14.0	n_safe	ips	slope	2.512157813197394	1.8297214494337875	3.2243292223298443
log-power-n1n2	47	Risky first	14.0	n_safe	ips	slope	2.9690255892390254	2.2886562199661316	3.7606285707340463
log-power-n1n2	50	Risky first	14.0	n_safe	ips	slope	1.8336434774761492	0.8232113454231057	3.11283226387123
log-power-n1n2	53	Risky first	14.0	n_safe	ips	slope	2.1148124626711224	1.4358953481397787	2.8227490791593204
log-power-n1n2	56	Risky first	14.0	n_safe	ips	slope	2.433109982397208	1.6148551165913863	3.3525565941146254
log-power-n1n2	59	Risky first	14.0	n_safe	ips	slope	2.1732546989221624	1.4522708552519696	2.9414048723272908
log-power-n1n2	62	Risky first	14.0	n_safe	ips	slope	2.76946983172376	1.8613095131029849	3.965099673773227
log-power-n1n2	63	Risky first	14.0	n_safe	ips	slope	2.4723000605381915	1.6356526685198967	3.3504691758564262
log-power-n1n2	67	Risky first	14.0	n_safe	ips	slope	3.0559269989698112	2.2155570681477235	3.982635630838616
log-power-n1n2	69	Risky first	14.0	n_safe	ips	slope	2.1480898811951707	1.25119190026119	3.023365794157879
log-power-n1n2	72	Risky first	14.0	n_safe	ips	slope	3.2336544205594655	2.3671467493094758	4.236301491094447
log-power-n1n2	74	Risky first	14.0	n_safe	ips	slope	2.095568173744198	1.4791219356084637	2.7717878966753133
log-power-n1n2	1	Risky first	14.0	n_safe	ips	rnp	1.1701179109549913	1.0859916003380088	1.2808348600068347
log-power-n1n2	2	Risky first	14.0	n_safe	ips	rnp	1.1309455192460778	0.9506814362133998	1.3845546031135902
log-power-n1n2	3	Risky first	14.0	n_safe	ips	rnp	0.9750757915373369	0.9019220288031584	1.0331832014190125
log-power-n1n2	4	Risky first	14.0	n_safe	ips	rnp	1.5176199762440192	1.2917383074538966	1.9721694462021777
log-power-n1n2	5	Risky first	14.0	n_safe	ips	rnp	0.8326862157673671	0.5865819584751478	0.9822127876009314
log-power-n1n2	6	Risky first	14.0	n_safe	ips	rnp	1.6266126922417539	1.378346544952011	2.05946102183726
log-power-n1n2	7	Risky first	14.0	n_safe	ips	rnp	0.7705340254727429	0.611876448160531	0.896914498394284
log-power-n1n2	9	Risky first	14.0	n_safe	ips	rnp	2.2691811214265347	1.794890495571574	3.9767015968139723
log-power-n1n2	10	Risky first	14.0	n_safe	ips	rnp	0.763643683391398	0.564042018047044	0.8851040336884181
log-power-n1n2	11	Risky first	14.0	n_safe	ips	rnp	0.8346939681937042	0.7524444434989978	0.90271031828378
log-power-n1n2	18	Risky first	14.0	n_safe	ips	rnp	0.7394187423562	0.6528203113160607	0.8172681013488382
log-power-n1n2	19	Risky first	14.0	n_safe	ips	rnp	2.056792951583219	1.6432382742444769	3.2735829283436293
log-power-n1n2	21	Risky first	14.0	n_safe	ips	rnp	1.2123605881418422	0.998586332040367	1.5890803343235302
log-power-n1n2	25	Risky first	14.0	n_safe	ips	rnp	0.839480627612604	0.7644469406387198	0.9161508081697832
log-power-n1n2	26	Risky first	14.0	n_safe	ips	rnp	0.8389916354116895	0.7473493893748424	0.9348136600294381
log-power-n1n2	29	Risky first	14.0	n_safe	ips	rnp	1.5411958913472563	1.2917029579634605	1.9692666040475932
log-power-n1n2	30	Risky first	14.0	n_safe	ips	rnp	0.92859445521776	0.7350655987351485	1.0680375064614605
log-power-n1n2	31	Risky first	14.0	n_safe	ips	rnp	0.9793967943184871	0.8853376871555899	1.061616546157801
log-power-n1n2	34	Risky first	14.0	n_safe	ips	rnp	1.560099649348421	1.3379002544404897	1.955749173449059
log-power-n1n2	35	Risky first	14.0	n_safe	ips	rnp	1.842757641756411	1.6557523394785971	2.203143206586473
log-power-n1n2	36	Risky first	14.0	n_safe	ips	rnp	1.0498980838082657	0.9708484085176368	1.153495164710101
log-power-n1n2	37	Risky first	14.0	n_safe	ips	rnp	1.0442430151189215	0.9471707389089327	1.1904688298517399
log-power-n1n2	45	Risky first	14.0	n_safe	ips	rnp	1.7958206950632907	1.5456037172702524	2.0631960197542183
log-power-n1n2	46	Risky first	14.0	n_safe	ips	rnp	1.1522877376808962	1.0444341396099273	1.2671642475263682
log-power-n1n2	47	Risky first	14.0	n_safe	ips	rnp	0.8657376037801104	0.777454813844442	0.9398652660206669
log-power-n1n2	50	Risky first	14.0	n_safe	ips	rnp	1.9976524037023375	1.604683372138885	2.5953305090866547
log-power-n1n2	53	Risky first	14.0	n_safe	ips	rnp	1.2174204493654166	1.0716543000135526	1.4063485886137166
log-power-n1n2	56	Risky first	14.0	n_safe	ips	rnp	0.994120405130192	0.8731413338400076	1.1195638427791283
log-power-n1n2	59	Risky first	14.0	n_safe	ips	rnp	2.199563888203084	1.7902367397562513	3.0675125505305427
log-power-n1n2	62	Risky first	14.0	n_safe	ips	rnp	0.7005374106931046	0.5392046965744124	0.8266040614868148
log-power-n1n2	63	Risky first	14.0	n_safe	ips	rnp	1.103375749645465	0.9859675759831444	1.2755615523316197
log-power-n1n2	67	Risky first	14.0	n_safe	ips	rnp	1.2201217404417823	1.1085348190790474	1.3408442558382656
log-power-n1n2	69	Risky first	14.0	n_safe	ips	rnp	0.7553783115638643	0.5891032070273459	0.8574783330962168
log-power-n1n2	72	Risky first	14.0	n_safe	ips	rnp	1.0680783096848983	0.9720651876769846	1.1952429335177535
log-power-n1n2	74	Risky first	14.0	n_safe	ips	rnp	1.600980932633677	1.3698712522402219	1.9809997498578673
log-power-n1n2	1	Risky first	14.0	n_safe	ips	logfrac_star	0.7549415230774834	0.6803304876006306	0.8453491004518029
log-power-n1n2	2	Risky first	14.0	n_safe	ips	logfrac_star	0.7208910262745543	0.547260747755209	0.9232155020880373
log-power-n1n2	3	Risky first	14.0	n_safe	ips	logfrac_star	0.5725969246600747	0.4946097943073767	0.630481523958769
log-power-n1n2	4	Risky first	14.0	n_safe	ips	logfrac_star	1.014980303347	0.8538258370730905	1.276971179296273
log-power-n1n2	5	Risky first	14.0	n_safe	ips	logfrac_star	0.41473860118846884	0.06439412025104196	0.5798896946282069
log-power-n1n2	6	Risky first	14.0	n_safe	ips	logfrac_star	1.0843367503914554	0.9187216257298492	1.32028130828669
log-power-n1n2	7	Risky first	14.0	n_safe	ips	logfrac_star	0.3371655358057911	0.10661210146243655	0.4890422597523367
log-power-n1n2	9	Risky first	14.0	n_safe	ips	logfrac_star	1.417256027198037	1.1827810155302634	1.9782896754561838
log-power-n1n2	10	Risky first	14.0	n_safe	ips	logfrac_star	0.32818301853165105	0.025210470125697167	0.47578691204099066
log-power-n1n2	11	Risky first	14.0	n_safe	ips	logfrac_star	0.41714687428574376	0.31340888634717795	0.4954834244619346
log-power-n1n2	18	Risky first	14.0	n_safe	ips	logfrac_star	0.29594611601474285	0.17138363906557563	0.39604891619652893
log-power-n1n2	19	Risky first	14.0	n_safe	ips	logfrac_star	1.3189849506213602	1.0945058531493976	1.7837220692644618
log-power-n1n2	21	Risky first	14.0	n_safe	ips	logfrac_star	0.7904063587032066	0.5964223324299894	1.0609924432692104
log-power-n1n2	25	Risky first	14.0	n_safe	ips	logfrac_star	0.4228651218721603	0.329234340643649	0.5102627106079234
log-power-n1n2	26	Risky first	14.0	n_safe	ips	logfrac_star	0.4222824584790151	0.3066145206934317	0.5304289365789587
log-power-n1n2	29	Risky first	14.0	n_safe	ips	logfrac_star	1.0303956686332374	0.8537984709151412	1.275498189871043
log-power-n1n2	30	Risky first	14.0	n_safe	ips	logfrac_star	0.5237538262156176	0.29004146681236614	0.6636598588736088
log-power-n1n2	31	Risky first	14.0	n_safe	ips	logfrac_star	0.5770185879287123	0.4760508612485814	0.6576297906600533
log-power-n1n2	34	Risky first	14.0	n_safe	ips	logfrac_star	1.042586697583682	0.8889384113642613	1.268610328527576
log-power-n1n2	35	Risky first	14.0	n_safe	ips	logfrac_star	1.2091001687643037	1.1020924920085104	1.3877220716470218
log-power-n1n2	36	Risky first	14.0	n_safe	ips	logfrac_star	0.6465300971545929	0.5682520589061227	0.7406336075160802
log-power-n1n2	37	Risky first	14.0	n_safe	ips	logfrac_star	0.6411292360490521	0.5435610931395479	0.7721842049124296
log-power-n1n2	45	Risky first	14.0	n_safe	ips	logfrac_star	1.1832991298899753	1.0332515902218629	1.3220932459753263
log-power-n1n2	46	Risky first	14.0	n_safe	ips	logfrac_star	0.7395863041300761	0.6413122458844155	0.8346185286657478
log-power-n1n2	47	Risky first	14.0	n_safe	ips	logfrac_star	0.45366358647005356	0.34610724666386683	0.5358182524250784
log-power-n1n2	50	Risky first	14.0	n_safe	ips	logfrac_star	1.2898096937261072	1.07076346189635	1.5515508729458967
log-power-n1n2	53	Risky first	14.0	n_safe	ips	logfrac_star	0.7945712352647911	0.6670405291157921	0.9388336924202487
log-power-n1n2	56	Risky first	14.0	n_safe	ips	logfrac_star	0.5919400530156855	0.46217915867387604	0.7107761840712573
log-power-n1n2	59	Risky first	14.0	n_safe	ips	logfrac_star	1.3860961087164667	1.1801848687025913	1.7187039889876206
log-power-n1n2	62	Risky first	14.0	n_safe	ips	logfrac_star	0.2419294917574648	-0.01982300979490246	0.40740753731080637
log-power-n1n2	63	Risky first	14.0	n_safe	ips	logfrac_star	0.6962113445182018	0.5837051914096444	0.8412235156049611
log-power-n1n2	67	Risky first	14.0	n_safe	ips	logfrac_star	0.7967876417677122	0.7008761613124089	0.8911364573964113
log-power-n1n2	69	Risky first	14.0	n_safe	ips	logfrac_star	0.31730042042286477	0.06868311404217187	0.44407763295436126
log-power-n1n2	72	Risky first	14.0	n_safe	ips	logfrac_star	0.6636980622672344	0.5695045894390264	0.7761864569078148
log-power-n1n2	74	Risky first	14.0	n_safe	ips	logfrac_star	1.0684535249849796	0.9125537596286306	1.2814386397412103
log-power-n1n2	1	Risky first	14.0	n_safe	vertex	slope	2.8794900475407843	1.9559400530693896	3.888010319054546
log-power-n1n2	2	Risky first	14.0	n_safe	vertex	slope	1.8797704660041628	1.1351513342354569	2.6875380337485963
log-power-n1n2	3	Risky first	14.0	n_safe	vertex	slope	4.883764281348059	3.2936202223316027	6.964578400354704
log-power-n1n2	4	Risky first	14.0	n_safe	vertex	slope	1.7470703415384	0.7317120061593427	2.7288249169395415
log-power-n1n2	5	Risky first	14.0	n_safe	vertex	slope	2.032293383951726	0.9805441815471411	3.260456376608607
log-power-n1n2	6	Risky first	14.0	n_safe	vertex	slope	1.7294537010135471	0.9547173712199718	2.5221178375669764
log-power-n1n2	7	Risky first	14.0	n_safe	vertex	slope	2.2111713138823728	1.3289213944829983	3.176962799718233
log-power-n1n2	9	Risky first	14.0	n_safe	vertex	slope	1.5167580296189689	0.6708278393102822	2.639313290604665
log-power-n1n2	10	Risky first	14.0	n_safe	vertex	slope	1.7677713490416327	0.5930134567341215	3.1716030086035882
log-power-n1n2	11	Risky first	14.0	n_safe	vertex	slope	3.091862561842503	2.092352652739113	4.139089159983023
log-power-n1n2	18	Risky first	14.0	n_safe	vertex	slope	3.5347875050009145	2.347166506760786	4.766847630480794
log-power-n1n2	19	Risky first	14.0	n_safe	vertex	slope	1.4448131780196185	0.38550484370862304	2.4894818470834625
log-power-n1n2	21	Risky first	14.0	n_safe	vertex	slope	1.9492737878391728	1.2826734689055006	2.6848344752535844
log-power-n1n2	25	Risky first	14.0	n_safe	vertex	slope	4.584780077704436	3.4442674872367487	5.889304550185945
log-power-n1n2	26	Risky first	14.0	n_safe	vertex	slope	4.078382083349442	3.0580712773531795	5.283548892459491
log-power-n1n2	29	Risky first	14.0	n_safe	vertex	slope	1.5942259588268546	0.9194752591432456	2.3329018782263713
log-power-n1n2	30	Risky first	14.0	n_safe	vertex	slope	1.8330773658700688	0.8613538069789942	2.820430943574776
log-power-n1n2	31	Risky first	14.0	n_safe	vertex	slope	2.412554422999335	1.280543074797249	3.6323932514245487
log-power-n1n2	34	Risky first	14.0	n_safe	vertex	slope	2.5082498609237547	1.564935379239479	3.475349560500569
log-power-n1n2	35	Risky first	14.0	n_safe	vertex	slope	4.762889819279258	3.3519124637204385	6.669433761880739
log-power-n1n2	36	Risky first	14.0	n_safe	vertex	slope	2.4283647198719587	1.54188435450064	3.3487034061762486
log-power-n1n2	37	Risky first	14.0	n_safe	vertex	slope	2.6941437590506703	1.6900190153979715	3.792767756774212
log-power-n1n2	45	Risky first	14.0	n_safe	vertex	slope	3.780628675223179	2.7315175670967546	4.977440351873584
log-power-n1n2	46	Risky first	14.0	n_safe	vertex	slope	2.3561506772463643	1.6124763446564245	3.1457111767436183
log-power-n1n2	47	Risky first	14.0	n_safe	vertex	slope	2.233178891627796	1.4657720059776898	3.120576761820436
log-power-n1n2	50	Risky first	14.0	n_safe	vertex	slope	3.565708438896892	2.281127797026333	4.924561207338504
log-power-n1n2	53	Risky first	14.0	n_safe	vertex	slope	1.5935184586445605	0.8186391816948114	2.442521106697047
log-power-n1n2	56	Risky first	14.0	n_safe	vertex	slope	2.5110785317479616	1.406663289611785	3.6929443122304604
log-power-n1n2	59	Risky first	14.0	n_safe	vertex	slope	2.7598158126163277	1.7457804113988435	3.755861840367289
log-power-n1n2	62	Risky first	14.0	n_safe	vertex	slope	4.29350969369357	2.642155787356331	6.426731944382122
log-power-n1n2	63	Risky first	14.0	n_safe	vertex	slope	3.3896141503150865	2.188826771251893	4.783841817500163
log-power-n1n2	67	Risky first	14.0	n_safe	vertex	slope	1.3493142591749843	0.6346179987912601	2.2282993469859163
log-power-n1n2	69	Risky first	14.0	n_safe	vertex	slope	1.8434164363866425	0.843789181183799	2.9876600705186234
log-power-n1n2	72	Risky first	14.0	n_safe	vertex	slope	4.490703357871034	3.049807378827663	6.223906291378782
log-power-n1n2	74	Risky first	14.0	n_safe	vertex	slope	1.6420896304916588	0.9420175755260846	2.3170245206541784
log-power-n1n2	1	Risky first	14.0	n_safe	vertex	rnp	1.2313328604495968	1.1138834217491616	1.4011840052836033
log-power-n1n2	2	Risky first	14.0	n_safe	vertex	rnp	1.0295216080849559	0.8209519050368462	1.1973461847357179
log-power-n1n2	3	Risky first	14.0	n_safe	vertex	rnp	0.9803891606902883	0.9120741460204425	1.0235937495960516
log-power-n1n2	4	Risky first	14.0	n_safe	vertex	rnp	1.61022078684665	1.3205514612010578	2.7832727157104173
log-power-n1n2	5	Risky first	14.0	n_safe	vertex	rnp	0.764339528682004	0.4136483308485939	0.9688111736784677
log-power-n1n2	6	Risky first	14.0	n_safe	vertex	rnp	1.9874828520069667	1.558128175629621	3.217613395504386
log-power-n1n2	7	Risky first	14.0	n_safe	vertex	rnp	0.8106527342830898	0.6507288372441874	0.9203193038150914
log-power-n1n2	9	Risky first	14.0	n_safe	vertex	rnp	3.802379314052363	2.397033926787721	11.877944506405397
log-power-n1n2	10	Risky first	14.0	n_safe	vertex	rnp	0.6999749726071223	0.28799336436125395	0.878583440137906
log-power-n1n2	11	Risky first	14.0	n_safe	vertex	rnp	0.8065941225954949	0.6619303998289763	0.8940877628367349
log-power-n1n2	18	Risky first	14.0	n_safe	vertex	rnp	0.7360070036463598	0.6506772779100934	0.810283542726675
log-power-n1n2	19	Risky first	14.0	n_safe	vertex	rnp	2.1518955438774374	1.6969074966908315	6.122460645757823
log-power-n1n2	21	Risky first	14.0	n_safe	vertex	rnp	1.263738101229944	1.0444265879007715	1.612916342839939
log-power-n1n2	25	Risky first	14.0	n_safe	vertex	rnp	0.8011428763186377	0.7243700503712358	0.8687146268823014
log-power-n1n2	26	Risky first	14.0	n_safe	vertex	rnp	0.87989035130476	0.7924205376523347	0.95132407601285
log-power-n1n2	29	Risky first	14.0	n_safe	vertex	rnp	1.8902091326118353	1.478567350267378	2.864159301915516
log-power-n1n2	30	Risky first	14.0	n_safe	vertex	rnp	1.149982991158923	0.9088065373381662	1.4377681211765836
log-power-n1n2	31	Risky first	14.0	n_safe	vertex	rnp	0.9926291906069917	0.8508967926853356	1.1155477694314857
log-power-n1n2	34	Risky first	14.0	n_safe	vertex	rnp	1.4484300908322862	1.2782958084647922	1.7279408420530304
log-power-n1n2	35	Risky first	14.0	n_safe	vertex	rnp	1.5538876938286534	1.4297062087328878	1.723174045722128
log-power-n1n2	36	Risky first	14.0	n_safe	vertex	rnp	1.0723118509805154	0.9487828942079085	1.2082899476221878
log-power-n1n2	37	Risky first	14.0	n_safe	vertex	rnp	1.0605044437589535	0.9533208572038167	1.2287705279964094
log-power-n1n2	45	Risky first	14.0	n_safe	vertex	rnp	1.3651421789608877	1.2158870941057451	1.5140205869938177
log-power-n1n2	46	Risky first	14.0	n_safe	vertex	rnp	1.177967453467612	1.0581511162010528	1.3364749195415673
log-power-n1n2	47	Risky first	14.0	n_safe	vertex	rnp	0.818327710821602	0.6618260219585197	0.9388860629746821
log-power-n1n2	50	Risky first	14.0	n_safe	vertex	rnp	1.3819121665923044	1.1922440993975338	1.5496599913421976
log-power-n1n2	53	Risky first	14.0	n_safe	vertex	rnp	1.3956789996479086	1.1493782942601136	1.8401461478529488
log-power-n1n2	56	Risky first	14.0	n_safe	vertex	rnp	0.9842096982699348	0.7952704428566433	1.1169787099119128
log-power-n1n2	59	Risky first	14.0	n_safe	vertex	rnp	1.8221562403437717	1.552452155178412	2.399426248588146
log-power-n1n2	62	Risky first	14.0	n_safe	vertex	rnp	0.8276481224803207	0.6774261223297472	0.9092109842261782
log-power-n1n2	63	Risky first	14.0	n_safe	vertex	rnp	1.0695548588570665	0.9892139046879957	1.1750374154495633
log-power-n1n2	67	Risky first	14.0	n_safe	vertex	rnp	1.6037204075809646	1.2704066955814928	2.2342154001285834
log-power-n1n2	69	Risky first	14.0	n_safe	vertex	rnp	0.7182666567518501	0.4628512955901031	0.8584659645262993
log-power-n1n2	72	Risky first	14.0	n_safe	vertex	rnp	1.0483521890143774	0.9856720914889561	1.1585223291949298
log-power-n1n2	74	Risky first	14.0	n_safe	vertex	rnp	1.8338259569920758	1.458368370594883	2.735316751766666
log-power-n1n2	1	Risky first	14.0	n_safe	vertex	logfrac_star	0.8059342098211817	0.7056894883655825	0.9351545973602555
log-power-n1n2	2	Risky first	14.0	n_safe	vertex	logfrac_star	0.6269312368115095	0.40054624746992723	0.7779445955881862
log-power-n1n2	3	Risky first	14.0	n_safe	vertex	logfrac_star	0.5780313173472525	0.5058030084898463	0.621156719683666
log-power-n1n2	4	Risky first	14.0	n_safe	vertex	logfrac_star	1.0742083050132165	0.8758864237242702	1.6214644718926032
log-power-n1n2	5	Risky first	14.0	n_safe	vertex	logfrac_star	0.32909382086800365	-0.28490213407598936	0.5661514473919252
log-power-n1n2	6	Risky first	14.0	n_safe	vertex	logfrac_star	1.2847059387956423	1.0413222140624814	1.7664769037007264
log-power-n1n2	7	Risky first	14.0	n_safe	vertex	logfrac_star	0.387921489711579	0.16817474407092592	0.5148024009437373
log-power-n1n2	9	Risky first	14.0	n_safe	vertex	logfrac_star	1.9334640045337377	1.4720691083669275	3.0725202048068825
log-power-n1n2	10	Risky first	14.0	n_safe	vertex	logfrac_star	0.24112630275863484	-0.6469810373814653	0.4683926051082929
log-power-n1n2	11	Risky first	14.0	n_safe	vertex	logfrac_star	0.382902317056769	0.18524213526322172	0.4858856606290316
log-power-n1n2	18	Risky first	14.0	n_safe	vertex	logfrac_star	0.29132135625297695	0.16809550820859467	0.3874659608797045
log-power-n1n2	19	Risky first	14.0	n_safe	vertex	logfrac_star	1.36418610278178	1.1266444755499798	2.4098010751051056
log-power-n1n2	21	Risky first	14.0	n_safe	vertex	logfrac_star	0.8319110764021214	0.6413050155912988	1.0758809339777484
log-power-n1n2	25	Risky first	14.0	n_safe	vertex	logfrac_star	0.3761210253601286	0.2753841026973813	0.4570964005639582
log-power-n1n2	26	Risky first	14.0	n_safe	vertex	logfrac_star	0.46987902062669473	0.3651739545464389	0.5479365002011339
log-power-n1n2	29	Risky first	14.0	n_safe	vertex	logfrac_star	1.2345244755689686	0.9889106111272615	1.6501118623806548
log-power-n1n2	30	Risky first	14.0	n_safe	vertex	logfrac_star	0.7375841527157331	0.5022139627508857	0.96092899609531
log-power-n1n2	31	Risky first	14.0	n_safe	vertex	logfrac_star	0.590438892720031	0.43637256196910873	0.7071825580530194
log-power-n1n2	34	Risky first	14.0	n_safe	vertex	logfrac_star	0.9683172746710573	0.8433647919407143	1.1447674355617241
log-power-n1n2	35	Risky first	14.0	n_safe	vertex	logfrac_star	1.0385969809957338	0.9553059754670519	1.1420049662073115
log-power-n1n2	36	Risky first	14.0	n_safe	vertex	logfrac_star	0.6676539268053059	0.5452617209723611	0.7870430943205241
log-power-n1n2	37	Risky first	14.0	n_safe	vertex	logfrac_star	0.6565816858386462	0.5500332499787892	0.8038510992675916
log-power-n1n2	45	Risky first	14.0	n_safe	vertex	logfrac_star	0.9090955843755778	0.7933109297355903	1.0126057533398107
log-power-n1n2	46	Risky first	14.0	n_safe	vertex	logfrac_star	0.7616274569602225	0.654360155754369	0.8878724913986505
log-power-n1n2	47	Risky first	14.0	n_safe	vertex	logfrac_star	0.3973446024831826	0.18508443584216547	0.5347758530612701
log-power-n1n2	50	Risky first	14.0	n_safe	vertex	logfrac_star	0.9213051683035043	0.7736743294409116	1.035872547188803
log-power-n1n2	53	Risky first	14.0	n_safe	vertex	logfrac_star	0.9312180357062507	0.7370581832538379	1.2076819965265202
log-power-n1n2	56	Risky first	14.0	n_safe	vertex	logfrac_star	0.581920704115513	0.36876395787584687	0.7084644606000684
log-power-n1n2	59	Risky first	14.0	n_safe	vertex	logfrac_star	1.1978575478365983	1.037672717169004	1.473066640679684
log-power-n1n2	62	Risky first	14.0	n_safe	vertex	logfrac_star	0.40866981291307636	0.2083822218469077	0.5026588948750704
log-power-n1n2	63	Risky first	14.0	n_safe	vertex	logfrac_star	0.6650795428961571	0.5869923138201143	0.7591369907371488
log-power-n1n2	67	Risky first	14.0	n_safe	vertex	logfrac_star	1.070163185478573	0.8371740812927432	1.401727115788021
log-power-n1n2	69	Risky first	14.0	n_safe	vertex	logfrac_star	0.2669226101066666	-0.17251253177983916	0.44522875602975265
log-power-n1n2	72	Risky first	14.0	n_safe	vertex	logfrac_star	0.6450565884141055	0.5834054564543522	0.7449823385121506
log-power-n1n2	74	Risky first	14.0	n_safe	vertex	logfrac_star	1.2042414715976726	0.9751552568453621	1.6040842109740627
log-power-n1n2	1	Risky first	20.0	n_safe	ips	slope	3.3282991361380176	2.4800281706334464	4.378729894786684
log-power-n1n2	2	Risky first	20.0	n_safe	ips	slope	1.8686596354908651	1.3511190002198081	2.50196442666743
log-power-n1n2	3	Risky first	20.0	n_safe	ips	slope	3.8135067307163393	2.8465009426858012	5.199392316300778
log-power-n1n2	4	Risky first	20.0	n_safe	ips	slope	1.8133189809397834	1.0479542056388178	2.567598950664805
log-power-n1n2	5	Risky first	20.0	n_safe	ips	slope	2.509503497653067	1.5358649984837327	3.5715478251443313
log-power-n1n2	6	Risky first	20.0	n_safe	ips	slope	2.111507013851173	1.4400285542361362	2.7806815925516313
log-power-n1n2	7	Risky first	20.0	n_safe	ips	slope	1.8599306866122665	1.1386957256025274	2.5555468466447264
log-power-n1n2	9	Risky first	20.0	n_safe	ips	slope	2.0274389120232117	1.0976795844240015	3.011069939264611
log-power-n1n2	10	Risky first	20.0	n_safe	ips	slope	2.2306090442308255	1.3538143026672265	3.200088746367729
log-power-n1n2	11	Risky first	20.0	n_safe	ips	slope	3.1787406741673214	2.3870419341334537	4.073323896505429
log-power-n1n2	18	Risky first	20.0	n_safe	ips	slope	3.250271846792175	2.2385537277471683	4.343482416786474
log-power-n1n2	19	Risky first	20.0	n_safe	ips	slope	1.3446337022671058	0.621194239809707	2.181287076869227
log-power-n1n2	21	Risky first	20.0	n_safe	ips	slope	1.6078614836199636	1.1218396634846985	2.1411950931268615
log-power-n1n2	25	Risky first	20.0	n_safe	ips	slope	3.755573264600799	2.812945181486038	4.97337024518208
log-power-n1n2	26	Risky first	20.0	n_safe	ips	slope	3.100227498308553	2.3631165695378544	3.9706846879526037
log-power-n1n2	29	Risky first	20.0	n_safe	ips	slope	2.117109548311537	1.3967320974381952	2.8320394633913764
log-power-n1n2	30	Risky first	20.0	n_safe	ips	slope	2.4293053069983808	1.6188136928207815	3.3396675536405156
log-power-n1n2	31	Risky first	20.0	n_safe	ips	slope	3.0662913509434793	2.0824115055709496	4.223584233400368
log-power-n1n2	34	Risky first	20.0	n_safe	ips	slope	2.0064963177966497	1.2755841595815425	2.7674377540235544
log-power-n1n2	35	Risky first	20.0	n_safe	ips	slope	2.997280428949092	2.267599818497403	3.905890377465839
log-power-n1n2	36	Risky first	20.0	n_safe	ips	slope	2.9331606369067273	2.1356085607040884	3.776345883997373
log-power-n1n2	37	Risky first	20.0	n_safe	ips	slope	2.681897015832097	1.875160541946296	3.57259176430458
log-power-n1n2	45	Risky first	20.0	n_safe	ips	slope	2.4471629712833343	1.596973112669381	3.505238895943822
log-power-n1n2	46	Risky first	20.0	n_safe	ips	slope	2.547091456954319	1.8849491651359247	3.263553577474815
log-power-n1n2	47	Risky first	20.0	n_safe	ips	slope	2.970387355389212	2.2850145334771685	3.821043972508408
log-power-n1n2	50	Risky first	20.0	n_safe	ips	slope	1.67241531561743	0.7375403237138167	2.7702247783784095
log-power-n1n2	53	Risky first	20.0	n_safe	ips	slope	2.047252184457732	1.3437032051867495	2.741090950712656
log-power-n1n2	56	Risky first	20.0	n_safe	ips	slope	2.4707412050523994	1.6626893897232329	3.3799113727403487
